"CountryCode","geoId","Country","Date","Rt","Rt.lo.05","Rt.hi.95"
"DZA","DZ","Algeria",2020-03-31,2.82773516717525,2.43399361686459,3.2460101953053
"DZA","DZ","Algeria",2020-04-01,2.44834500487666,2.13410081371918,2.78054316721584
"DZA","DZ","Algeria",2020-04-02,2.55374205234221,2.26896497817493,2.85254288854155
"DZA","DZ","Algeria",2020-04-03,2.74762125833178,2.48135933621671,3.02520025303484
"DZA","DZ","Algeria",2020-04-04,2.91182629467595,2.66574756856391,3.1669744450384
"DZA","DZ","Algeria",2020-04-05,2.96265812972522,2.74220797270302,3.19022930728573
"DZA","DZ","Algeria",2020-04-06,2.88632116212605,2.69464476116853,3.08350349067358
"DZA","DZ","Algeria",2020-04-07,2.70111527733396,2.53814281165774,2.86832947895752
"DZA","DZ","Algeria",2020-04-08,2.42592959076523,2.28967198773679,2.56548250317119
"DZA","DZ","Algeria",2020-04-09,2.20520574551897,2.08951700150364,2.32350348191925
"DZA","DZ","Algeria",2020-04-10,2.02151959372745,1.92159802321296,2.12356147019026
"DZA","DZ","Algeria",2020-04-11,1.87027494317787,1.78250849457455,1.95980755561781
"DZA","DZ","Algeria",2020-04-12,1.74775052984378,1.66944301888542,1.82756118882119
"DZA","DZ","Algeria",2020-04-13,1.65214622429755,1.58121536330519,1.72438067141909
"AUT","AT","Austria",2020-03-29,3.91573101108747,3.55948187560905,4.28615699985487
"AUT","AT","Austria",2020-03-30,3.26813479164413,3.00111298432055,3.54465902744851
"AUT","AT","Austria",2020-03-31,2.91449157438099,2.70049761888397,3.1353034153962
"AUT","AT","Austria",2020-04-01,2.61670544926267,2.44058893187673,2.79795126378915
"AUT","AT","Austria",2020-04-02,2.36079809417774,2.21324170588493,2.51233679753772
"AUT","AT","Austria",2020-04-03,2.14655523100639,2.02075824343927,2.27552998362445
"AUT","AT","Austria",2020-04-04,1.97771962162597,1.8683648396503,2.08967693104498
"AUT","AT","Austria",2020-04-05,1.83488039597093,1.73837103814236,1.93357196521995
"AUT","AT","Austria",2020-04-06,1.7131247734276,1.6268167467819,1.80130027033031
"AUT","AT","Austria",2020-04-07,1.62589222488618,1.54736732192387,1.70604441529459
"AUT","AT","Austria",2020-04-08,1.58272868602275,1.50979258222052,1.65710556679547
"AUT","AT","Austria",2020-04-09,1.55933163188277,1.49076346668049,1.62919108287964
"AUT","AT","Austria",2020-04-10,1.53887367913532,1.4741276142819,1.60478542080869
"AUT","AT","Austria",2020-04-11,1.51272191085391,1.45158677074484,1.57491353222582
"AUT","AT","Austria",2020-04-12,1.48097570200026,1.42327853200088,1.5396334312271
"AUT","AT","Austria",2020-04-13,1.44341218760838,1.388980268791,1.49872079128618
"BEL","BE","Belgium",2020-03-25,4.643290384586,4.32754096591346,4.96833391020482
"BEL","BE","Belgium",2020-03-26,3.97307944417813,3.73765433243473,4.21451944407703
"BEL","BE","Belgium",2020-03-27,3.51617131590281,3.33283510533632,3.70361622779251
"BEL","BE","Belgium",2020-03-28,3.22108643401671,3.07276820672907,3.37233216749284
"BEL","BE","Belgium",2020-03-29,3.0212971207111,2.89791057685496,3.14683873721118
"BEL","BE","Belgium",2020-03-30,2.8353949996199,2.73153409788997,2.9408800013095
"BEL","BE","Belgium",2020-03-31,2.75154835820619,2.66185621108232,2.84248643237714
"BEL","BE","Belgium",2020-04-01,2.65999108607458,2.58211118737634,2.73884128777311
