"State","Date","fips","Cases","Cases_daily","time","Cases_log","Cases_sum","n","coef.intercept","Exp_rate"
"Alabama",2020-03-20,"01",106,28,1,4.66343909411207,3262,23,NA,NA
"Alabama",2020-03-21,"01",131,25,2,4.87519732320115,3262,23,NA,NA
"Alabama",2020-03-22,"01",157,26,3,5.05624580534831,3262,23,NA,NA
"Alabama",2020-03-23,"01",196,39,4,5.27811465923052,3262,23,NA,NA
"Alabama",2020-03-24,"01",242,46,5,5.48893772615669,3262,23,NA,NA
"Alabama",2020-03-25,"01",386,144,6,5.95583736946483,3262,23,NA,NA
"Alabama",2020-03-26,"01",538,152,7,6.28785856016178,3262,23,4.30548573231292,26.6686800410175
"Alabama",2020-03-27,"01",639,101,8,6.45990445437753,3262,23,4.21903698302897,28.1966771906801
"Alabama",2020-03-28,"01",720,81,9,6.5792512120101,3262,23,4.21555354576043,27.6125594438733
"Alabama",2020-03-29,"01",830,110,10,6.72142570079064,3262,23,4.35653315927389,25.052239933214
"Alabama",2020-03-30,"01",947,117,11,6.85329909318608,3262,23,4.64502961213877,21.1273336271004
"Alabama",2020-03-31,"01",999,52,12,6.90675477864855,3262,23,5.17324763623008,15.1612662143317
"Alabama",2020-04-01,"01",1106,107,13,7.00850518208228,3262,23,5.49896828465117,11.8917442695697
"Alabama",2020-04-02,"01",1270,164,14,7.14677217945264,3262,23,5.59124315273886,11.0872864043842
"Alabama",2020-04-03,"01",1535,265,15,7.3362856600213,3262,23,5.53161237649003,11.7035799651921
"Alabama",2020-04-04,"01",1633,98,16,7.39817409297047,3262,23,5.55049294662235,11.5579846821929
"Alabama",2020-04-05,"01",1841,208,17,7.51806418123308,3262,23,5.51437926715156,11.803265609728
"Alabama",2020-04-06,"01",2006,165,18,7.60389796852188,3262,23,5.47302049821891,12.0069624337122
"Alabama",2020-04-07,"01",2197,191,19,7.69484807238461,3262,23,5.58375889366246,11.2680670366331
"Alabama",2020-04-08,"01",2499,302,20,7.82364593083495,3262,23,5.70992011130181,10.5481069800893
"Alabama",2020-04-09,"01",2838,339,21,7.95085485771999,3262,23,5.77204464911309,10.255125571345
"Alabama",2020-04-10,"01",3008,170,22,8.00903068506973,3262,23,5.73407072910106,10.421068184231
"Alabama",2020-04-11,"01",3262,254,23,8.09009578318096,3262,23,5.82551462251022,9.93702508669544
"Alaska",2020-03-28,"02",102,17,1,4.62497281328427,255,15,NA,NA
"Alaska",2020-03-29,"02",114,12,2,4.7361984483945,255,15,NA,NA
"Alaska",2020-03-30,"02",119,5,3,4.77912349311153,255,15,NA,NA
"Alaska",2020-03-31,"02",133,14,4,4.89034912822175,255,15,NA,NA
"Alaska",2020-04-01,"02",143,10,5,4.96284463025991,255,15,NA,NA
"Alaska",2020-04-02,"02",146,3,6,4.98360662170834,255,15,NA,NA
"Alaska",2020-04-03,"02",156,10,7,5.04985600724954,255,15,4.58196629665114,6.97566809168522
"Alaska",2020-04-04,"02",169,13,8,5.12989871492307,255,15,4.60887112745475,6.48508329052976
"Alaska",2020-04-05,"02",185,16,9,5.22035582507832,255,15,4.59733187158764,6.74931266533093
"Alaska",2020-04-06,"02",189,4,10,5.24174701505964,255,15,4.6395026702302,6.12681479773301
"Alaska",2020-04-07,"02",211,22,11,5.35185813347607,255,15,4.60464638848502,6.62078969349959
"Alaska",2020-04-08,"02",224,13,12,5.41164605185504,255,15,4.55557628179044,7.14275301082051
"Alaska",2020-04-09,"02",233,9,13,5.4510384535657,255,15,4.58714848545457,6.78051543289345
"Alaska",2020-04-10,"02",244,11,14,5.4971682252932,255,15,4.6482517358328,6.18954580314477
"Alaska",2020-04-11,"02",255,11,15,5.54126354515843,255,15,4.7138342210136,5.61694964570378
"Arizona",2020-03-21,"04",104,34,1,4.64439089914137,3393,22,NA,NA
"Arizona",2020-03-22,"04",153,49,2,5.03043792139244,3393,22,NA,NA
"Arizona",2020-03-23,"04",234,81,3,5.4553211153577,3393,22,NA,NA
"Arizona",2020-03-24,"04",326,92,4,5.78689738136671,3393,22,NA,NA
"Arizona",2020-03-25,"04",402,76,5,5.99645208861902,3393,22,NA,NA
"Arizona",2020-03-26,"04",508,106,6,6.23048144757848,3393,22,NA,NA
"Arizona",2020-03-27,"04",665,157,7,6.49978704065585,3393,22,4.44805163484782,30.3835944649174
"Arizona",2020-03-28,"04",773,108,8,6.65027904858742,3393,22,4.62994384579519,26.4001403514037
"Arizona",2020-03-29,"04",929,156,9,6.83410873881384,3393,22,4.84337644652986,22.7373612744524
"Arizona",2020-03-30,"04",1169,240,10,7.06390396147207,3393,22,4.95588301201325,21.1647522918381
"Arizona",2020-03-31,"04",1298,129,11,7.16857989726403,3393,22,5.05835598846148,19.705536256715
"Arizona",2020-04-01,"04",1413,115,12,7.25347038268453,3393,22,5.26503018519474,17.2149193979255
"Arizona",2020-04-02,"04",1600,187,13,7.37775890822787,3393,22,5.48728062918635,14.9098908191445
"Arizona",2020-04-03,"04",1769,169,14,7.47816969415979,3393,22,5.64068417358944,13.4304953455629
"Arizona",2020-04-04,"04",2019,250,15,7.61035761831284,3393,22,5.81242540806087,12.0230611244153
"Arizona",2020-04-05,"04",2269,250,16,7.72709448477984,3393,22,5.94448562793405,11.0636654410578
"Arizona",2020-04-06,"04",2465,196,17,7.80994708647679,3393,22,5.93736548360102,11.0855302925495
"Arizona",2020-04-07,"04",2575,110,18,7.85360481309784,3393,22,6.02628733484252,10.4060872798494
"Arizona",2020-04-08,"04",2726,151,19,7.91059061225648,3393,22,6.22452913497257,9.10341006473524
"Arizona",2020-04-09,"04",3018,292,20,8.01234963932779,3393,22,6.35738147194954,8.31970054181898
"Arizona",2020-04-10,"04",3112,94,21,8.04302088529828,3393,22,6.58654553975802,7.03265584225692
"Arizona",2020-04-11,"04",3393,281,22,8.12946976478423,3393,22,6.68342721893746,6.54292237102184
"Arkansas",2020-03-21,"05",118,18,1,4.77068462446567,1228,22,NA,NA
"Arkansas",2020-03-22,"05",165,47,2,5.10594547390058,1228,22,NA,NA
"Arkansas",2020-03-23,"05",201,36,3,5.30330490805908,1228,22,NA,NA
"Arkansas",2020-03-24,"05",232,31,4,5.44673737166631,1228,22,NA,NA
"Arkansas",2020-03-25,"05",308,76,5,5.73009978297357,1228,22,NA,NA
"Arkansas",2020-03-26,"05",351,43,6,5.86078622346587,1228,22,NA,NA
"Arkansas",2020-03-27,"05",386,35,7,5.95583736946483,1228,22,4.66878016356476,19.614052175152
"Arkansas",2020-03-28,"05",409,23,8,6.0137151560428,1228,22,4.83762825132512,15.8657957894205
"Arkansas",2020-03-29,"05",449,40,9,6.10702288774225,1228,22,4.96589043685343,13.4673110510492
"Arkansas",2020-03-30,"05",508,59,10,6.23048144757848,1228,22,5.09188104881359,11.6357406066101
"Arkansas",2020-03-31,"05",564,56,11,6.33505425149806,1228,22,5.2603026249448,9.66228347170047
"Arkansas",2020-04-01,"05",624,60,12,6.43615036836943,1228,22,5.26587708585112,9.6474731796887
"Arkansas",2020-04-02,"05",683,59,13,6.52649485957079,1228,22,5.23465295620704,9.94597949545335
"Arkansas",2020-04-03,"05",738,55,14,6.60394382460047,1228,22,5.21582727179563,10.0546388218609
"Arkansas",2020-04-04,"05",743,5,15,6.61069604471776,1228,22,5.35738416927822,8.74780297515442
"Arkansas",2020-04-05,"05",853,110,16,6.74875954749168,1228,22,5.443052640142,8.12111193717873
"Arkansas",2020-04-06,"05",927,74,17,6.83195356556585,1228,22,5.48466303746172,7.85756244855308
"Arkansas",2020-04-07,"05",997,70,18,6.90475076996184,1228,22,5.50814217236545,7.71976549878064
"Arkansas",2020-04-08,"05",1077,80,19,6.98193467715639,1228,22,5.49310997596489,7.81853880117011
"Arkansas",2020-04-09,"05",1146,69,20,7.04403289727469,1228,22,5.47092065413512,7.9240560906074
"Arkansas",2020-04-10,"05",1202,56,21,7.09174211509515,1228,22,5.48391035956629,7.79880722245978
"Arkansas",2020-04-11,"05",1228,26,22,7.11314210870709,1228,22,5.77061183695268,6.25716753577739
"California",2020-03-08,"06",112,12,1,4.71849887129509,22421,35,NA,NA
"California",2020-03-09,"06",172,60,2,5.14749447681345,22421,35,NA,NA
"California",2020-03-10,"06",179,7,3,5.18738580584075,22421,35,NA,NA
"California",2020-03-11,"06",202,23,4,5.30826769740121,22421,35,NA,NA
"California",2020-03-12,"06",252,50,5,5.52942908751142,22421,35,NA,NA
"California",2020-03-13,"06",320,68,6,5.76832099579377,22421,35,NA,NA
"California",2020-03-14,"06",381,61,7,5.9427993751267,22421,35,4.62079978266518,18.7735636825933
"California",2020-03-15,"06",478,97,8,6.16961073249146,22421,35,4.67953880942581,17.9901042999945
"California",2020-03-16,"06",588,110,9,6.37672694789863,22421,35,4.53234585230141,20.3717135141764
"California",2020-03-17,"06",732,144,10,6.59578051396131,22421,35,4.46624193038111,21.2800853826872
"California",2020-03-18,"06",893,161,11,6.7945865808765,22421,35,4.48694515075076,21.0154253185794
"California",2020-03-19,"06",1067,174,12,6.97260625130175,22421,35,4.52851164122714,20.5092855696193
"California",2020-03-20,"06",1283,216,13,7.15695636461564,22421,35,4.54903752408697,20.2368629966617
"California",2020-03-21,"06",1544,261,14,7.34213173058472,22421,35,4.62965261683297,19.4815984466224
"California",2020-03-22,"06",1851,307,15,7.5234813125735,22421,35,4.69660910982576,18.9119118250378
"California",2020-03-23,"06",2240,389,16,7.71423114484909,22421,35,4.75087238341522,18.5095244119296
"California",2020-03-24,"06",2644,404,17,7.88004820097158,22421,35,4.78749757172723,18.2362842690634
"California",2020-03-25,"06",3183,539,18,8.06557942728209,22421,35,4.79150351803409,18.2042950532759
"California",2020-03-26,"06",4060,877,19,8.30893825259578,22421,35,4.70767637864849,18.7835998061901
"California",2020-03-27,"06",4914,854,20,8.49984355308112,22421,35,4.62911624208273,19.2692772498813
"California",2020-03-28,"06",5565,651,21,8.62425226370964,22421,35,4.67934991547536,18.9372418624883
"California",2020-03-29,"06",6266,701,22,8.74289347151214,22421,35,4.86352213792798,17.8880686830869
"California",2020-03-30,"06",7421,1155,23,8.91206909797013,22421,35,5.02908575918204,17.0214456806058
"California",2020-03-31,"06",8582,1161,24,9.05742226555147,22421,35,5.28294109725229,15.8030004428138
"California",2020-04-01,"06",9816,1234,25,9.19176898639075,22421,35,5.57916033679821,14.4695230735218
"California",2020-04-02,"06",11190,1374,26,9.32277580130597,22421,35,5.6886373258691,13.9941392288432
"California",2020-04-03,"06",12569,1379,27,9.43898874392484,22421,35,5.71258952834881,13.8702642451924
"California",2020-04-04,"06",13796,1227,28,9.53213397405673,22421,35,5.87926253501448,13.1675511974918
"California",2020-04-05,"06",15076,1280,29,9.62085935438703,22421,35,6.2109182269882,11.8679069421261
"California",2020-04-06,"06",16284,1208,30,9.69793830962287,22421,35,6.52650712982519,10.6753108605626
"California",2020-04-07,"06",17540,1256,31,9.77223926592617,22421,35,6.83735131081406,9.54859452036529
"California",2020-04-08,"06",19043,1503,32,9.85445485895882,22421,35,7.09159382890844,8.66908054474055
"California",2020-04-09,"06",20191,1148,33,9.91299223955037,22421,35,7.31348078353961,7.92154345792835
"California",2020-04-10,"06",21366,1175,34,9.96955615250583,22421,35,7.49272078981155,7.3323173393212
"California",2020-04-11,"06",22421,1055,35,10.0177532986645,22421,35,7.69263279169082,6.69525175793741
"Colorado",2020-03-14,"08",103,25,1,4.63472898822964,6893,29,NA,NA
"Colorado",2020-03-15,"08",136,33,2,4.91265488573605,6893,29,NA,NA
"Colorado",2020-03-16,"08",161,25,3,5.08140436498446,6893,29,NA,NA
"Colorado",2020-03-17,"08",183,22,4,5.20948615284142,6893,29,NA,NA
"Colorado",2020-03-18,"08",216,33,5,5.37527840768417,6893,29,NA,NA
"Colorado",2020-03-19,"08",278,62,6,5.62762111369064,6893,29,NA,NA
"Colorado",2020-03-20,"08",364,86,7,5.89715386763674,6893,29,4.46103523485327,19.6824326315364
"Colorado",2020-03-21,"08",475,111,8,6.16331480403464,6893,29,4.43069949218517,20.7200490037484
"Colorado",2020-03-22,"08",591,116,9,6.3818160174061,6893,29,4.31998902126747,22.6098847128712
"Colorado",2020-03-23,"08",721,130,10,6.58063913728495,6893,29,4.22520153430305,23.7936709397088
"Colorado",2020-03-24,"08",912,191,11,6.81563999007433,6893,29,4.2025567785078,23.9706533718875
"Colorado",2020-03-25,"08",1086,174,12,6.99025650049388,6893,29,4.31235503841672,22.6507240661972
"Colorado",2020-03-26,"08",1432,346,13,7.26682734752059,6893,29,4.37197545019365,22.1311707329938
"Colorado",2020-03-27,"08",1735,303,14,7.45876269238096,6893,29,4.42511447798343,21.664227458846
"Colorado",2020-03-28,"08",2061,326,15,7.63094658089046,6893,29,4.46577282739674,21.2672362788977
"Colorado",2020-03-29,"08",2315,254,16,7.74716496652033,6893,29,4.61349605945466,19.9953459329482
"Colorado",2020-03-30,"08",2628,313,17,7.8739783796045,6893,29,4.87117811263408,18.0462547643332
"Colorado",2020-03-31,"08",2990,362,18,8.00302866638473,6893,29,5.13459099983877,16.2179315570705
"Colorado",2020-04-01,"08",3346,356,19,8.11552088154677,6893,29,5.51223601709254,13.8487298171433
"Colorado",2020-04-02,"08",3728,382,20,8.22362717580548,6893,29,5.72781498563831,12.570020540895
"Colorado",2020-04-03,"08",4182,454,21,8.33854487998858,6893,29,5.85787619294423,11.8473636350248
"Colorado",2020-04-04,"08",4574,392,22,8.42814337458273,6893,29,5.93783447659237,11.4023811942004
"Colorado",2020-04-05,"08",4950,376,23,8.50714285556274,6893,29,6.08946457141614,10.6169530096875
"Colorado",2020-04-06,"08",5172,222,24,8.55101473989175,6893,29,6.33578587789701,9.39899416903653
"Colorado",2020-04-07,"08",5429,257,25,8.59951023390545,6893,29,6.60701825096549,8.12621843150979
"Colorado",2020-04-08,"08",5655,226,26,8.64029538855022,6893,29,6.91330572255275,6.76716682634638
"Colorado",2020-04-09,"08",6202,547,27,8.73262709966039,6893,29,7.08625288291184,6.06756451890416
"Colorado",2020-04-10,"08",6510,308,28,8.78109473520261,6893,29,7.17791904434238,5.7110829239767
"Colorado",2020-04-11,"08",6893,383,29,8.83826168288565,6893,29,7.19097571948766,5.66654763694793
"Connecticut",2020-03-19,"09",159,63,1,5.06890420222023,11510,24,NA,NA
"Connecticut",2020-03-20,"09",194,35,2,5.26785815906333,11510,24,NA,NA
"Connecticut",2020-03-21,"09",223,29,3,5.40717177146012,11510,24,NA,NA
"Connecticut",2020-03-22,"09",327,104,4,5.78996017089725,11510,24,NA,NA
"Connecticut",2020-03-23,"09",415,88,5,6.0282785202307,11510,24,NA,NA
"Connecticut",2020-03-24,"09",618,203,6,6.42648845745769,11510,24,NA,NA
"Connecticut",2020-03-25,"09",875,257,7,6.77422388635761,11510,24,4.6726512528165,28.7654514213266
"Connecticut",2020-03-26,"09",1012,137,8,6.91968384984741,11510,24,4.60086111848993,29.736105673956
"Connecticut",2020-03-27,"09",1291,279,9,7.16317239084664,11510,24,4.58555531054531,29.5478377935244
"Connecticut",2020-03-28,"09",1524,233,10,7.32909373624659,11510,24,4.78788990142315,26.3585136773916
