"Country","Date","fips","Cases","Cases_daily","time","Cases_log","Cases_sum","n","coef.intercept","Exp_rate"
"New Jersey",2020-03-29,"34",13386,2262,14,9.50196466366059,47437,24,5.78693953818379,26.9915244476475
"New Jersey",2020-03-30,"34",16636,3250,15,9.7193243008628,47437,24,5.90745130613909,25.8407725701681
"New Jersey",2020-03-31,"34",18696,2060,16,9.83606487621869,47437,24,6.21246370918776,23.2944160463431
"New Jersey",2020-04-01,"34",22255,3559,17,10.01032198145,47437,24,6.7584914383861,19.3839104256607
"New Jersey",2020-04-02,"34",25590,3335,18,10.1499569291538,47437,24,7.02701443185338,17.5530817385976
"New Jersey",2020-04-03,"34",29895,4305,19,10.305446521315,47437,24,7.23271071002661,16.2597897480611
"New Jersey",2020-04-04,"34",34124,4229,20,10.4377562280286,47437,24,7.38763042231134,15.3339685247984
"New Jersey",2020-04-05,"34",37505,3381,21,10.5322295364037,47437,24,7.61051387113547,14.0615105360987
"New Jersey",2020-04-06,"34",41090,3585,22,10.6235200618775,47437,24,7.76412732815626,13.1927855919951
"New Jersey",2020-04-07,"34",44416,3326,23,10.7013550438665,47437,24,8.07507770902389,11.5964588135198
"New Jersey",2020-04-08,"34",47437,3021,24,10.767157793898,47437,24,8.38060126861793,10.1042266899439
"New Mexico",2020-03-25,"35",112,12,1,4.71849887129509,865,15,NA,NA
"New Mexico",2020-03-26,"35",136,24,2,4.91265488573605,865,15,NA,NA
"New Mexico",2020-03-27,"35",191,55,3,5.25227342804663,865,15,NA,NA
"New Mexico",2020-03-28,"35",208,17,4,5.33753807970132,865,15,NA,NA
"New Mexico",2020-03-29,"35",237,29,5,5.46806014113513,865,15,NA,NA
"New Mexico",2020-03-30,"35",281,44,6,5.63835466933375,865,15,NA,NA
"New Mexico",2020-03-31,"35",315,34,7,5.75257263882563,865,15,4.61579216159973,17.0335985102697
"New Mexico",2020-04-01,"35",363,48,8,5.89440283426485,865,15,4.70679044372461,15.166638774203
"New Mexico",2020-04-02,"35",403,40,9,5.99893656194668,865,15,4.84068446292534,12.993683601849
"New Mexico",2020-04-03,"35",495,92,10,6.20455776256869,865,15,4.77663108446464,13.9959287684155
"New Mexico",2020-04-04,"35",543,48,11,6.29710931993394,865,15,4.7888798051477,13.8068487356692
"New Mexico",2020-04-05,"35",624,81,12,6.43615036836943,865,15,4.81267136186873,13.5450549558125
"New Mexico",2020-04-06,"35",686,62,13,6.53087762772588,865,15,4.83187859019888,13.2735099746328
"New Mexico",2020-04-07,"35",794,108,14,6.67708346124714,865,15,4.85992103367359,13.0125593510929
"New Mexico",2020-04-08,"35",865,71,15,6.76272950693188,865,15,4.92812128405862,12.3935662146587
"New York",2020-03-08,"36",106,17,1,4.66343909411207,149401,32,NA,NA
"New York",2020-03-09,"36",142,36,2,4.95582705760126,149401,32,NA,NA
"New York",2020-03-10,"36",173,31,3,5.15329159449778,149401,32,NA,NA
"New York",2020-03-11,"36",217,44,4,5.37989735354046,149401,32,NA,NA
"New York",2020-03-12,"36",326,109,5,5.78689738136671,149401,32,NA,NA
"New York",2020-03-13,"36",421,95,6,6.04263283368238,149401,32,NA,NA
"New York",2020-03-14,"36",610,189,7,6.41345895716736,149401,32,4.334023906253,28.7759890292751
"New York",2020-03-15,"36",732,122,8,6.59578051396131,149401,32,4.31416035337367,28.9390377662901
"New York",2020-03-16,"36",950,218,9,6.85646198459459,149401,32,4.28238028834449,29.1708538104742
"New York",2020-03-17,"36",1374,424,10,7.22548147278229,149401,32,4.27140133132711,29.3893901587864
"New York",2020-03-18,"36",2382,1008,11,7.77569574991525,149401,32,4.1637454387035,31.339626468831
"New York",2020-03-19,"36",4152,1770,12,8.33134542484572,149401,32,3.74930774598337,36.5011154207386
"New York",2020-03-20,"36",7102,2950,13,8.86813171350303,149401,32,3.2400573109326,41.9799352003447
"New York",2020-03-21,"36",10356,3254,14,9.24532134087143,149401,32,2.70488528589918,46.7065210378953
"New York",2020-03-22,"36",15168,4812,15,9.6269432244948,149401,32,2.51410037894386,48.0127122123811
"New York",2020-03-23,"36",20875,5707,16,9.94630754971906,149401,32,2.78394884487821,45.6391039142682
"New York",2020-03-24,"36",25665,4790,17,10.1528834749944,149401,32,3.57508317177542,39.7153533427712
"New York",2020-03-25,"36",33066,7401,18,10.4062608431113,149401,32,4.42429408881259,33.9115570950968
"New York",2020-03-26,"36",38987,5921,19,10.5709835362105,149401,32,5.28447611292815,28.4156240110781
"New York",2020-03-27,"36",44635,5648,20,10.7062735836135,149401,32,6.00695547307904,24.0388951608922
"New York",2020-03-28,"36",53363,8728,21,10.8848729008982,149401,32,6.65590427158199,20.3993612793395
"New York",2020-03-29,"36",59568,6205,22,10.9948737961125,149401,32,7.19163237286882,17.5346083267501
"New York",2020-03-30,"36",67174,7606,23,11.1150415468824,149401,32,7.56332032143613,15.6342481655499
"New York",2020-03-31,"36",75832,8658,24,11.2362756461329,149401,32,7.94486978252814,13.8098594389552
"New York",2020-04-01,"36",83889,8057,25,11.3372497753974,149401,32,8.15803251400542,12.8177553163697
"New York",2020-04-02,"36",92770,8881,26,11.4378785906473,149401,32,8.3574121105703,11.9320379290012
"New York",2020-04-03,"36",102870,10100,27,11.5412213341251,149401,32,8.5834049838005,10.9902254188049
"New York",2020-04-04,"36",114996,12126,28,11.6526526241318,149401,32,8.62779636347413,10.8117821537773
"New York",2020-04-05,"36",122911,7915,29,11.7192157952104,149401,32,8.7884888034878,10.1758866418201
"New York",2020-04-06,"36",130703,7792,30,11.7806828526771,149401,32,9.01066638461497,9.32831318836889
"New York",2020-04-07,"36",140081,9378,31,11.8499761057121,149401,32,9.21520046361105,8.57779277174684
"New York",2020-04-08,"36",149401,9320,32,11.9143892450989,149401,32,9.44667806690223,7.76811333955028
"North Carolina",2020-03-19,"37",104,38,1,4.64439089914137,3423,21,NA,NA
"North Carolina",2020-03-20,"37",144,40,2,4.969813299576,3423,21,NA,NA
"North Carolina",2020-03-21,"37",184,40,3,5.21493575760899,3423,21,NA,NA
"North Carolina",2020-03-22,"37",269,85,4,5.59471137960184,3423,21,NA,NA
"North Carolina",2020-03-23,"37",303,34,5,5.71373280550937,3423,21,NA,NA
"North Carolina",2020-03-24,"37",399,96,6,5.98896141688986,3423,21,NA,NA
"North Carolina",2020-03-25,"37",563,164,7,6.33327962813969,3423,21,4.40800938813486,27.1562838197253
"North Carolina",2020-03-26,"37",638,75,8,6.45833828334479,3423,21,4.4861616655144,25.3446883201993
"North Carolina",2020-03-27,"37",783,145,9,6.6631326959908,3423,21,4.56142925702755,23.8978265902203
"North Carolina",2020-03-28,"37",972,189,10,6.87935580446044,3423,21,4.67754566434972,22.2218211499771
"North Carolina",2020-03-29,"37",1167,195,11,7.06219163228656,3423,21,4.68385080285341,21.9857797261565
"North Carolina",2020-03-30,"37",1304,137,12,7.1731917424866,3423,21,4.90535758066423,19.3983303792843
"North Carolina",2020-03-31,"37",1528,224,13,7.33171496972647,3423,21,5.12014643686944,17.2288281404989
"North Carolina",2020-04-01,"37",1582,54,14,7.3664451483276,3423,21,5.27960532934242,15.5547181444497
"North Carolina",2020-04-02,"37",1857,275,15,7.52671756135271,3423,21,5.49991138440733,13.6944879330712
"North Carolina",2020-04-03,"37",2093,236,16,7.646353722446,3423,21,5.69432125325913,12.2260679211785
"North Carolina",2020-04-04,"37",2402,309,17,7.78405700263993,3423,21,5.75949178002111,11.8104380807327
"North Carolina",2020-04-05,"37",2585,183,18,7.85748078694253,3423,21,5.79221239771394,11.5623563332612
"North Carolina",2020-04-06,"37",2870,285,19,7.96206730875367,3423,21,5.85042365111345,11.1802419128525
"North Carolina",2020-04-07,"37",3220,350,20,8.07713663853845,3423,21,5.79445411311343,11.4782179640394
"North Carolina",2020-04-08,"37",3423,203,21,8.13827263853019,3423,21,6.00828564213765,10.2651477493968
"North Dakota",2020-03-30,"38",109,11,1,4.69134788222914,251,10,NA,NA
"North Dakota",2020-03-31,"38",126,17,2,4.83628190695148,251,10,NA,NA
"North Dakota",2020-04-01,"38",147,21,3,4.99043258677874,251,10,NA,NA
"North Dakota",2020-04-02,"38",159,12,4,5.06890420222023,251,10,NA,NA
"North Dakota",2020-04-03,"38",173,14,5,5.15329159449778,251,10,NA,NA
"North Dakota",2020-04-04,"38",186,13,6,5.2257466737132,251,10,NA,NA
"North Dakota",2020-04-05,"38",207,21,7,5.33271879326537,251,10,4.63326033790068,10.2353616941113
"North Dakota",2020-04-06,"38",225,18,8,5.41610040220442,251,10,4.68534117097855,9.21739417937526
"North Dakota",2020-04-07,"38",237,12,9,5.46806014113513,251,10,4.74217157158673,8.23822236358986
"North Dakota",2020-04-08,"38",251,14,10,5.52545293913178,251,10,4.76551213418455,7.81977511607353
"Ohio",2020-03-19,"39",120,30,1,4.78749174278205,5148,21,NA,NA
"Ohio",2020-03-20,"39",169,49,2,5.12989871492307,5148,21,NA,NA
"Ohio",2020-03-21,"39",247,78,3,5.50938833662798,5148,21,NA,NA
"Ohio",2020-03-22,"39",351,104,4,5.86078622346587,5148,21,NA,NA
"Ohio",2020-03-23,"39",444,93,5,6.09582456243222,5148,21,NA,NA
"Ohio",2020-03-24,"39",564,120,6,6.33505425149806,5148,21,NA,NA
"Ohio",2020-03-25,"39",706,142,7,6.55961523749324,5148,21,4.56642018373353,29.6897063681708
"Ohio",2020-03-26,"39",867,161,8,6.76503897678054,5148,21,4.70077543343601,26.7147950547684
"Ohio",2020-03-27,"39",1144,277,9,7.04228617193974,5148,21,4.83735846125702,24.5392488843774
"Ohio",2020-03-28,"39",1406,262,10,7.24850407237061,5148,21,4.93664312667281,23.164505325042
"Ohio",2020-03-29,"39",1665,259,11,7.41758040241454,5148,21,4.98774678323598,22.4101360576377
"Ohio",2020-03-30,"39",1933,268,12,7.56682847920833,5148,21,5.0959702639196,21.052564673441
"Ohio",2020-03-31,"39",2199,266,13,7.69575799055476,5148,21,5.26105108492492,19.2403624804105
"Ohio",2020-04-01,"39",2547,348,14,7.84267147497946,5148,21,5.45981604813151,17.3505912095161
"Ohio",2020-04-02,"39",2902,355,15,7.97315543344413,5148,21,5.71563192732832,15.2111434923968
"Ohio",2020-04-03,"39",3312,410,16,8.10530751550515,5148,21,5.85546347999524,14.1335835258355
"Ohio",2020-04-04,"39",3739,427,17,8.22657347497711,5148,21,5.94188617214085,13.5047669041812
"Ohio",2020-04-05,"39",4043,304,18,8.30474226964077,5148,21,6.0639293158294,12.6357442166704
"Ohio",2020-04-06,"39",4450,407,19,8.40065937516029,5148,21,6.19711605651043,11.7580849452578
"Ohio",2020-04-07,"39",4782,332,20,8.47261414801827,5148,21,6.40179620011666,10.5152523453013
"Ohio",2020-04-08,"39",5148,366,21,8.54636356871602,5148,21,6.60027995940698,9.38686989651815
"Oklahoma",2020-03-24,"40",106,25,1,4.66343909411207,1524,16,NA,NA
"Oklahoma",2020-03-25,"40",164,58,2,5.0998664278242,1524,16,NA,NA
"Oklahoma",2020-03-26,"40",248,84,3,5.51342874616498,1524,16,NA,NA
"Oklahoma",2020-03-27,"40",322,74,4,5.77455154554441,1524,16,NA,NA
"Oklahoma",2020-03-28,"40",377,55,5,5.93224518744801,1524,16,NA,NA
"Oklahoma",2020-03-29,"40",429,52,6,6.06145691892802,1524,16,NA,NA
"Oklahoma",2020-03-30,"40",481,52,7,6.17586727010576,1524,16,4.62022474837939,24.5688641123991
"Oklahoma",2020-03-31,"40",566,85,8,6.33859407820318,1524,16,4.89086477981656,19.028447758579
"Oklahoma",2020-04-01,"40",719,153,9,6.57786135772105,1524,16,5.07521394716431,16.3035892237268
"Oklahoma",2020-04-02,"40",879,160,10,6.77878489768518,1524,16,5.08892707602992,16.3609627008698
"Oklahoma",2020-04-03,"40",988,109,11,6.89568269774787,1524,16,5.04379532225439,16.8820092001042
"Oklahoma",2020-04-04,"40",1159,171,12,7.05531284333975,1524,16,4.99220482938966,17.3621051714336
"Oklahoma",2020-04-05,"40",1252,93,13,7.13249755166004,1524,16,5.05738948700797,16.5041061248672
"Oklahoma",2020-04-06,"40",1327,75,14,7.19067603433221,1524,16,5.30411177220146,14.0787364354273
"Oklahoma",2020-04-07,"40",1472,145,15,7.29437729928882,1524,16,5.61353683229231,11.4648033996771
"Oklahoma",2020-04-08,"40",1524,52,16,7.32909373624659,1524,16,5.89706694336928,9.22742467770936
"Oregon",2020-03-20,"41",114,27,1,4.7361984483945,1239,20,NA,NA
"Oregon",2020-03-21,"41",137,23,2,4.91998092582813,1239,20,NA,NA
"Oregon",2020-03-22,"41",161,24,3,5.08140436498446,1239,20,NA,NA
"Oregon",2020-03-23,"41",191,30,4,5.25227342804663,1239,20,NA,NA
"Oregon",2020-03-24,"41",209,18,5,5.34233425196481,1239,20,NA,NA
"Oregon",2020-03-25,"41",266,57,6,5.5834963087817,1239,20,NA,NA
"Oregon",2020-03-26,"41",316,50,7,5.75574221358691,1239,20,4.57497685616034,16.594971244517
"Oregon",2020-03-27,"41",414,98,8,6.02586597382531,1239,20,4.53059361637193,17.8484061497555
"Oregon",2020-03-28,"41",479,65,9,6.17170059741091,1239,20,4.48079921613036,18.6838633944958
"Oregon",2020-03-29,"41",548,69,10,6.30627528694802,1239,20,4.46103559692062,18.7968140451428
"Oregon",2020-03-30,"41",606,58,11,6.40687998606931,1239,20,4.49742679052095,18.0541197945363
"Oregon",2020-03-31,"41",690,84,12,6.5366915975913,1239,20,4.68450611915024,15.8652525875584
"Oregon",2020-04-01,"41",736,46,13,6.60123011872888,1239,20,4.90302141358856,13.547479827201
"Oregon",2020-04-02,"41",826,90,14,6.71659477352098,1239,20,5.15295264501252,11.2916491155936
"Oregon",2020-04-03,"41",899,73,15,6.80128303447162,1239,20,5.26134944911117,10.3704872035271
"Oregon",2020-04-04,"41",999,100,16,6.90675477864855,1239,20,5.32467562793029,9.89338481369961
"Oregon",2020-04-05,"41",1068,69,17,6.97354301952014,1239,20,5.38605542640239,9.42917277932049
"Oregon",2020-04-06,"41",1132,64,18,7.03174125876313,1239,20,5.49901187398552,8.64262425080569
"Oregon",2020-04-07,"41",1181,49,19,7.07411681619736,1239,20,5.60291594401393,7.93290374263676
"Oregon",2020-04-08,"41",1239,58,20,7.12205988162914,1239,20,5.80087624988801,6.73946202818057
"Pennsylvania",2020-03-17,"42",101,20,1,4.61512051684126,16414,23,NA,NA
"Pennsylvania",2020-03-18,"42",139,38,2,4.93447393313069,16414,23,NA,NA
"Pennsylvania",2020-03-19,"42",187,48,3,5.23110861685459,16414,23,NA,NA
"Pennsylvania",2020-03-20,"42",269,82,4,5.59471137960184,16414,23,NA,NA
"Pennsylvania",2020-03-21,"42",388,119,5,5.96100533962327,16414,23,NA,NA
"Pennsylvania",2020-03-22,"42",504,116,6,6.22257626807137,16414,23,NA,NA
"Pennsylvania",2020-03-23,"42",644,140,7,6.46769872610435,16414,23,4.30897982282686,31.6565572158548
"Pennsylvania",2020-03-24,"42",851,207,8,6.74641212857337,16414,23,4.35527311076258,30.4887846189183
"Pennsylvania",2020-03-25,"42",1151,300,9,7.04838640872188,16414,23,4.41128663964452,29.5068866429501
"Pennsylvania",2020-03-26,"42",1690,539,10,7.43248380791712,16414,23,4.44320318746205,29.328268870161
"Pennsylvania",2020-03-27,"42",2218,528,11,7.70436116791031,16414,23,4.44596905036877,29.3948937398934
"Pennsylvania",2020-03-28,"42",2815,597,12,7.94271754057379,16414,23,4.40643431311865,29.7136442159391
"Pennsylvania",2020-03-29,"42",3441,626,13,8.14351740579748,16414,23,4.47078187570381,28.8430057938166
"Pennsylvania",2020-03-30,"42",4156,715,14,8.33230835221912,16414,23,4.69145424541629,26.6363728490897
"Pennsylvania",2020-03-31,"42",4997,841,15,8.51659301134421,16414,23,5.02715604162993,23.7265183369934
"Pennsylvania",2020-04-01,"42",5805,808,16,8.66647489413199,16414,23,5.4516237098759,20.414384846992
"Pennsylvania",2020-04-02,"42",7016,1211,17,8.85594853405202,16414,23,5.67116963817428,18.8405443253152
"Pennsylvania",2020-04-03,"42",8420,1404,18,9.03836510723637,16414,23,5.7962188180455,18.0213267800347
"Pennsylvania",2020-04-04,"42",10109,1689,19,9.22118139515406,16414,23,5.83379209952671,17.8016464314717
"Pennsylvania",2020-04-05,"42",11589,1480,20,9.35781165133439,16414,23,5.906283030525,17.3484888502497
"Pennsylvania",2020-04-06,"42",13074,1485,21,9.47838080417267,16414,23,6.04072021492295,16.5473919785437
"Pennsylvania",2020-04-07,"42",14582,1508,22,9.58754317036638,16414,23,6.23571499564229,15.4554139751517
"Pennsylvania",2020-04-08,"42",16414,1832,23,9.70588990818966,16414,23,6.53117461172111,13.9477844917555
"Puerto Rico",2020-03-29,"72",127,27,1,4.84418708645859,620,11,NA,NA
"Puerto Rico",2020-03-30,"72",174,47,2,5.15905529921453,620,11,NA,NA
"Puerto Rico",2020-03-31,"72",239,65,3,5.47646355193151,620,11,NA,NA
"Puerto Rico",2020-04-01,"72",286,47,4,5.65599181081985,620,11,NA,NA
"Puerto Rico",2020-04-02,"72",316,30,5,5.75574221358691,620,11,NA,NA
"Puerto Rico",2020-04-03,"72",378,62,6,5.93489419561959,620,11,NA,NA
"Puerto Rico",2020-04-04,"72",452,74,7,6.11368217983223,620,11,4.75722494326811,20.1408633378088
"Puerto Rico",2020-04-05,"72",475,23,8,6.16331480403464,620,11,4.93592805160176,16.3075648395055
"Puerto Rico",2020-04-06,"72",513,38,9,6.24027584517077,620,11,5.12061862177235,13.0857958299739
"Puerto Rico",2020-04-07,"72",573,60,10,6.35088571671474,620,11,5.21014142636582,11.7220342473837
"Puerto Rico",2020-04-08,"72",620,47,11,6.42971947803914,620,11,5.28964249017528,10.6446732174483
"Rhode Island",2020-03-23,"44",106,23,1,4.66343909411207,1450,17,NA,NA
"Rhode Island",2020-03-24,"44",124,18,2,4.82028156560504,1450,17,NA,NA
"Rhode Island",2020-03-25,"44",132,8,3,4.88280192258637,1450,17,NA,NA
"Rhode Island",2020-03-26,"44",165,33,4,5.10594547390058,1450,17,NA,NA
"Rhode Island",2020-03-27,"44",203,38,5,5.31320597904179,1450,17,NA,NA
"Rhode Island",2020-03-28,"44",239,36,6,5.47646355193151,1450,17,NA,NA
"Rhode Island",2020-03-29,"44",294,55,7,5.68357976733868,1450,17,4.44893247224683,17.1542501742436
"Rhode Island",2020-03-30,"44",408,114,8,6.01126717440416,1450,17,4.33746531319885,19.8036806926176
"Rhode Island",2020-03-31,"44",488,80,9,6.19031540585315,1450,17,4.21546325948567,21.7984201396585
"Rhode Island",2020-04-01,"44",566,78,10,6.33859407820318,1450,17,4.23459670355964,21.3820296035828
"Rhode Island",2020-04-02,"44",657,91,11,6.48768401848461,1450,17,4.28460690806921,20.551538604951
"Rhode Island",2020-04-03,"44",711,54,12,6.56667242980324,1450,17,4.43438740523998,18.5934358560931
"Rhode Island",2020-04-04,"44",806,95,13,6.69208374250663,1450,17,4.69799557060857,15.8346108890481
"Rhode Island",2020-04-05,"44",922,116,14,6.82654522355659,1450,17,5.00002526411566,13.1337470441583
"Rhode Island",2020-04-06,"44",1082,160,15,6.98656645940643,1450,17,5.05447083309255,12.7466256263881
"Rhode Island",2020-04-07,"44",1229,147,16,7.11395610956603,1450,17,5.05214283000696,12.7990134631627
"Rhode Island",2020-04-08,"44",1450,221,17,7.27931883541462,1450,17,4.9684265676406,13.4426947400551
"South Carolina",2020-03-20,"45",126,45,1,4.83628190695148,2552,20,NA,NA
"South Carolina",2020-03-21,"45",172,46,2,5.14749447681345,2552,20,NA,NA
"South Carolina",2020-03-22,"45",194,22,3,5.26785815906333,2552,20,NA,NA
"South Carolina",2020-03-23,"45",299,105,4,5.70044357339069,2552,20,NA,NA
"South Carolina",2020-03-24,"45",342,43,5,5.8348107370626,2552,20,NA,NA
"South Carolina",2020-03-25,"45",424,82,6,6.04973345523196,2552,20,NA,NA
"South Carolina",2020-03-26,"45",456,32,7,6.12249280951439,2552,20,4.67557883935755,22.2502258661608
"South Carolina",2020-03-27,"45",539,83,8,6.289715570909,2552,20,4.79371724295684,19.5900802322501
"South Carolina",2020-03-28,"45",660,121,9,6.49223983502047,2552,20,4.86403392816466,18.3548967691423
"South Carolina",2020-03-29,"45",774,114,10,6.65157187358973,2552,20,5.06094481905521,15.7436614721068
"South Carolina",2020-03-30,"45",925,151,11,6.82979373751242,2552,20,5.02194461309977,16.2799030841825
"South Carolina",2020-03-31,"45",1083,158,12,6.98749024700099,2552,20,5.01373547533074,16.3918876213711
"South Carolina",2020-04-01,"45",1293,210,13,7.16472037877186,2552,20,4.91265136374256,17.3563784373156
"South Carolina",2020-04-02,"45",1554,261,14,7.34858753092759,2552,20,4.91514385515215,17.3481976463208
"South Carolina",2020-04-03,"45",1700,146,15,7.43838353004431,2552,20,5.03008857283533,16.312103717881
"South Carolina",2020-04-04,"45",1917,217,16,7.55851674304564,2552,20,5.14385024849695,15.3539695619933
"South Carolina",2020-04-05,"45",2049,132,17,7.6251071482389,2552,20,5.3781145715925,13.5773441983614
"South Carolina",2020-04-06,"45",2232,183,18,7.7106533235012,2552,20,5.63681985349393,11.7863999305457
"South Carolina",2020-04-07,"45",2417,185,19,7.79028238070348,2552,20,5.92658374266945,9.95550431834536
"South Carolina",2020-04-08,"45",2552,135,20,7.84463264446468,2552,20,6.19340962939839,8.37167722280425
"South Dakota",2020-03-30,"46",101,11,1,4.61512051684126,393,10,NA,NA
"South Dakota",2020-03-31,"46",108,7,2,4.68213122712422,393,10,NA,NA
"South Dakota",2020-04-01,"46",129,21,3,4.85981240436167,393,10,NA,NA
"South Dakota",2020-04-02,"46",165,36,4,5.10594547390058,393,10,NA,NA
"South Dakota",2020-04-03,"46",187,22,5,5.23110861685459,393,10,NA,NA
"South Dakota",2020-04-04,"46",212,25,6,5.35658627467201,393,10,NA,NA
"South Dakota",2020-04-05,"46",240,28,7,5.48063892334199,393,10,4.43065455857223,15.4170054538953
"South Dakota",2020-04-06,"46",288,48,8,5.66296048013595,393,10,4.40510091474028,15.8385057063116
"South Dakota",2020-04-07,"46",320,32,9,5.76832099579377,393,10,4.47596343273984,14.6038789044801
"South Dakota",2020-04-08,"46",393,73,10,5.97380961186926,393,10,4.51524078091193,14.2299692044584
"Tennessee",2020-03-19,"47",155,57,1,5.04342511691925,4246,21,NA,NA
"Tennessee",2020-03-20,"47",237,82,2,5.46806014113513,4246,21,NA,NA
"Tennessee",2020-03-21,"47",312,75,3,5.74300318780948,4246,21,NA,NA
"Tennessee",2020-03-22,"47",424,112,4,6.04973345523196,4246,21,NA,NA
"Tennessee",2020-03-23,"47",522,98,5,6.25766758788264,4246,21,NA,NA
"Tennessee",2020-03-24,"47",679,157,6,6.5206211275587,4246,21,NA,NA
"Tennessee",2020-03-25,"47",806,127,7,6.69208374250663,4246,21,4.88697601562305,27.0205794631516
"Tennessee",2020-03-26,"47",981,175,8,6.88857245956536,4246,21,5.04735850434646,23.6806633464705
"Tennessee",2020-03-27,"47",1180,199,9,7.07326971745971,4246,21,5.15294437852175,21.7960491151482
"Tennessee",2020-03-28,"47",1364,184,10,7.21817683840341,4246,21,5.29532498320384,19.6588776452685
"Tennessee",2020-03-29,"47",1570,206,11,7.35883089834235,4246,21,5.40709253081078,18.1420976000774
"Tennessee",2020-03-30,"47",1721,151,12,7.45066079621154,4246,21,5.59749653757066,15.9043489159572
"Tennessee",2020-03-31,"47",2049,328,13,7.6251071482389,4246,21,5.68352591747119,15.0314573977565
"Tennessee",2020-04-01,"47",2690,641,14,7.89729647259588,4246,21,5.64507206715106,15.5797530659217
"Tennessee",2020-04-02,"47",2869,179,15,7.96171881598136,4246,21,5.67363889224196,15.3209386208803
"Tennessee",2020-04-03,"47",3032,163,16,8.01697774676226,4246,21,5.76716034959059,14.4600508454963
"Tennessee",2020-04-04,"47",3265,233,17,8.09101504171053,4246,21,5.93875913193189,13.0921357105302
"Tennessee",2020-04-05,"47",3538,273,18,8.17131687471973,4246,21,6.16622829054883,11.4766617736937
"Tennessee",2020-04-06,"47",3753,215,19,8.23031079913502,4246,21,6.57456442406897,8.90338565237581
"Tennessee",2020-04-07,"47",4010,257,20,8.29654652030061,4246,21,6.94796728747782,6.74740441921063
"Tennessee",2020-04-08,"47",4246,236,21,8.3537326422632,4246,21,6.95521170225893,6.69455279766685
"Texas",2020-03-17,"48",106,19,1,4.66343909411207,9900,23,NA,NA
"Texas",2020-03-18,"48",166,60,2,5.11198778835654,9900,23,NA,NA
"Texas",2020-03-19,"48",248,82,3,5.51342874616498,9900,23,NA,NA
"Texas",2020-03-20,"48",377,129,4,5.93224518744801,9900,23,NA,NA
"Texas",2020-03-21,"48",547,170,5,6.30444880242198,9900,23,NA,NA
"Texas",2020-03-22,"48",632,85,6,6.44888939414686,9900,23,NA,NA
"Texas",2020-03-23,"48",728,96,7,6.59030104819669,9900,23,4.47419013296509,33.0193183217553
"Texas",2020-03-24,"48",857,129,8,6.75343791859778,9900,23,4.73733069763934,27.1240685767356
"Texas",2020-03-25,"48",1119,262,9,7.02019070831193,9900,23,4.98430805907366,23.0304414089824
"Texas",2020-03-26,"48",1543,424,10,7.34148385236316,9900,23,5.13634819032542,21.2991011820581
"Texas",2020-03-27,"48",1942,399,11,7.57147364885127,9900,23,5.14255987731689,21.4862611279847
"Texas",2020-03-28,"48",2161,219,12,7.67832635650689,9900,23,5.05243191101809,22.2810786505523
"Texas",2020-03-29,"48",2712,551,13,7.90544164906029,9900,23,4.99920730493101,22.6660057819585
"Texas",2020-03-30,"48",3043,331,14,8.02059914989697,9900,23,5.14881086640839,21.1029574269215
"Texas",2020-03-31,"48",3576,533,15,8.18200013629341,9900,23,5.4552335519458,18.4915245686467
"Texas",2020-04-01,"48",4261,685,16,8.35725915349991,9900,23,5.7245665733567,16.4666131131593
"Texas",2020-04-02,"48",4880,619,17,8.49290049884719,9900,23,5.8303620548188,15.7096593971676
"Texas",2020-04-03,"48",5669,789,18,8.6427680143243,9900,23,5.82298713158145,15.7317952736751
"Texas",2020-04-04,"48",6566,897,19,8.78966009806154,9900,23,5.93700784947639,15.0281908514722
"Texas",2020-04-05,"48",7094,528,20,8.86700463533357,9900,23,6.02599991620107,14.4287330023945
"Texas",2020-04-06,"48",8115,1021,21,9.00146947994869,9900,23,6.1924426205707,13.4809235494554
"Texas",2020-04-07,"48",8974,859,22,9.10208678653593,9900,23,6.39183223221851,12.4137767225726
"Texas",2020-04-08,"48",9900,926,23,9.20029003612268,9900,23,6.54758597978422,11.6164840647745
"Utah",2020-03-20,"49",112,32,1,4.71849887129509,1875,20,NA,NA
"Utah",2020-03-21,"49",138,26,2,4.92725368515721,1875,20,NA,NA
"Utah",2020-03-22,"49",182,44,3,5.2040066870768,1875,20,NA,NA
"Utah",2020-03-23,"49",257,75,4,5.54907608489522,1875,20,NA,NA
"Utah",2020-03-24,"49",298,41,5,5.6970934865054,1875,20,NA,NA
"Utah",2020-03-25,"49",346,48,6,5.84643877505772,1875,20,NA,NA
"Utah",2020-03-26,"49",402,56,7,5.99645208861902,1875,20,4.539071863915,22.0189879685766
"Utah",2020-03-27,"49",480,78,8,6.17378610390194,1875,20,4.62382763919455,20.0780383910041
"Utah",2020-03-28,"49",608,128,9,6.41017488196617,1875,20,4.73230046726136,18.454582945697
"Utah",2020-03-29,"49",719,111,10,6.57786135772105,1875,20,4.82587391239156,17.2852354937258
"Utah",2020-03-30,"49",806,87,11,6.69208374250663,1875,20,4.81011614041757,17.3626383095624
"Utah",2020-03-31,"49",887,81,12,6.78784498230958,1875,20,4.87009118136355,16.4984185119639
"Utah",2020-04-01,"49",1012,125,13,6.91968384984741,1875,20,4.97979746489564,15.2847210751461
"Utah",2020-04-02,"49",1074,62,14,6.97914527506881,1875,20,5.21665896288994,13.0181395494702
