"Country","Date","fips","Cases","Cases_daily","time","Cases_log","Cases_sum","n","coef.intercept","Exp_rate"
"Iowa",2020-03-31,"19",498,74,9,6.21060007702465,1145,17,4.38893047407288,20.6564998157632
"Iowa",2020-04-01,"19",549,51,10,6.30809844150953,1145,17,4.51431366965791,18.6314535767639
"Iowa",2020-04-02,"19",614,65,11,6.41999492814714,1145,17,4.70982327490982,16.0597395324238
"Iowa",2020-04-03,"19",699,85,12,6.54965074223381,1145,17,4.85760323407096,14.3635867493952
"Iowa",2020-04-04,"19",786,87,13,6.66695679242921,1145,17,4.94646139860414,13.4241654375865
"Iowa",2020-04-05,"19",868,82,14,6.76619171466035,1145,17,5.12660210703365,11.7987161064949
"Iowa",2020-04-06,"19",946,78,15,6.85224256905188,1145,17,5.21564394358006,11.0288424523764
"Iowa",2020-04-07,"19",1048,102,16,6.95463886488099,1145,17,5.24294815696773,10.7880625869657
"Iowa",2020-04-08,"19",1145,97,17,7.04315991598834,1145,17,5.31802658262136,10.2312749480022
"Kansas",2020-03-25,"20",132,33,1,4.88280192258637,1055,15,NA,NA
"Kansas",2020-03-26,"20",171,39,2,5.14166355650266,1055,15,NA,NA
"Kansas",2020-03-27,"20",212,41,3,5.35658627467201,1055,15,NA,NA
"Kansas",2020-03-28,"20",271,59,4,5.6021188208797,1055,15,NA,NA
"Kansas",2020-03-29,"20",332,61,5,5.80513496891649,1055,15,NA,NA
"Kansas",2020-03-30,"20",373,41,6,5.92157841964382,1055,15,NA,NA
"Kansas",2020-03-31,"20",434,61,7,6.07304453410041,1055,15,4.74340317746179,19.9253794823889
"Kansas",2020-04-01,"20",488,54,8,6.19031540585315,1055,15,4.85250391406825,17.4940416631156
"Kansas",2020-04-02,"20",554,66,9,6.31716468674728,1055,15,4.96812659339684,15.450135611988
"Kansas",2020-04-03,"20",624,70,10,6.43615036836943,1055,15,5.10063540598786,13.5531823726433
"Kansas",2020-04-04,"20",701,77,11,6.55250788703459,1055,15,5.18073295168005,12.55493858733
"Kansas",2020-04-05,"20",763,62,12,6.63725803128446,1055,15,5.22663831437047,11.9707160832378
"Kansas",2020-04-06,"20",853,90,13,6.74875954749168,1055,15,5.29489524751023,11.2727624690134
"Kansas",2020-04-07,"20",905,52,14,6.80793494369993,1055,15,5.38113026801915,10.418414278372
"Kansas",2020-04-08,"20",1055,150,15,6.96129604591017,1055,15,5.40634669210247,10.2579103164527
"Kentucky",2020-03-22,"21",103,19,1,4.63472898822964,1393,18,NA,NA
"Kentucky",2020-03-23,"21",124,21,2,4.82028156560504,1393,18,NA,NA
"Kentucky",2020-03-24,"21",157,33,3,5.05624580534831,1393,18,NA,NA
"Kentucky",2020-03-25,"21",198,41,4,5.28826703069454,1393,18,NA,NA
"Kentucky",2020-03-26,"21",248,50,5,5.51342874616498,1393,18,NA,NA
"Kentucky",2020-03-27,"21",302,54,6,5.71042701737487,1393,18,NA,NA
"Kentucky",2020-03-28,"21",394,92,7,5.97635090929793,1393,18,4.39105577930772,22.365498598433
"Kentucky",2020-03-29,"21",439,45,8,6.08449941307517,1393,18,4.41153154518905,21.6250847749643
"Kentucky",2020-03-30,"21",480,41,9,6.17378610390194,1393,18,4.5272847557893,19.314313655554
"Kentucky",2020-03-31,"21",590,110,10,6.38012253689976,1393,18,4.63268041503955,17.7512629635354
"Kentucky",2020-04-01,"21",682,92,11,6.52502965784346,1393,18,4.74576949245423,16.3272463167473
"Kentucky",2020-04-02,"21",755,73,12,6.62671774924902,1393,18,4.87968065006163,14.7923314876362
"Kentucky",2020-04-03,"21",770,15,13,6.64639051484773,1393,18,5.1140570396812,12.3064251533523
"Kentucky",2020-04-04,"21",917,147,14,6.82110747225646,1393,18,5.12902512366651,12.1486721849455
"Kentucky",2020-04-05,"21",1048,131,15,6.95463886488099,1393,18,5.15573226684499,11.9496036094815
"Kentucky",2020-04-06,"21",1057,9,16,6.96318998587024,1393,18,5.40115181555249,10.0100374428354
"Kentucky",2020-04-07,"21",1289,232,17,7.16162200293919,1393,18,5.36861453470244,10.3248923520102
"Kentucky",2020-04-08,"21",1393,104,18,7.23921497377981,1393,18,5.30360602873065,10.7501327263894
"Louisiana",2020-03-15,"22",103,26,1,4.63472898822964,17030,25,NA,NA
"Louisiana",2020-03-16,"22",137,34,2,4.91998092582813,17030,25,NA,NA
"Louisiana",2020-03-17,"22",196,59,3,5.27811465923052,17030,25,NA,NA
"Louisiana",2020-03-18,"22",280,84,4,5.63478960316925,17030,25,NA,NA
"Louisiana",2020-03-19,"22",392,112,5,5.97126183979046,17030,25,NA,NA
"Louisiana",2020-03-20,"22",537,145,6,6.28599809450886,17030,25,NA,NA
"Louisiana",2020-03-21,"22",763,226,7,6.63725803128446,17030,25,4.2756233564222,33.6884594538782
"Louisiana",2020-03-22,"22",837,74,8,6.72982407048948,17030,25,4.35120662678739,31.4250881051127
"Louisiana",2020-03-23,"22",1172,335,9,7.06646697013696,17030,25,4.46743288290419,29.3611502101921
"Louisiana",2020-03-24,"22",1388,216,10,7.23561914106675,17030,25,4.64956418032936,26.5597316084504
"Louisiana",2020-03-25,"22",1795,407,11,7.49276030092238,17030,25,4.80475651678162,24.6176657691572
"Louisiana",2020-03-26,"22",2305,510,12,7.74283595543075,17030,25,4.9099011257782,23.5261185450671
"Louisiana",2020-03-27,"22",2746,441,13,7.91790058632792,17030,25,5.01243616302326,22.479445592137
"Louisiana",2020-03-28,"22",3315,569,14,8.10621290261996,17030,25,4.97981156190949,22.6401805112049
"Louisiana",2020-03-29,"22",3540,225,15,8.17188200612782,17030,25,5.32656558759698,19.5806175588734
"Louisiana",2020-03-30,"22",4025,485,16,8.30028018985266,17030,25,5.57025424206932,17.5557267998494
"Louisiana",2020-03-31,"22",5237,1212,17,8.56350409427949,17030,25,5.75164594215118,16.3610759596966
"Louisiana",2020-04-01,"22",6424,1187,18,8.7677962556266,17030,25,5.78140428232892,16.2862685847264
"Louisiana",2020-04-02,"22",9150,2726,19,9.12150915826957,17030,25,5.37808959330635,19.0200518213925
"Louisiana",2020-04-03,"22",10297,1147,20,9.23960786965675,17030,25,5.10874751056708,20.5962688255994
"Louisiana",2020-04-04,"22",12496,2199,21,9.43316387207947,17030,25,4.80078090705042,22.2160929337614
"Louisiana",2020-04-05,"22",13010,514,22,9.47347357150655,17030,25,5.09692232385144,20.4668261235421
"Louisiana",2020-04-06,"22",14867,1857,23,9.60689927061335,17030,25,5.70571138845353,17.332838837755
"Louisiana",2020-04-07,"22",16284,1417,24,9.69793830962287,17030,25,6.33803712037323,14.2681146018793
"Louisiana",2020-04-08,"22",17030,746,25,9.74273177365673,17030,25,7.15256730570761,10.5502290165273
"Maine",2020-03-23,"23",107,18,1,4.67282883446191,537,17,NA,NA
"Maine",2020-03-24,"23",118,11,2,4.77068462446567,537,17,NA,NA
"Maine",2020-03-25,"23",142,24,3,4.95582705760126,537,17,NA,NA
"Maine",2020-03-26,"23",155,13,4,5.04342511691925,537,17,NA,NA
"Maine",2020-03-27,"23",168,13,5,5.12396397940326,537,17,NA,NA
"Maine",2020-03-28,"23",211,43,6,5.35185813347607,537,17,NA,NA
"Maine",2020-03-29,"23",253,42,7,5.53338948872752,537,17,4.50568733320504,13.9720210807845
"Maine",2020-03-30,"23",275,22,8,5.61677109766657,537,17,4.48480683932064,14.292204637186
"Maine",2020-03-31,"23",303,28,9,5.71373280550937,537,17,4.51345937249835,13.6779811233687
"Maine",2020-04-01,"23",344,41,10,5.8406416573734,537,17,4.50151526614091,13.7003579920185
"Maine",2020-04-02,"23",376,32,11,5.92958914338989,537,17,4.56576779892475,12.767092344773
"Maine",2020-04-03,"23",432,56,12,6.06842558824411,537,17,4.70442434134022,11.3070436904847
"Maine",2020-04-04,"23",456,24,13,6.12249280951439,537,17,4.80126491241925,10.3088402907007
"Maine",2020-04-05,"23",470,14,14,6.1527326947041,537,17,4.87830239841716,9.47567403569054
"Maine",2020-04-06,"23",499,29,15,6.21260609575152,537,17,5.01415770856424,8.26323432682986
"Maine",2020-04-07,"23",519,20,16,6.25190388316589,537,17,5.20785384061728,6.72902745914542
"Maine",2020-04-08,"23",537,18,17,6.28599809450886,537,17,5.38310139374959,5.45105974799145
"Maryland",2020-03-19,"24",108,23,1,4.68213122712422,5529,21,NA,NA
"Maryland",2020-03-20,"24",150,42,2,5.01063529409626,5529,21,NA,NA
"Maryland",2020-03-21,"24",195,45,3,5.27299955856375,5529,21,NA,NA
"Maryland",2020-03-22,"24",245,50,4,5.50125821054473,5529,21,NA,NA
"Maryland",2020-03-23,"24",290,45,5,5.66988092298052,5529,21,NA,NA
"Maryland",2020-03-24,"24",349,59,6,5.85507192220243,5529,21,NA,NA
"Maryland",2020-03-25,"24",423,74,7,6.04737217904628,5529,21,4.55112454830898,22.0767052728403
"Maryland",2020-03-26,"24",581,158,8,6.36475075685191,5529,21,4.6094053097391,21.3032333603205
"Maryland",2020-03-27,"24",775,194,9,6.65286302935335,5529,21,4.57115663399565,22.3002384323176
"Maryland",2020-03-28,"24",1066,291,10,6.97166860472579,5529,21,4.43011938904471,24.5959793926369
"Maryland",2020-03-29,"24",1244,178,11,7.12608727329912,5529,21,4.32472687940574,25.7403688082486
"Maryland",2020-03-30,"24",1414,170,12,7.25417784645652,5529,21,4.37260622019517,24.8630921755066
"Maryland",2020-03-31,"24",1662,248,13,7.41577697541539,5529,21,4.56278066207036,22.7046171866512
"Maryland",2020-04-01,"24",1985,323,14,7.59337419312129,5529,21,4.8956611731286,19.622169438082
"Maryland",2020-04-02,"24",2331,346,15,7.75405263903576,5529,21,5.17971306250624,17.2738203855518
"Maryland",2020-04-03,"24",2758,427,16,7.92226105835325,5529,21,5.36927988051296,15.8818015679301
"Maryland",2020-04-04,"24",3125,367,17,8.0471895621705,5529,21,5.36868545839343,15.8491034072427
"Maryland",2020-04-05,"24",3609,484,18,8.19118600464279,5529,21,5.38110805061668,15.724058976075
"Maryland",2020-04-06,"24",4045,436,19,8.30523682949259,5529,21,5.51435954694203,14.8469289586048
"Maryland",2020-04-07,"24",4371,326,20,8.38274709486331,5529,21,5.75764946340785,13.3550429729618
"Maryland",2020-04-08,"24",5529,1158,21,8.61776224633793,5529,21,5.75068124353954,13.4648148651741
"Massachusetts",2020-03-12,"25",108,13,1,4.68213122712422,16790,28,NA,NA
"Massachusetts",2020-03-13,"25",123,15,2,4.81218435537242,16790,28,NA,NA
"Massachusetts",2020-03-14,"25",138,15,3,4.92725368515721,16790,28,NA,NA
"Massachusetts",2020-03-15,"25",164,26,4,5.0998664278242,16790,28,NA,NA
"Massachusetts",2020-03-16,"25",197,33,5,5.28320372873799,16790,28,NA,NA
"Massachusetts",2020-03-17,"25",218,21,6,5.38449506278909,16790,28,NA,NA
"Massachusetts",2020-03-18,"25",256,38,7,5.54517744447956,16790,28,4.52065740300065,14.6061075374291
"Massachusetts",2020-03-19,"25",328,72,8,5.79301360838414,16790,28,4.46664134599123,15.9391568308743
"Massachusetts",2020-03-20,"25",413,85,9,6.02344759296103,16790,28,4.37874040713197,17.6316064295463
"Massachusetts",2020-03-21,"25",525,112,10,6.26339826259162,16790,28,4.28261414509524,19.2128634940836
"Massachusetts",2020-03-22,"25",646,121,11,6.4707995037826,16790,28,4.16654392246933,20.7102281186442
"Massachusetts",2020-03-23,"25",777,131,12,6.65544035036765,16790,28,4.04760377076713,21.9088022698187
"Massachusetts",2020-03-24,"25",1159,382,13,7.05531284333975,16790,28,3.86429437535478,23.9378985406041
"Massachusetts",2020-03-25,"25",1838,679,14,7.51643330291563,16790,28,3.54375119514152,27.2358274004569
"Massachusetts",2020-03-26,"25",2417,579,15,7.79028238070348,16790,28,3.22883584090917,29.9681706551161
"Massachusetts",2020-03-27,"25",3240,823,16,8.08332860878638,16790,28,2.95940122590308,31.9991062320501
"Massachusetts",2020-03-28,"25",4257,1017,17,8.35631996582815,16790,28,2.79462013064875,33.0260980012065
"Massachusetts",2020-03-29,"25",4955,698,18,8.50815244676409,16790,28,3.03412114265241,31.1680208572745
"Massachusetts",2020-03-30,"25",5752,797,19,8.65730289940088,16790,28,3.79219261195977,26.2694501464464
"Massachusetts",2020-03-31,"25",6620,868,20,8.79785064893105,16790,28,4.59948905304283,21.43970326221
"Massachusetts",2020-04-01,"25",7738,1118,21,8.95389853526046,16790,28,5.09331369096798,18.6459838483322
"Massachusetts",2020-04-02,"25",8966,1228,22,9.10119492471538,16790,28,5.55719859397114,16.2087653172093
"Massachusetts",2020-04-03,"25",10402,1436,23,9.24975337433302,16790,28,5.82993838697845,14.8677886331314
"Massachusetts",2020-04-04,"25",11736,1334,24,9.37041631982282,16790,28,5.89208938769963,14.5537030172315
"Massachusetts",2020-04-05,"25",12500,764,25,9.43348392329039,16790,28,6.11878424812408,13.4626044733022
"Massachusetts",2020-04-06,"25",13837,1337,26,9.53510144266938,16790,28,6.3801239989749,12.2862305442225
"Massachusetts",2020-04-07,"25",15202,1365,27,9.62918227712599,16790,28,6.68695170492081,10.9906957516499
"Massachusetts",2020-04-08,"25",16790,1588,28,9.72853875007159,16790,28,6.93040442627096,10.0199085875039
"Michigan",2020-03-19,"26",334,254,1,5.8111409929767,20220,21,NA,NA
"Michigan",2020-03-20,"26",548,214,2,6.30627528694802,20220,21,NA,NA
"Michigan",2020-03-21,"26",787,239,3,6.6682282484174,20220,21,NA,NA
"Michigan",2020-03-22,"26",1033,246,4,6.94022246911964,20220,21,NA,NA
"Michigan",2020-03-23,"26",1324,291,5,7.18841273649695,20220,21,NA,NA
"Michigan",2020-03-24,"26",1791,467,6,7.49052940206071,20220,21,NA,NA
"Michigan",2020-03-25,"26",2294,503,7,7.73805229768932,20220,21,5.63906211446657,30.96223797301
"Michigan",2020-03-26,"26",2878,584,8,7.96485088744731,20220,21,5.81635271956441,27.3774351177957
"Michigan",2020-03-27,"26",3657,779,9,8.20439841814938,20220,21,5.91194058554503,25.7407389537273
"Michigan",2020-03-28,"26",4635,978,10,8.44139147799996,20220,21,5.95724398673308,25.0349995547586
"Michigan",2020-03-29,"26",5486,851,11,8.60995467149755,20220,21,6.05317110523722,23.6882002762155
"Michigan",2020-03-30,"26",6508,1022,12,8.78078746833893,20220,21,6.21784938070352,21.753998346442
"Michigan",2020-03-31,"26",7630,1122,13,8.9398431242785,20220,21,6.36746765830764,20.1528639103535
"Michigan",2020-04-01,"26",9293,1663,14,9.13701670755734,20220,21,6.48994141174556,19.0242245104546
"Michigan",2020-04-02,"26",10791,1498,15,9.28646773236373,20220,21,6.64254557665272,17.7405244804956
"Michigan",2020-04-03,"26",12670,1879,16,9.44699227331519,20220,21,6.75468082541966,16.8787776674875
"Michigan",2020-04-04,"26",14225,1555,17,9.56275625899453,20220,21,6.84039740064218,16.2051392161739
"Michigan",2020-04-05,"26",15635,1410,18,9.65726726989194,20220,21,7.01663945504379,14.9472901423178
"Michigan",2020-04-06,"26",17130,1495,19,9.74858659131817,20220,21,7.25812139257762,13.3679287586393
"Michigan",2020-04-07,"26",18852,1722,20,9.84437428804362,20220,21,7.54899613338864,11.6306623426588
"Michigan",2020-04-08,"26",20220,1368,21,9.91442749257446,20220,21,7.7958200736635,10.2302630086168
"Minnesota",2020-03-20,"27",115,26,1,4.74493212836325,1154,20,NA,NA
"Minnesota",2020-03-21,"27",138,23,2,4.92725368515721,1154,20,NA,NA
"Minnesota",2020-03-22,"27",171,33,3,5.14166355650266,1154,20,NA,NA
"Minnesota",2020-03-23,"27",235,64,4,5.45958551414416,1154,20,NA,NA
"Minnesota",2020-03-24,"27",262,27,5,5.5683445037611,1154,20,NA,NA
"Minnesota",2020-03-25,"27",287,25,6,5.65948221575962,1154,20,NA,NA
"Minnesota",2020-03-26,"27",346,59,7,5.84643877505772,1154,20,4.59314891859986,18.5559212448096
"Minnesota",2020-03-27,"27",398,52,8,5.98645200528444,1154,20,4.6579168045404,17.0965789253832
"Minnesota",2020-03-28,"27",441,43,9,6.08904487544685,1154,20,4.78429351862027,14.9070400371777
"Minnesota",2020-03-29,"27",504,63,10,6.22257626807137,1154,20,4.91879632383412,13.0619385524213
"Minnesota",2020-03-30,"27",576,72,11,6.35610766069589,1154,20,4.89489699320614,13.328870270775
"Minnesota",2020-03-31,"27",629,53,12,6.44413125670044,1154,20,4.9261517791462,12.8907469888777
"Minnesota",2020-04-01,"27",689,60,13,6.53524127101366,1154,20,5.05113145319974,11.6029599141031
"Minnesota",2020-04-02,"27",742,53,14,6.60934924316738,1154,20,5.14866342478548,10.6522839050412
"Minnesota",2020-04-03,"27",789,47,15,6.67076632084587,1154,20,5.26195502940297,9.63515677395314
"Minnesota",2020-04-04,"27",865,76,16,6.76272950693188,1154,20,5.3931668145063,8.6249822262444
"Minnesota",2020-04-05,"27",935,70,17,6.84054652928869,1154,20,5.48967689176952,7.95013627169101
"Minnesota",2020-04-06,"27",986,51,18,6.89365635460264,1154,20,5.5477568149959,7.5448788357898
"Minnesota",2020-04-07,"27",1069,83,19,6.97447891102505,1154,20,5.5803341044979,7.3432405405267
"Minnesota",2020-04-08,"27",1154,85,20,7.05098944706805,1154,20,5.57622965629605,7.3688308561825
"Mississippi",2020-03-21,"28",140,60,1,4.9416424226093,2003,19,NA,NA
"Mississippi",2020-03-22,"28",207,67,2,5.33271879326537,2003,19,NA,NA
"Mississippi",2020-03-23,"28",249,42,3,5.51745289646471,2003,19,NA,NA
"Mississippi",2020-03-24,"28",320,71,4,5.76832099579377,2003,19,NA,NA
"Mississippi",2020-03-25,"28",377,57,5,5.93224518744801,2003,19,NA,NA
"Mississippi",2020-03-26,"28",487,110,6,6.18826412308259,2003,19,NA,NA
"Mississippi",2020-03-27,"28",579,92,7,6.361302477573,2003,19,4.80815482581828,22.8030825553886
"Mississippi",2020-03-28,"28",669,90,8,6.50578406012823,2003,19,4.93893441730546,20.0958503217642
"Mississippi",2020-03-29,"28",759,90,9,6.63200177739563,2003,19,5.00484663221513,18.7415359342381
"Mississippi",2020-03-30,"28",848,89,10,6.7428806357919,2003,19,5.14422188465377,16.5739715604831
"Mississippi",2020-03-31,"28",937,89,11,6.84268328223842,2003,19,5.28323833206183,14.6830236057589
"Mississippi",2020-04-01,"28",1073,136,12,6.9782137426307,2003,19,5.459898464379,12.7489537272817
"Mississippi",2020-04-02,"28",1177,104,13,7.07072410726028,2003,19,5.5605822408206,11.7278777103914
"Mississippi",2020-04-03,"28",1358,181,14,7.21376830811864,2003,19,5.5835781442258,11.5597518233548
"Mississippi",2020-04-04,"28",1455,97,15,7.28276117960559,2003,19,5.62810712916079,11.1503370582329
"Mississippi",2020-04-05,"28",1638,183,16,7.40123126441302,2003,19,5.64104074575432,11.038436593163
"Mississippi",2020-04-06,"28",1738,100,17,7.46049030582534,2003,19,5.72280657667779,10.3981899523954
"Mississippi",2020-04-07,"28",1915,177,18,7.55747290161475,2003,19,5.83168052793655,9.65990296563091
"Mississippi",2020-04-08,"28",2003,88,19,7.60240133566582,2003,19,5.96402420125559,8.78632142295921
"Missouri",2020-03-22,"29",130,37,1,4.86753445045558,3327,18,NA,NA
"Missouri",2020-03-23,"29",183,53,2,5.20948615284142,3327,18,NA,NA
"Missouri",2020-03-24,"29",255,72,3,5.54126354515843,3327,18,NA,NA
"Missouri",2020-03-25,"29",377,122,4,5.93224518744801,3327,18,NA,NA
"Missouri",2020-03-26,"29",507,130,5,6.22851100359118,3327,18,NA,NA
"Missouri",2020-03-27,"29",671,164,6,6.50876913697168,3327,18,NA,NA
"Missouri",2020-03-28,"29",838,167,7,6.73101810048208,3327,18,4.59179474288223,31.7009442027599
"Missouri",2020-03-29,"29",903,65,8,6.80572255341699,3327,18,4.75372683607681,27.6597937924917
"Missouri",2020-03-30,"29",1050,147,9,6.95654544315157,3327,18,4.99444481228678,23.1975268671725
"Missouri",2020-03-31,"29",1351,301,10,7.2086003379602,3327,18,5.22896545794173,19.9360276682237
"Missouri",2020-04-01,"29",1581,230,11,7.36581283720947,3327,18,5.39011270311148,17.9896258767907
"Missouri",2020-04-02,"29",1834,253,12,7.51425465281641,3327,18,5.50580635708014,16.7461564483293
"Missouri",2020-04-03,"29",2113,279,13,7.65586401761606,3327,18,5.53366351171515,16.4316762294953
"Missouri",2020-04-04,"29",2291,178,14,7.7367436824535,3327,18,5.55368824066624,16.0619816103383
"Missouri",2020-04-05,"29",2367,76,15,7.76937860951398,3327,18,5.83609821075427,13.5172763160015
"Missouri",2020-04-06,"29",2722,355,16,7.90912218321141,3327,18,6.14048878046883,11.1828075357134
"Missouri",2020-04-07,"29",3037,315,17,8.01862546504575,3327,18,6.27912786731113,10.2203126292742
"Missouri",2020-04-08,"29",3327,290,18,8.10982627601848,3327,18,6.37807198458392,9.58791523294112
"Montana",2020-03-27,"30",121,31,1,4.79579054559674,332,13,NA,NA
"Montana",2020-03-28,"30",147,26,2,4.99043258677874,332,13,NA,NA
"Montana",2020-03-29,"30",161,14,3,5.08140436498446,332,13,NA,NA
"Montana",2020-03-30,"30",177,16,4,5.17614973257383,332,13,NA,NA
"Montana",2020-03-31,"30",198,21,5,5.28826703069454,332,13,NA,NA
"Montana",2020-04-01,"30",217,19,6,5.37989735354046,332,13,NA,NA
"Montana",2020-04-02,"30",241,24,7,5.48479693349065,332,13,4.73484674067774,10.9028977246974
"Montana",2020-04-03,"30",262,21,8,5.5683445037611,332,13,4.79127955280945,9.80095896045037
"Montana",2020-04-04,"30",281,19,9,5.63835466933375,332,13,4.80565129300729,9.47060842220894
"Montana",2020-04-05,"30",298,17,10,5.6970934865054,332,13,4.84897996480508,8.75519174747783
"Montana",2020-04-06,"30",319,21,11,5.76519110278484,332,13,4.9120715205747,7.92400792158541
"Montana",2020-04-07,"30",319,0,12,5.76519110278484,332,13,5.02095391025756,6.59078060380661
"Montana",2020-04-08,"30",332,13,13,5.80513496891649,332,13,5.14574963187669,5.29122763491464
"Nebraska",2020-03-28,"31",122,22,1,4.80402104473326,538,12,NA,NA
"Nebraska",2020-03-29,"31",137,15,2,4.91998092582813,538,12,NA,NA
"Nebraska",2020-03-30,"31",185,48,3,5.22035582507832,538,12,NA,NA
"Nebraska",2020-03-31,"31",193,8,4,5.26269018890489,538,12,NA,NA
"Nebraska",2020-04-01,"31",249,56,5,5.51745289646471,538,12,NA,NA
"Nebraska",2020-04-02,"31",273,24,6,5.60947179518496,538,12,NA,NA
"Nebraska",2020-04-03,"31",296,23,7,5.69035945432406,538,12,4.66989115594941,15.4824787102588
"Nebraska",2020-04-04,"31",339,43,8,5.82600010738045,538,12,4.72003616876855,14.3030228908162
"Nebraska",2020-04-05,"31",377,38,9,5.93224518744801,538,12,4.8436833902723,12.2685517211412
"Nebraska",2020-04-06,"31",438,61,10,6.08221891037645,538,12,4.82674502679631,12.51678235206
"Nebraska",2020-04-07,"31",490,52,11,6.19440539110467,538,12,4.91652554963281,11.4937051693815
"Nebraska",2020-04-08,"31",538,48,12,6.28785856016178,538,12,4.88553567430472,11.7838248981704
"Nevada",2020-03-20,"32",165,66,1,5.10594547390058,2318,20,NA,NA
"Nevada",2020-03-21,"32",165,0,2,5.10594547390058,2318,20,NA,NA
"Nevada",2020-03-22,"32",190,25,3,5.24702407216049,2318,20,NA,NA
"Nevada",2020-03-23,"32",265,75,4,5.57972982598622,2318,20,NA,NA
"Nevada",2020-03-24,"32",315,50,5,5.75257263882563,2318,20,NA,NA
"Nevada",2020-03-25,"32",405,90,6,6.00388706710654,2318,20,NA,NA
"Nevada",2020-03-26,"32",535,130,7,6.28226674689601,2318,20,4.74956796095896,20.8228413287977
"Nevada",2020-03-27,"32",621,86,8,6.43133108193348,2318,20,4.61632251977805,23.1099979096073
"Nevada",2020-03-28,"32",738,117,9,6.60394382460047,2318,20,4.63503877736879,22.5130567045888
"Nevada",2020-03-29,"32",920,182,10,6.82437367004309,2318,20,4.74512835684768,20.9432782805258
"Nevada",2020-03-30,"32",1044,124,11,6.95081476844258,2318,20,4.81920520757014,19.8477738301015
"Nevada",2020-03-31,"32",1113,69,12,7.01481435127554,2318,20,5.05640863170724,17.0104302989636
"Nevada",2020-04-01,"32",1279,166,13,7.15383380157884,2318,20,5.27714737547616,14.7447808806242
"Nevada",2020-04-02,"32",1458,179,14,7.2848209125686,2318,20,5.3820763658475,13.7524647396235
"Nevada",2020-04-03,"32",1549,91,15,7.34536484041687,2318,20,5.59049092457379,11.9577734487017
"Nevada",2020-04-04,"32",1758,209,16,7.47193207824512,2318,20,5.75573759293793,10.7206497494562
"Nevada",2020-04-05,"32",1880,122,17,7.539027055824,2318,20,5.81631372373237,10.2514405532908
"Nevada",2020-04-06,"32",1971,91,18,7.58629630715272,2318,20,5.91090015218827,9.54265550642268
"Nevada",2020-04-07,"32",2101,130,19,7.650168700845,2318,20,6.12699612673369,8.16292036562085
"Nevada",2020-04-08,"32",2318,217,20,7.7484600238997,2318,20,6.23397006614058,7.5531760134184
"New Hampshire",2020-03-23,"33",101,23,1,4.61512051684126,788,17,NA,NA
"New Hampshire",2020-03-24,"33",108,7,2,4.68213122712422,788,17,NA,NA
"New Hampshire",2020-03-25,"33",137,29,3,4.91998092582813,788,17,NA,NA
"New Hampshire",2020-03-26,"33",158,21,4,5.06259503302697,788,17,NA,NA
"New Hampshire",2020-03-27,"33",187,29,5,5.23110861685459,788,17,NA,NA
"New Hampshire",2020-03-28,"33",214,27,6,5.36597601502185,788,17,NA,NA
"New Hampshire",2020-03-29,"33",258,44,7,5.55295958492162,788,17,4.41964820693655,16.0440516823672
"New Hampshire",2020-03-30,"33",314,56,8,5.74939298590825,788,17,4.37146284543117,17.0397270590499
"New Hampshire",2020-03-31,"33",367,53,9,5.90536184805457,788,17,4.40142722126465,16.6128201446748
"New Hampshire",2020-04-01,"33",415,48,10,6.0282785202307,788,17,4.39928118399254,16.5320496246342
"New Hampshire",2020-04-02,"33",479,64,11,6.17170059741091,788,17,4.42960167685189,16.0670829114987
"New Hampshire",2020-04-03,"33",540,61,12,6.29156913955832,788,17,4.48652258457967,15.3326676175373
"New Hampshire",2020-04-04,"33",621,81,13,6.43133108193348,788,17,4.59515426982681,14.2350198131859
"New Hampshire",2020-04-05,"33",669,48,14,6.50578406012823,788,17,4.74661598306067,12.8014368205192
"New Hampshire",2020-04-06,"33",715,46,15,6.57228254269401,788,17,4.89429954932892,11.4835844579855
"New Hampshire",2020-04-07,"33",747,32,16,6.61606518513282,788,17,5.08373000115721,9.92406716372309
"New Hampshire",2020-04-08,"33",788,41,17,6.66949808985788,788,17,5.32379351347702,8.15477153303723
"New Jersey",2020-03-16,"34",176,78,1,5.17048399503815,47437,24,NA,NA
"New Jersey",2020-03-17,"34",268,92,2,5.59098698051086,47437,24,NA,NA
"New Jersey",2020-03-18,"34",427,159,3,6.05678401322862,47437,24,NA,NA
"New Jersey",2020-03-19,"34",735,308,4,6.59987049921284,47437,24,NA,NA
"New Jersey",2020-03-20,"34",896,161,5,6.79794041297493,47437,24,NA,NA
"New Jersey",2020-03-21,"34",1336,440,6,7.19743535409659,47437,24,NA,NA
"New Jersey",2020-03-22,"34",1914,578,7,7.5569505720129,47437,24,4.8367141356047,39.6909031351501
"New Jersey",2020-03-23,"34",2844,930,8,7.95296679092313,47437,24,4.91401969547835,38.1565621560326
"New Jersey",2020-03-24,"34",3675,831,9,8.20930841164694,47437,24,5.06958459250367,35.4384854918339
"New Jersey",2020-03-25,"34",4402,727,10,8.38981426208641,47437,24,5.292159076867,31.9574954385403
"New Jersey",2020-03-26,"34",6876,2474,11,8.83579236650274,47437,24,5.23412359112135,32.6809697007039
"New Jersey",2020-03-27,"34",8825,1949,12,9.0853438818015,47437,24,5.39236202739149,30.9223451544917
"New Jersey",2020-03-28,"34",11124,2299,13,9.31686021535386,47437,24,5.55994554767699,29.1820252379836
