"State","Date","fips","Cases","Cases_daily","time","Cases_log","Cases_sum","n","coef.intercept","Exp_rate"
"Alabama",2020-03-20,"01",106,28,1,4.66343909411207,12086,60,NA,NA
"Alabama",2020-03-21,"01",131,25,2,4.87519732320115,12086,60,NA,NA
"Alabama",2020-03-22,"01",157,26,3,5.05624580534831,12086,60,NA,NA
"Alabama",2020-03-23,"01",196,39,4,5.27811465923052,12086,60,NA,NA
"Alabama",2020-03-24,"01",242,46,5,5.48893772615669,12086,60,NA,NA
"Alabama",2020-03-25,"01",386,144,6,5.95583736946483,12086,60,NA,NA
"Alabama",2020-03-26,"01",538,152,7,6.28785856016178,12086,60,4.30548573231292,26.6686800410175
"Alabama",2020-03-27,"01",639,101,8,6.45990445437753,12086,60,4.21903698302897,28.1966771906801
"Alabama",2020-03-28,"01",720,81,9,6.5792512120101,12086,60,4.21555354576043,27.6125594438733
"Alabama",2020-03-29,"01",830,110,10,6.72142570079064,12086,60,4.35653315927389,25.052239933214
"Alabama",2020-03-30,"01",947,117,11,6.85329909318608,12086,60,4.64502961213877,21.1273336271004
"Alabama",2020-03-31,"01",999,52,12,6.90675477864855,12086,60,5.17324763623008,15.1612662143317
"Alabama",2020-04-01,"01",1106,107,13,7.00850518208228,12086,60,5.49896828465117,11.8917442695697
"Alabama",2020-04-02,"01",1270,164,14,7.14677217945264,12086,60,5.59124315273886,11.0872864043842
"Alabama",2020-04-03,"01",1535,265,15,7.3362856600213,12086,60,5.53161237649003,11.7035799651921
"Alabama",2020-04-04,"01",1632,97,16,7.39756153552405,12086,60,5.55125864343036,11.5514215666956
"Alabama",2020-04-05,"01",1840,208,17,7.51752085060303,12086,60,5.51564169367498,11.7930687997888
"Alabama",2020-04-06,"01",2005,165,18,7.60339933974067,12086,60,5.47449580208753,11.9955513442474
"Alabama",2020-04-07,"01",2197,192,19,7.69484807238461,12086,60,5.58440287022134,11.2625649359457
"Alabama",2020-04-08,"01",2498,301,20,7.82324569068552,12086,60,5.71028641245482,10.544225580864
"Alabama",2020-04-09,"01",2838,340,21,7.95085485771999,12086,60,5.7711288490395,10.2585825900021
"Alabama",2020-04-10,"01",3008,170,22,8.00903068506973,12086,60,5.73172605944322,10.4318636207707
"Alabama",2020-04-11,"01",3262,254,23,8.09009578318096,12086,60,5.82343198724972,9.94640812045463
"Alabama",2020-04-12,"01",3583,321,24,8.18395571730495,12086,60,5.86945643079574,9.70696267382061
"Alabama",2020-04-13,"01",3805,222,25,8.24407127029579,12086,60,6.02861198975114,8.95832347297633
"Alabama",2020-04-14,"01",3953,148,26,8.28223006329669,12086,60,6.3268851371481,7.6368249115012
"Alabama",2020-04-15,"01",4241,288,27,8.35255436947459,12086,60,6.52570801047819,6.805259924402
"Alabama",2020-04-16,"01",4404,163,28,8.39026849784257,12086,60,6.64415005797938,6.31037484606262
"Alabama",2020-04-17,"01",4572,168,29,8.4277060249147,12086,60,6.85718224583585,5.47835494805456
"Alabama",2020-04-18,"01",4723,151,30,8.46019946989612,12086,60,7.07696011464486,4.65728286270441
"Alabama",2020-04-19,"01",4903,180,31,8.49760254165123,12086,60,7.18754889406206,4.25601529537616
"Alabama",2020-04-20,"01",5078,175,32,8.53267276226462,12086,60,7.2694152832626,3.96912647610952
"Alabama",2020-04-21,"01",5327,249,33,8.580543506917,12086,60,7.35021481980739,3.70954449252814
"Alabama",2020-04-22,"01",5610,283,34,8.63230599851674,12086,60,7.28046827491955,3.94378842284152
"Alabama",2020-04-23,"01",5832,222,35,8.67111527368849,12086,60,7.22044163246024,4.13350631724429
"Alabama",2020-04-24,"01",6026,194,36,8.70383871969025,12086,60,7.19475322321783,4.20563017753231
"Alabama",2020-04-25,"01",6213,187,37,8.73439915006369,12086,60,7.2334975920687,4.08319109592906
"Alabama",2020-04-26,"01",6421,208,38,8.76732914779405,12086,60,7.30629848192172,3.86861844305421
"Alabama",2020-04-27,"01",6539,118,39,8.78553952756128,12086,60,7.4771724560668,3.38685084593806
"Alabama",2020-04-28,"01",6750,211,40,8.81729778386658,12086,60,7.61059548587377,3.02612247106743
"Alabama",2020-04-29,"01",6925,175,41,8.84289333105554,12086,60,7.68359749902598,2.83354527839776
"Alabama",2020-04-30,"01",7068,143,42,8.86333283343959,12086,60,7.74951384789348,2.66228335465809
