"State","Date","fips","Cases","Cases_daily","time","Cases_log","Cases_sum","n","coef.intercept","Exp_rate"
"Alabama",2020-03-20,"01",106,28,1,4.66343909411207,13414,63,NA,NA
"Alabama",2020-03-21,"01",131,25,2,4.87519732320115,13414,63,NA,NA
"Alabama",2020-03-22,"01",157,26,3,5.05624580534831,13414,63,NA,NA
"Alabama",2020-03-23,"01",196,39,4,5.27811465923052,13414,63,NA,NA
"Alabama",2020-03-24,"01",242,46,5,5.48893772615669,13414,63,NA,NA
"Alabama",2020-03-25,"01",386,144,6,5.95583736946483,13414,63,NA,NA
"Alabama",2020-03-26,"01",538,152,7,6.28785856016178,13414,63,4.30548573231292,26.6686800410175
"Alabama",2020-03-27,"01",639,101,8,6.45990445437753,13414,63,4.21903698302897,28.1966771906801
"Alabama",2020-03-28,"01",720,81,9,6.5792512120101,13414,63,4.21555354576043,27.6125594438733
"Alabama",2020-03-29,"01",830,110,10,6.72142570079064,13414,63,4.35653315927389,25.052239933214
"Alabama",2020-03-30,"01",947,117,11,6.85329909318608,13414,63,4.64502961213877,21.1273336271004
"Alabama",2020-03-31,"01",999,52,12,6.90675477864855,13414,63,5.17324763623008,15.1612662143317
"Alabama",2020-04-01,"01",1106,107,13,7.00850518208228,13414,63,5.49896828465117,11.8917442695697
"Alabama",2020-04-02,"01",1270,164,14,7.14677217945264,13414,63,5.59124315273886,11.0872864043842
"Alabama",2020-04-03,"01",1535,265,15,7.3362856600213,13414,63,5.53161237649003,11.7035799651921
"Alabama",2020-04-04,"01",1632,97,16,7.39756153552405,13414,63,5.55125864343036,11.5514215666956
"Alabama",2020-04-05,"01",1840,208,17,7.51752085060303,13414,63,5.51564169367498,11.7930687997888
"Alabama",2020-04-06,"01",2005,165,18,7.60339933974067,13414,63,5.47449580208753,11.9955513442474
"Alabama",2020-04-07,"01",2197,192,19,7.69484807238461,13414,63,5.58440287022134,11.2625649359457
"Alabama",2020-04-08,"01",2498,301,20,7.82324569068552,13414,63,5.71028641245482,10.544225580864
"Alabama",2020-04-09,"01",2838,340,21,7.95085485771999,13414,63,5.7711288490395,10.2585825900021
"Alabama",2020-04-10,"01",3008,170,22,8.00903068506973,13414,63,5.73172605944322,10.4318636207707
"Alabama",2020-04-11,"01",3262,254,23,8.09009578318096,13414,63,5.82343198724972,9.94640812045463
"Alabama",2020-04-12,"01",3583,321,24,8.18395571730495,13414,63,5.86945643079574,9.70696267382061
"Alabama",2020-04-13,"01",3805,222,25,8.24407127029579,13414,63,6.02861198975114,8.95832347297633
"Alabama",2020-04-14,"01",3953,148,26,8.28223006329669,13414,63,6.3268851371481,7.6368249115012
"Alabama",2020-04-15,"01",4241,288,27,8.35255436947459,13414,63,6.52570801047819,6.805259924402
"Alabama",2020-04-16,"01",4404,163,28,8.39026849784257,13414,63,6.64415005797938,6.31037484606262
"Alabama",2020-04-17,"01",4572,168,29,8.4277060249147,13414,63,6.85718224583585,5.47835494805456
"Alabama",2020-04-18,"01",4723,151,30,8.46019946989612,13414,63,7.07696011464486,4.65728286270441
"Alabama",2020-04-19,"01",4903,180,31,8.49760254165123,13414,63,7.18754889406206,4.25601529537616
"Alabama",2020-04-20,"01",5078,175,32,8.53267276226462,13414,63,7.2694152832626,3.96912647610952
"Alabama",2020-04-21,"01",5327,249,33,8.580543506917,13414,63,7.35021481980739,3.70954449252814
"Alabama",2020-04-22,"01",5610,283,34,8.63230599851674,13414,63,7.28046827491955,3.94378842284152
"Alabama",2020-04-23,"01",5832,222,35,8.67111527368849,13414,63,7.22044163246024,4.13350631724429
"Alabama",2020-04-24,"01",6026,194,36,8.70383871969025,13414,63,7.19475322321783,4.20563017753231
"Alabama",2020-04-25,"01",6213,187,37,8.73439915006369,13414,63,7.2334975920687,4.08319109592906
"Alabama",2020-04-26,"01",6421,208,38,8.76732914779405,13414,63,7.30629848192172,3.86861844305421
"Alabama",2020-04-27,"01",6539,118,39,8.78553952756128,13414,63,7.4771724560668,3.38685084593806
"Alabama",2020-04-28,"01",6750,211,40,8.81729778386658,13414,63,7.61059548587377,3.02612247106743
"Alabama",2020-04-29,"01",6925,175,41,8.84289333105554,13414,63,7.68359749902598,2.83354527839776
"Alabama",2020-04-30,"01",7068,143,42,8.86333283343959,13414,63,7.74951384789348,2.66228335465809
"Alabama",2020-05-01,"01",7294,226,43,8.89480737136862,13414,63,7.77139153687828,2.60923513821479
"Alabama",2020-05-02,"01",7611,317,44,8.93734984826739,13414,63,7.70979474966052,2.76654585217052
"Alabama",2020-05-03,"01",7888,277,45,8.97309789628247,13414,63,7.5914341716313,3.05247598313686
"Alabama",2020-05-04,"01",8112,224,46,9.00109972583097,13414,63,7.54388358571163,3.16368561133877
"Alabama",2020-05-05,"01",8437,325,47,9.04038207416563,13414,63,7.44910959301634,3.37960906795319
"Alabama",2020-05-06,"01",8691,254,48,9.07004328643746,13414,63,7.401574044513,3.48225229339719
"Alabama",2020-05-07,"01",9046,355,49,9.11007795003779,13414,63,7.39632943781947,3.49458139368138
"Alabama",2020-05-08,"01",9385,339,50,9.14686794902061,13414,63,7.40918393973072,3.46949275134567
"Alabama",2020-05-09,"01",9668,283,51,9.17657674182337,13414,63,7.4083027595869,3.47024592455059
"Alabama",2020-05-10,"01",9889,221,52,9.19917830726999,13414,63,7.45528095606329,3.3694633650562
"Alabama",2020-05-11,"01",10164,275,53,9.22660734444005,13414,63,7.56095365711011,3.15515944383546
"Alabama",2020-05-12,"01",10464,300,54,9.25569607369698,13414,63,7.6350531307303,3.00831253154458
"Alabama",2020-05-13,"01",10700,236,55,9.27799902045,13414,63,7.76630750929432,2.75517879716444
"Alabama",2020-05-14,"01",11101,401,56,9.31479047333265,13414,63,7.78374925426672,2.72546391648696
"Alabama",2020-05-15,"01",11373,272,57,9.33899740418445,13414,63,7.77092748996404,2.74956426863737
"Alabama",2020-05-16,"01",11674,301,58,9.36511942576374,13414,63,7.7471488961871,2.79177812359173
"Alabama",2020-05-17,"01",11771,97,59,9.37339415841248,13414,63,7.86710378332667,2.57216260637592
"Alabama",2020-05-18,"01",12086,315,60,9.3998030369215,13414,63,7.96132541583422,2.40514327867725
"Alabama",2020-05-19,"01",12376,290,61,9.4235143922529,13414,63,8.02851170821539,2.28917141719457
"Alabama",2020-05-20,"01",13052,676,62,9.47669665771321,13414,63,7.93187606816348,2.46227193012992
"Alabama",2020-05-21,"01",13414,362,63,9.50405421665968,13414,63,7.76498603777595,2.74444691130389
"Alaska",2020-03-28,"02",102,17,1,4.62497281328427,402,55,NA,NA
"Alaska",2020-03-29,"02",114,12,2,4.7361984483945,402,55,NA,NA
"Alaska",2020-03-30,"02",119,5,3,4.77912349311153,402,55,NA,NA
"Alaska",2020-03-31,"02",133,14,4,4.89034912822175,402,55,NA,NA
"Alaska",2020-04-01,"02",143,10,5,4.96284463025991,402,55,NA,NA
"Alaska",2020-04-02,"02",146,3,6,4.98360662170834,402,55,NA,NA
"Alaska",2020-04-03,"02",156,10,7,5.04985600724954,402,55,4.58196629665114,6.97566809168522
"Alaska",2020-04-04,"02",169,13,8,5.12989871492307,402,55,4.60887112745475,6.48508329052976
"Alaska",2020-04-05,"02",183,14,9,5.20948615284142,402,55,4.60276670770609,6.6328518913641
"Alaska",2020-04-06,"02",189,6,10,5.24174701505964,402,55,4.64338469602909,6.04917428175512
"Alaska",2020-04-07,"02",211,22,11,5.35185813347607,402,55,4.60619919880457,6.58196943551066
"Alaska",2020-04-08,"02",224,13,12,5.41164605185504,402,55,4.55402347147089,7.14275301082049
"Alaska",2020-04-09,"02",233,9,13,5.4510384535657,402,55,4.58171364933612,6.81933569088238
"Alaska",2020-04-10,"02",244,11,14,5.4971682252932,402,55,4.63815846875567,6.26718631912264
"Alaska",2020-04-11,"02",255,11,15,5.54126354515843,402,55,4.69830611781803,5.73341041967061
"Alaska",2020-04-12,"02",270,15,16,5.59842195899838,402,55,4.72949720577063,5.47984938792529
"Alaska",2020-04-13,"02",275,5,17,5.61677109766657,402,55,4.86619459591931,4.49469928018185
"Alaska",2020-04-14,"02",283,8,18,5.64544689764324,402,55,4.92982862613034,4.05043414025542
"Alaska",2020-04-15,"02",291,8,19,5.67332326717149,402,55,4.98110801334209,3.71042620723428
"Alaska",2020-04-16,"02",298,7,20,5.6970934865054,402,55,5.05686825308991,3.25328630824146
"Alaska",2020-04-17,"02",307,9,21,5.7268477475872,402,55,5.12160753680098,2.89517082787607
"Alaska",2020-04-18,"02",312,5,22,5.74300318780948,402,55,5.19279652306888,2.51979848263127
"Alaska",2020-04-19,"02",317,5,23,5.75890177387728,402,55,5.212320287337,2.41081817635831
"Alaska",2020-04-20,"02",319,2,24,5.76519110278484,402,55,5.28346228287735,2.05821189335885
"Alaska",2020-04-21,"02",327,8,25,5.78996017089725,402,55,5.3292058430698,1.85057132152232
"Alaska",2020-04-22,"02",333,6,26,5.80814248998044,402,55,5.36002446718906,1.71985632864502
"Alaska",2020-04-23,"02",335,2,27,5.81413053182507,402,55,5.40958069718693,1.5113762645554
"Alaska",2020-04-24,"02",337,2,28,5.82008293035236,402,55,5.44219448150398,1.37374332399934
"Alaska",2020-04-25,"02",337,0,29,5.82008293035236,402,55,5.50182261062813,1.13391959102896
"Alaska",2020-04-26,"02",339,2,30,5.82600010738045,402,55,5.56070752790818,0.909332046674886
"Alaska",2020-04-27,"02",343,4,31,5.83773044716594,402,55,5.63161148186004,0.66063736476204
"Alaska",2020-04-28,"02",349,6,32,5.85507192220243,402,55,5.62506112893351,0.692518944199255
"Alaska",2020-04-29,"02",353,4,33,5.8664680569333,402,55,5.57211162248913,0.873707413708571
"Alaska",2020-04-30,"02",353,0,34,5.8664680569333,402,55,5.5527391759198,0.932133741880877
"Alaska",2020-05-01,"02",362,9,35,5.89164421182577,402,55,5.4812295580639,1.15841911890458
"Alaska",2020-05-02,"02",363,1,36,5.89440283426485,402,55,5.48017470255716,1.15868515965625
"Alaska",2020-05-03,"02",366,3,37,5.90263333340137,402,55,5.51096749172517,1.06623799187005
"Alaska",2020-05-04,"02",368,2,38,5.90808293816893,402,55,5.55941579210956,0.926065636311448
"Alaska",2020-05-05,"02",369,1,39,5.91079664404053,402,55,5.59937918103587,0.811445162030546
"Alaska",2020-05-06,"02",370,1,40,5.91350300563827,402,55,5.64306432008917,0.689606480173282
"Alaska",2020-05-07,"02",373,3,41,5.92157841964382,402,55,5.7212945367146,0.486308131571939
"Alaska",2020-05-08,"02",376,3,42,5.92958914338989,402,55,5.70415884815517,0.531675597604927
"Alaska",2020-05-09,"02",377,1,43,5.93224518744801,402,55,5.71316159855416,0.509391957804164
"Alaska",2020-05-10,"02",378,1,44,5.93489419561959,402,55,5.71738075936195,0.49791784613777
"Alaska",2020-05-11,"02",380,2,45,5.94017125272043,402,55,5.71375166050452,0.50561776359486
"Alaska",2020-05-12,"02",383,3,46,5.94803498918065,402,55,5.70708350025466,0.521738103607324
"Alaska",2020-05-13,"02",383,0,47,5.94803498918065,402,55,5.74121229386777,0.443526662372933
"Alaska",2020-05-14,"02",387,4,48,5.95842469302978,402,55,5.73072716909664,0.468668021235726
"Alaska",2020-05-15,"02",388,1,49,5.96100533962327,402,55,5.71413585528983,0.504304242165711
"Alaska",2020-05-16,"02",392,4,50,5.97126183979046,402,55,5.68116968281103,0.575574322026619
"Alaska",2020-05-17,"02",396,4,51,5.98141421125448,402,55,5.64435888394381,0.654117597372937
"Alaska",2020-05-18,"02",399,3,52,5.98896141688986,402,55,5.61114932457259,0.722767407271446
"Alaska",2020-05-19,"02",399,0,53,5.98896141688986,402,55,5.60639912509577,0.729505723139415
