"State","Date","fips","Cases","Cases_daily","time","Cases_log","Cases_sum","n","coef.intercept","Exp_rate"
"Alabama",2020-03-20,"01",106,28,1,4.66343909411207,6213,37,NA,NA
"Alabama",2020-03-21,"01",131,25,2,4.87519732320115,6213,37,NA,NA
"Alabama",2020-03-22,"01",157,26,3,5.05624580534831,6213,37,NA,NA
"Alabama",2020-03-23,"01",196,39,4,5.27811465923052,6213,37,NA,NA
"Alabama",2020-03-24,"01",242,46,5,5.48893772615669,6213,37,NA,NA
"Alabama",2020-03-25,"01",386,144,6,5.95583736946483,6213,37,NA,NA
"Alabama",2020-03-26,"01",538,152,7,6.28785856016178,6213,37,4.30548573231292,26.6686800410175
"Alabama",2020-03-27,"01",639,101,8,6.45990445437753,6213,37,4.21903698302897,28.1966771906801
"Alabama",2020-03-28,"01",720,81,9,6.5792512120101,6213,37,4.21555354576043,27.6125594438733
"Alabama",2020-03-29,"01",830,110,10,6.72142570079064,6213,37,4.35653315927389,25.052239933214
"Alabama",2020-03-30,"01",947,117,11,6.85329909318608,6213,37,4.64502961213877,21.1273336271004
"Alabama",2020-03-31,"01",999,52,12,6.90675477864855,6213,37,5.17324763623008,15.1612662143317
"Alabama",2020-04-01,"01",1106,107,13,7.00850518208228,6213,37,5.49896828465117,11.8917442695697
"Alabama",2020-04-02,"01",1270,164,14,7.14677217945264,6213,37,5.59124315273886,11.0872864043842
"Alabama",2020-04-03,"01",1535,265,15,7.3362856600213,6213,37,5.53161237649003,11.7035799651921
"Alabama",2020-04-04,"01",1633,98,16,7.39817409297047,6213,37,5.55049294662235,11.5579846821929
"Alabama",2020-04-05,"01",1841,208,17,7.51806418123308,6213,37,5.51437926715156,11.803265609728
"Alabama",2020-04-06,"01",2006,165,18,7.60389796852188,6213,37,5.47302049821891,12.0069624337122
"Alabama",2020-04-07,"01",2197,191,19,7.69484807238461,6213,37,5.58375889366246,11.2680670366331
"Alabama",2020-04-08,"01",2499,302,20,7.82364593083495,6213,37,5.70992011130181,10.5481069800893
"Alabama",2020-04-09,"01",2838,339,21,7.95085485771999,6213,37,5.77204464911309,10.255125571345
"Alabama",2020-04-10,"01",3008,170,22,8.00903068506973,6213,37,5.73407072910106,10.421068184231
"Alabama",2020-04-11,"01",3262,254,23,8.09009578318096,6213,37,5.82551462251022,9.93702508669544
"Alabama",2020-04-12,"01",3583,321,24,8.18395571730495,6213,37,5.87100693551277,9.70019079348822
"Alabama",2020-04-13,"01",3805,222,25,8.24407127029579,6213,37,6.02929811572159,8.95546461476613
"Alabama",2020-04-14,"01",3953,148,26,8.28223006329669,6213,37,6.32792862039484,7.63253662418582
"Alabama",2020-04-15,"01",4241,288,27,8.35255436947459,6213,37,6.52570801047819,6.805259924402
"Alabama",2020-04-16,"01",4404,163,28,8.39026849784257,6213,37,6.64415005797938,6.31037484606262
"Alabama",2020-04-17,"01",4572,168,29,8.4277060249147,6213,37,6.85718224583585,5.47835494805456
"Alabama",2020-04-18,"01",4723,151,30,8.46019946989612,6213,37,7.07696011464486,4.65728286270441
"Alabama",2020-04-19,"01",4903,180,31,8.49760254165123,6213,37,7.18754889406206,4.25601529537616
"Alabama",2020-04-20,"01",5078,175,32,8.53267276226462,6213,37,7.2694152832626,3.96912647610952
"Alabama",2020-04-21,"01",5327,249,33,8.580543506917,6213,37,7.35021481980739,3.70954449252814
"Alabama",2020-04-22,"01",5610,283,34,8.63230599851674,6213,37,7.28046827491955,3.94378842284152
"Alabama",2020-04-23,"01",5832,222,35,8.67111527368849,6213,37,7.22044163246024,4.13350631724429
"Alabama",2020-04-24,"01",6026,194,36,8.70383871969025,6213,37,7.19475322321783,4.20563017753231
"Alabama",2020-04-25,"01",6213,187,37,8.73439915006369,6213,37,7.2334975920687,4.08319109592906
"Alaska",2020-03-28,"02",102,17,1,4.62497281328427,337,29,NA,NA
"Alaska",2020-03-29,"02",114,12,2,4.7361984483945,337,29,NA,NA
"Alaska",2020-03-30,"02",119,5,3,4.77912349311153,337,29,NA,NA
"Alaska",2020-03-31,"02",133,14,4,4.89034912822175,337,29,NA,NA
"Alaska",2020-04-01,"02",143,10,5,4.96284463025991,337,29,NA,NA
"Alaska",2020-04-02,"02",146,3,6,4.98360662170834,337,29,NA,NA
"Alaska",2020-04-03,"02",156,10,7,5.04985600724954,337,29,4.58196629665114,6.97566809168522
"Alaska",2020-04-04,"02",169,13,8,5.12989871492307,337,29,4.60887112745475,6.48508329052976
"Alaska",2020-04-05,"02",185,16,9,5.22035582507832,337,29,4.59733187158764,6.74931266533093
"Alaska",2020-04-06,"02",189,4,10,5.24174701505964,337,29,4.6395026702302,6.12681479773301
"Alaska",2020-04-07,"02",211,22,11,5.35185813347607,337,29,4.60464638848502,6.62078969349959
"Alaska",2020-04-08,"02",224,13,12,5.41164605185504,337,29,4.55557628179044,7.14275301082051
"Alaska",2020-04-09,"02",233,9,13,5.4510384535657,337,29,4.58714848545457,6.78051543289345
"Alaska",2020-04-10,"02",244,11,14,5.4971682252932,337,29,4.6482517358328,6.18954580314477
"Alaska",2020-04-11,"02",255,11,15,5.54126354515843,337,29,4.7138342210136,5.61694964570378
"Alaska",2020-04-12,"02",270,15,16,5.59842195899838,337,29,4.72949720577063,5.47984938792529
"Alaska",2020-04-13,"02",275,5,17,5.61677109766657,337,29,4.86619459591931,4.49469928018185
"Alaska",2020-04-14,"02",283,8,18,5.64544689764324,337,29,4.92982862613034,4.05043414025542
"Alaska",2020-04-15,"02",291,8,19,5.67332326717149,337,29,4.98110801334209,3.71042620723428
"Alaska",2020-04-16,"02",298,7,20,5.6970934865054,337,29,5.05686825308991,3.25328630824146
"Alaska",2020-04-17,"02",307,9,21,5.7268477475872,337,29,5.12160753680098,2.89517082787607
"Alaska",2020-04-18,"02",312,5,22,5.74300318780948,337,29,5.19279652306888,2.51979848263127
"Alaska",2020-04-19,"02",317,5,23,5.75890177387728,337,29,5.212320287337,2.41081817635831
"Alaska",2020-04-20,"02",319,2,24,5.76519110278484,337,29,5.28346228287735,2.05821189335885
"Alaska",2020-04-21,"02",327,8,25,5.78996017089725,337,29,5.3292058430698,1.85057132152232
"Alaska",2020-04-22,"02",333,6,26,5.80814248998044,337,29,5.36002446718906,1.71985632864502
"Alaska",2020-04-23,"02",335,2,27,5.81413053182507,337,29,5.40958069718693,1.5113762645554
"Alaska",2020-04-24,"02",337,2,28,5.82008293035236,337,29,5.44219448150398,1.37374332399934
"Alaska",2020-04-25,"02",337,0,29,5.82008293035236,337,29,5.50182261062813,1.13391959102896
"Arizona",2020-03-21,"04",104,34,1,4.64439089914137,6280,36,NA,NA
"Arizona",2020-03-22,"04",153,49,2,5.03043792139244,6280,36,NA,NA
"Arizona",2020-03-23,"04",234,81,3,5.4553211153577,6280,36,NA,NA
"Arizona",2020-03-24,"04",326,92,4,5.78689738136671,6280,36,NA,NA
"Arizona",2020-03-25,"04",402,76,5,5.99645208861902,6280,36,NA,NA
"Arizona",2020-03-26,"04",508,106,6,6.23048144757848,6280,36,NA,NA
"Arizona",2020-03-27,"04",665,157,7,6.49978704065585,6280,36,4.44805163484782,30.3835944649174
"Arizona",2020-03-28,"04",773,108,8,6.65027904858742,6280,36,4.62994384579519,26.4001403514037
"Arizona",2020-03-29,"04",929,156,9,6.83410873881384,6280,36,4.84337644652986,22.7373612744524
"Arizona",2020-03-30,"04",1169,240,10,7.06390396147207,6280,36,4.95588301201325,21.1647522918381
"Arizona",2020-03-31,"04",1298,129,11,7.16857989726403,6280,36,5.05835598846148,19.705536256715
"Arizona",2020-04-01,"04",1413,115,12,7.25347038268453,6280,36,5.26503018519474,17.2149193979255
"Arizona",2020-04-02,"04",1600,187,13,7.37775890822787,6280,36,5.48728062918635,14.9098908191445
"Arizona",2020-04-03,"04",1769,169,14,7.47816969415979,6280,36,5.64068417358944,13.4304953455629
"Arizona",2020-04-04,"04",2019,250,15,7.61035761831284,6280,36,5.81242540806087,12.0230611244153
"Arizona",2020-04-05,"04",2269,250,16,7.72709448477984,6280,36,5.94448562793405,11.0636654410578
"Arizona",2020-04-06,"04",2465,196,17,7.80994708647679,6280,36,5.93736548360102,11.0855302925495
"Arizona",2020-04-07,"04",2575,110,18,7.85360481309784,6280,36,6.02628733484252,10.4060872798494
"Arizona",2020-04-08,"04",2726,151,19,7.91059061225648,6280,36,6.22452913497257,9.10341006473524
"Arizona",2020-04-09,"04",3018,292,20,8.01234963932779,6280,36,6.35738147194954,8.31970054181898
"Arizona",2020-04-10,"04",3112,94,21,8.04302088529828,6280,36,6.58654553975802,7.03265584225692
"Arizona",2020-04-11,"04",3393,281,22,8.12946976478423,6280,36,6.68342721893746,6.54292237102184
