Category,Rate,Hotwords
Anger,0.2376,"[('death', 2960), ('test', 2381), ('dont', 1962), ('lockdown', 1754), ('pandemic', 1579), ('spread', 1578), ('case', 1565), ('news', 1531), ('country', 1530), ('die', 1461), ('government', 1433), ('china', 1283), ('fight', 1173), ('health', 1059), ('kill', 1026), ('rule', 997), ('work', 994), ('patient', 939), ('india', 931), ('uk', 921)]"
Anticipation,0.0043,"[('test', 79), ('positive', 72), ('case', 62), ('today', 32), ('news', 29), ('number', 28), ('total', 27), ('kashmir', 26), ('start', 22), ('detect', 22), ('jk', 20), ('vaccine', 20), ('division', 20), ('india', 19), ('break', 19), ('person', 19), ('watch', 18), ('ready', 17), ('wait', 16), ('confirm', 16)]"
Disgust,0.2585,"[('death', 3702), ('test', 2622), ('case', 2062), ('dont', 2043), ('lockdown', 1793), ('die', 1771), ('news', 1676), ('pandemic', 1654), ('spread', 1600), ('country', 1582), ('government', 1451), ('china', 1318), ('health', 1165), ('fight', 1132), ('patient', 1108), ('kill', 1049), ('number', 1049), ('work', 1041), ('report', 1028), ('rule', 996)]"
Fear,0.0409,"[('death', 1283), ('test', 624), ('case', 550), ('die', 428), ('number', 343), ('fear', 314), ('pandemic', 313), ('crisis', 296), ('report', 282), ('news', 281), ('flu', 281), ('dont', 278), ('hospital', 269), ('health', 268), ('patient', 266), ('country', 250), ('toll', 245), ('spain', 245), ('infection', 241), ('symptom', 227)]"
Confident,0.2054,"[('fight', 2300), ('stay', 1475), ('case', 1425), ('pandemic', 1378), ('test', 1242), ('pm', 1184), ('work', 1165), ('good', 1064), ('light', 1049), ('crisis', 1029), ('support', 1020), ('life', 1017), ('today', 972), ('health', 939), ('positive', 853), ('spread', 846), ('safe', 843), ('hope', 797), ('patient', 762), ('dont', 731)]"
Empathetic,0.005,"[('love', 207), ('happy', 125), ('stay', 67), ('life', 57), ('birthday', 55), ('sunday', 53), ('god', 51), ('good', 43), ('hope', 42), ('beautiful', 41), ('safe', 41), ('bless', 40), ('family', 39), ('great', 37), ('today', 32), ('light', 32), ('enjoy', 32), ('amaze', 31), ('share', 28), ('work', 27)]"
Optimism,0.1654,"[('fight', 2188), ('stay', 1482), ('pandemic', 1218), ('work', 1098), ('pm', 1039), ('good', 1030), ('life', 1011), ('crisis', 1008), ('light', 1004), ('support', 1003), ('test', 925), ('health', 894), ('safe', 864), ('today', 837), ('spread', 798), ('hope', 788), ('dont', 719), ('great', 657), ('patient', 656), ('country', 653)]"
Pessimism,0.0019,"[('sad', 102), ('feel', 35), ('die', 27), ('bad', 26), ('life', 23), ('dont', 17), ('death', 17), ('family', 17), ('lose', 15), ('stay', 14), ('day', 14), ('work', 13), ('tire', 12), ('ive', 11), ('hospital', 10), ('pandemic', 10), ('heartbreaking', 10), ('news', 9), ('time', 9), ('friend', 9)]"
Sadness,0.0809,"[('death', 1692), ('die', 1480), ('dont', 688), ('test', 642), ('bad', 614), ('hospital', 544), ('patient', 522), ('life', 485), ('pandemic', 481), ('country', 467), ('health', 464), ('work', 464), ('crisis', 450), ('case', 441), ('lockdown', 404), ('stay', 397), ('lose', 384), ('care', 381), ('number', 380), ('worker', 361)]"
Surprise,0.0,[]
Trust,0.0,[]
