Category,Rate,Hotwords
Anger,0.2935,"[('cancel', 305), ('test', 277), ('dont', 225), ('spread', 182), ('fuck', 168), ('travel', 165), ('pandemic', 149), ('country', 138), ('school', 133), ('work', 132), ('bad', 129), ('case', 129), ('flu', 128), ('health', 127), ('die', 126), ('kill', 125), ('news', 122), ('shit', 122), ('close', 116), ('death', 115)]"
Anticipation,0.0,[]
Disgust,0.0653,"[('flu', 98), ('test', 91), ('panic', 66), ('fear', 55), ('case', 54), ('death', 53), ('dont', 52), ('symptom', 50), ('health', 50), ('bad', 46), ('scar', 45), ('spread', 43), ('pandemic', 38), ('country', 36), ('die', 35), ('rate', 34), ('hank', 32), ('tom', 31), ('positive', 31), ('news', 31)]"
Fear,0.0,[]
Confident,0.0071,"[('test', 21), ('positive', 14), ('wait', 7), ('player', 7), ('confirm', 6), ('school', 5), ('donovan', 4), ('played', 4), ('catch', 4), ('mitchell', 4), ('nba', 4), ('tom', 4), ('hank', 4), ('case', 4), ('york', 4), ('jazz', 4), ('star', 3), ('utah', 3), ('update', 3), ('pretty', 3)]"
Empathetic,0.0031,"[('sad', 15), ('feel', 8), ('cancel', 7), ('event', 3), ('depressed', 3), ('fckn', 3), ('work', 3), ('dont', 3), ('gathering', 2), ('threat', 2), ('poor', 2), ('interaction', 2), ('test', 2), ('concert', 2), ('party', 2), ('style', 2), ('risk', 2), ('severe', 2), ('mess', 2), ('symptom', 2)]"
Optimism,0.0016,"[('love', 7), ('beautiful', 4), ('help', 3), ('safe', 3), ('stay', 3), ('game', 2), ('bless', 2), ('patient', 2), ('night', 2), ('song', 2), ('morning', 2), ('sad', 2), ('lovely', 2), ('tom', 2), ('hope', 2), ('rita', 2), ('hank', 2), ('send', 2), ('win', 1), ('friend', 1)]"
Pessimism,0.2573,"[('cancel', 288), ('test', 247), ('dont', 209), ('spread', 174), ('fuck', 167), ('travel', 159), ('pandemic', 137), ('country', 129), ('shit', 124), ('bad', 120), ('kill', 118), ('school', 116), ('work', 113), ('ban', 112), ('news', 111), ('flu', 106), ('close', 105), ('health', 105), ('nba', 103), ('china', 101)]"
Sadness,0.1073,"[('dont', 76), ('good', 73), ('test', 72), ('work', 70), ('stay', 68), ('spread', 60), ('safe', 58), ('hope', 54), ('health', 54), ('hand', 53), ('update', 52), ('love', 51), ('great', 48), ('news', 43), ('god', 38), ('outbreak', 37), ('protect', 36), ('watch', 34), ('community', 34), ('plan', 33)]"
Surprise,0.1584,"[('test', 129), ('dont', 90), ('good', 83), ('work', 82), ('spread', 73), ('news', 71), ('positive', 69), ('update', 68), ('stay', 65), ('hand', 63), ('health', 63), ('great', 57), ('safe', 56), ('tom', 56), ('hank', 55), ('pandemic', 54), ('outbreak', 53), ('hope', 52), ('love', 50), ('today', 47)]"
Trust,0.1064,"[('cancel', 203), ('flu', 111), ('bad', 107), ('dont', 99), ('die', 98), ('school', 79), ('work', 74), ('test', 67), ('season', 61), ('close', 57), ('death', 56), ('feel', 53), ('health', 50), ('sick', 50), ('pandemic', 46), ('kill', 43), ('event', 41), ('rate', 40), ('suspend', 40), ('symptom', 40)]"
