Category,Rate,Hotwords
anger,0.0056,"[('love', 371), ('happy', 189), ('month', 129), ('stay', 89), ('family', 81), ('god', 78), ('birthday', 76), ('great', 65), ('april', 65), ('bless', 64), ('hope', 63), ('work', 62), ('safe', 61), ('beautiful', 60), ('pray', 58), ('life', 53), ('good', 51), ('today', 49), ('friend', 47), ('share', 44)]"
anticipation,0.0867,"[('die', 2032), ('death', 1821), ('bad', 1078), ('dont', 1026), ('test', 933), ('work', 851), ('life', 707), ('hospital', 685), ('pandemic', 664), ('feel', 648), ('family', 629), ('lose', 603), ('week', 601), ('flu', 549), ('health', 533), ('stay', 525), ('sick', 521), ('case', 513), ('patient', 478), ('care', 465)]"
disgust,0.1401,"[('work', 1678), ('stay', 1603), ('pandemic', 1468), ('good', 1257), ('test', 1155), ('great', 1098), ('love', 1027), ('life', 1010), ('support', 1004), ('health', 995), ('fight', 966), ('hope', 882), ('dont', 882), ('crisis', 880), ('care', 876), ('family', 849), ('safe', 844), ('today', 837), ('patient', 766), ('april', 728)]"
fear,0.1902,"[('test', 1861), ('work', 1835), ('pandemic', 1759), ('stay', 1662), ('good', 1342), ('update', 1235), ('great', 1166), ('health', 1154), ('case', 1141), ('today', 1085), ('fight', 1076), ('love', 1032), ('positive', 1014), ('life', 1013), ('news', 1010), ('support', 1009), ('april', 1001), ('dont', 987), ('patient', 920), ('crisis', 907)]"
confident,0.0,[]
empathetic,0.0034,"[('sad', 197), ('feel', 79), ('lose', 63), ('die', 61), ('family', 55), ('life', 49), ('bad', 47), ('death', 44), ('work', 43), ('dont', 43), ('friend', 40), ('today', 30), ('heart', 28), ('test', 28), ('ive', 26), ('love', 26), ('hurt', 26), ('bc', 25), ('stay', 25), ('job', 24)]"
optimism,0.0,[]
pessimism,0.2448,"[('death', 3867), ('dont', 2674), ('test', 2492), ('pandemic', 2296), ('die', 2245), ('china', 1943), ('spread', 1797), ('american', 1572), ('work', 1558), ('case', 1532), ('fuck', 1479), ('news', 1448), ('bad', 1415), ('government', 1408), ('house', 1315), ('country', 1304), ('kill', 1293), ('response', 1269), ('health', 1253), ('april', 1220)]"
sadness,0.0053,"[('test', 154), ('case', 54), ('positive', 50), ('start', 39), ('wait', 32), ('watch', 31), ('news', 30), ('today', 29), ('hope', 28), ('work', 26), ('thought', 26), ('cure', 26), ('movie', 25), ('season', 25), ('confirm', 24), ('video', 24), ('plan', 23), ('day', 23), ('doctor', 22), ('april', 22)]"
surprise,0.0473,"[('death', 1702), ('test', 931), ('case', 871), ('die', 624), ('pandemic', 605), ('symptom', 536), ('hospital', 497), ('flu', 495), ('house', 463), ('bad', 450), ('health', 435), ('number', 429), ('week', 428), ('white', 411), ('infect', 404), ('report', 379), ('news', 375), ('patient', 374), ('dont', 367), ('project', 357)]"
trust,0.2767,"[('death', 4774), ('test', 3060), ('dont', 2811), ('die', 2808), ('pandemic', 2483), ('case', 2338), ('china', 2033), ('spread', 1901), ('news', 1719), ('work', 1700), ('american', 1623), ('bad', 1567), ('fuck', 1488), ('house', 1451), ('government', 1425), ('health', 1417), ('country', 1393), ('kill', 1347), ('april', 1331), ('hospital', 1307)]"
