Category,Rate,Hotwords
anger,0.003,"[('sad', 4), ('heart', 3), ('health', 2), ('break', 2), ('ill', 2), ('economy', 2), ('issue', 2), ('stress', 2), ('selfish', 2), ('good', 2), ('choice', 2), ('sound', 2), ('day', 2), ('awareness', 2), ('work', 2), ('employee', 2), ('thali', 1), ('business', 1), ('dy', 1), ('immunosuppressed', 1)]"
anticipation,0.0,[]
disgust,0.0448,"[('death', 28), ('test', 25), ('flu', 19), ('case', 19), ('pandemic', 17), ('positive', 14), ('day', 12), ('symptom', 10), ('bad', 9), ('number', 9), ('die', 8), ('italy', 8), ('panic', 8), ('work', 8), ('rate', 8), ('dont', 8), ('lockdown', 8), ('quarantine', 7), ('ship', 7), ('life', 7)]"
fear,0.1548,"[('stay', 70), ('work', 48), ('safe', 43), ('support', 41), ('test', 34), ('life', 34), ('pandemic', 34), ('fight', 33), ('health', 30), ('family', 30), ('spread', 28), ('today', 28), ('update', 28), ('good', 27), ('love', 27), ('learn', 26), ('business', 26), ('day', 25), ('great', 25), ('save', 24)]"
confident,0.0044,"[('test', 3), ('stimulus', 2), ('note', 2), ('issue', 2), ('feel', 2), ('review', 2), ('negotiator', 2), ('minute', 2), ('song', 2), ('remember', 2), ('come', 2), ('progress', 2), ('talk', 2), ('deal', 2), ('ring', 1), ('senegal', 1), ('thingie', 1), ('service', 1), ('modern', 1), ('dont', 1)]"
empathetic,0.0804,"[('death', 29), ('test', 28), ('die', 28), ('bad', 27), ('work', 22), ('dont', 22), ('day', 18), ('life', 18), ('cancel', 18), ('quarantine', 16), ('health', 16), ('sick', 15), ('care', 15), ('stay', 14), ('economy', 14), ('pandemic', 14), ('flu', 13), ('dy', 12), ('crisis', 12), ('business', 12)]"
optimism,0.0,[]
pessimism,0.2692,"[('test', 81), ('death', 76), ('dont', 66), ('spread', 61), ('case', 61), ('american', 52), ('china', 48), ('work', 48), ('lockdown', 42), ('pandemic', 40), ('crisis', 39), ('government', 36), ('stay', 36), ('health', 36), ('day', 35), ('die', 35), ('bad', 35), ('number', 34), ('country', 34), ('life', 34)]"
sadness,0.198,"[('stay', 69), ('test', 54), ('work', 46), ('safe', 42), ('support', 41), ('update', 36), ('life', 34), ('spread', 31), ('fight', 31), ('pandemic', 31), ('pm', 30), ('love', 29), ('today', 28), ('family', 28), ('good', 27), ('social', 27), ('day', 26), ('health', 26), ('learn', 26), ('business', 26)]"
surprise,0.0039,"[('love', 6), ('happy', 4), ('nigeria', 2), ('grateful', 2), ('great', 2), ('st', 2), ('listen', 2), ('song', 2), ('bless', 2), ('man', 2), ('family', 2), ('watch', 2), ('life', 2), ('stay', 2), ('appreciates', 1), ('built', 1), ('soft', 1), ('compassion', 1), ('choir', 1), ('hospital', 1)]"
trust,0.2415,"[('test', 76), ('dont', 67), ('death', 59), ('spread', 57), ('american', 52), ('work', 48), ('china', 45), ('lockdown', 43), ('case', 43), ('government', 38), ('crisis', 38), ('pandemic', 36), ('order', 34), ('day', 32), ('life', 32), ('stay', 31), ('number', 31), ('health', 31), ('fight', 31), ('country', 30)]"
