Category,Rate,Hotwords
anger,0.0706,"[('case', 113), ('test', 86), ('flu', 84), ('health', 79), ('death', 60), ('spread', 57), ('panic', 55), ('fear', 55), ('pandemic', 55), ('confirm', 46), ('infect', 41), ('symptom', 41), ('outbreak', 39), ('dont', 39), ('bad', 38), ('report', 33), ('news', 33), ('rate', 32), ('country', 31), ('risk', 29)]"
anticipation,0.256,"[('cancel', 232), ('test', 203), ('dont', 199), ('spread', 180), ('case', 138), ('fuck', 131), ('school', 129), ('outbreak', 127), ('health', 126), ('country', 114), ('china', 106), ('death', 99), ('work', 99), ('italy', 96), ('bad', 91), ('flu', 91), ('government', 91), ('hand', 90), ('pandemic', 89), ('kill', 85)]"
disgust,0.0018,"[('great', 4), ('love', 3), ('night', 3), ('smile', 2), ('happy', 2), ('hahahahaha', 2), ('amp', 2), ('birthday', 2), ('hand', 2), ('valentine', 2), ('yesterday', 2), ('wash', 2), ('morning', 2), ('rest', 2), ('face', 2), ('geek', 1), ('time', 1), ('speedy', 1), ('mood', 1), ('kind', 1)]"
fear,0.0063,"[('test', 10), ('work', 6), ('italy', 6), ('dont', 5), ('confirm', 4), ('positive', 4), ('anfield', 3), ('wait', 3), ('harris', 3), ('play', 3), ('win', 3), ('come', 3), ('ready', 3), ('usa', 3), ('suit', 3), ('case', 3), ('close', 3), ('start', 3), ('guy', 3), ('mlb', 3)]"
confident,0.0,[]
empathetic,0.1088,"[('good', 84), ('spread', 67), ('health', 65), ('work', 62), ('test', 50), ('dont', 50), ('great', 48), ('hand', 46), ('hope', 45), ('outbreak', 41), ('life', 41), ('stay', 40), ('school', 39), ('love', 35), ('protect', 35), ('event', 33), ('wash', 33), ('case', 32), ('positive', 32), ('fast', 31)]"
optimism,0.1613,"[('test', 94), ('health', 91), ('good', 89), ('work', 78), ('case', 76), ('spread', 67), ('dont', 63), ('outbreak', 60), ('hand', 60), ('positive', 58), ('news', 58), ('great', 57), ('school', 56), ('update', 52), ('hope', 45), ('live', 40), ('fast', 40), ('read', 40), ('life', 39), ('stay', 38)]"
pessimism,0.0976,"[('cancel', 159), ('flu', 89), ('die', 86), ('dont', 79), ('school', 70), ('bad', 68), ('work', 58), ('test', 52), ('death', 50), ('health', 49), ('spread', 46), ('sick', 43), ('class', 42), ('close', 42), ('case', 38), ('postpone', 37), ('infect', 37), ('outbreak', 33), ('kill', 33), ('italy', 33)]"
sadness,0.0,[]
surprise,0.2951,"[('test', 259), ('cancel', 252), ('dont', 220), ('case', 199), ('spread', 196), ('health', 157), ('school', 139), ('outbreak', 138), ('death', 131), ('fuck', 131), ('country', 118), ('flu', 116), ('china', 112), ('work', 112), ('italy', 105), ('news', 104), ('die', 103), ('bad', 101), ('pandemic', 100), ('hand', 92)]"
trust,0.0027,"[('sad', 14), ('cancel', 7), ('dont', 6), ('die', 6), ('cough', 3), ('practice', 3), ('spring', 3), ('break', 3), ('feel', 3), ('graduation', 3), ('family', 2), ('lot', 2), ('convince', 2), ('stress', 2), ('month', 2), ('problem', 2), ('hotel', 2), ('high', 2), ('hall', 2), ('person', 2)]"
