Category,Rate,Hotwords
anger,0.1565,"[('fight', 12), ('work', 11), ('stay', 11), ('pandemic', 10), ('support', 10), ('friend', 9), ('safe', 8), ('good', 7), ('spread', 7), ('hope', 7), ('step', 7), ('time', 6), ('dont', 6), ('country', 6), ('love', 5), ('challenge', 5), ('social', 5), ('god', 5), ('continue', 5), ('pm', 5)]"
anticipation,0.0,[]
disgust,0.2174,"[('dont', 17), ('death', 15), ('lockdown', 11), ('government', 11), ('work', 10), ('test', 9), ('country', 9), ('order', 8), ('kill', 8), ('stay', 8), ('hand', 7), ('spread', 7), ('situation', 6), ('china', 6), ('airport', 6), ('pandemic', 6), ('report', 6), ('drug', 6), ('company', 6), ('president', 6)]"
fear,0.0,[]
confident,0.0454,"[('death', 8), ('high', 5), ('italy', 3), ('toll', 3), ('pandemic', 3), ('report', 3), ('risk', 3), ('patient', 3), ('hit', 3), ('case', 3), ('test', 3), ('contract', 2), ('rate', 2), ('critical', 2), ('sanitizer', 2), ('worker', 2), ('hard', 2), ('infect', 2), ('china', 2), ('long', 2)]"
empathetic,0.0932,"[('death', 11), ('work', 9), ('die', 7), ('start', 6), ('job', 6), ('close', 5), ('loss', 4), ('spread', 4), ('money', 4), ('feel', 4), ('situation', 3), ('tomorrow', 3), ('failure', 3), ('face', 3), ('fear', 3), ('dont', 3), ('economy', 3), ('cough', 3), ('sad', 3), ('country', 3)]"
optimism,0.2545,"[('death', 19), ('dont', 16), ('work', 13), ('lockdown', 11), ('government', 11), ('test', 10), ('order', 9), ('country', 9), ('kill', 9), ('stay', 9), ('report', 8), ('case', 8), ('spread', 8), ('hand', 7), ('job', 7), ('china', 7), ('situation', 6), ('today', 6), ('start', 6), ('money', 6)]"
pessimism,0.0048,"[('case', 3), ('call', 1), ('number', 1), ('guitar', 1), ('kenya', 1), ('begin', 1), ('win', 1), ('lockdown', 1), ('hope', 1), ('learn', 1), ('long', 1), ('ive', 1), ('channel', 1), ('play', 1), ('series', 1), ('test', 1), ('jump', 1), ('release', 1), ('january', 1), ('outbreak', 1)]"
sadness,0.2151,"[('fight', 13), ('work', 12), ('pandemic', 11), ('stay', 11), ('test', 10), ('support', 10), ('friend', 9), ('spread', 9), ('good', 8), ('safe', 8), ('positive', 8), ('dont', 8), ('pm', 8), ('hope', 8), ('step', 7), ('case', 7), ('country', 7), ('love', 6), ('time', 6), ('month', 6)]"
surprise,0.0036,"[('hope', 1), ('sirmay', 1), ('btw', 1), ('log', 1), ('everyday', 1), ('love', 1), ('vanish', 1), ('live', 1), ('safe', 1), ('stay', 1), ('bloxys', 1), ('ak', 1), ('kind', 1), ('appreciate', 1), ('lot', 1), ('long', 1), ('sir', 1), ('strong', 1), ('support', 1)]"
trust,0.0096,"[('sad', 3), ('work', 3), ('pain', 2), ('felt', 2), ('idk', 2), ('dont', 2), ('feel', 2), ('job', 2), ('post', 2), ('suicide', 1), ('struggle', 1), ('happen', 1), ('taxi', 1), ('handsome', 1), ('yr', 1), ('love', 1), ('lonely', 1), ('dirty', 1), ('grandma', 1), ('foryrs', 1)]"
