Category,Rate,Hotwords
anger,0.0807,"[('case', 192), ('death', 177), ('flu', 167), ('test', 160), ('panic', 146), ('fear', 98), ('report', 91), ('italy', 89), ('dont', 80), ('outbreak', 79), ('health', 75), ('quarantine', 73), ('symptom', 73), ('spread', 73), ('china', 70), ('infect', 69), ('patient', 66), ('risk', 66), ('news', 66), ('confirm', 65)]"
anticipation,0.2663,"[('test', 418), ('italy', 345), ('dont', 338), ('quarantine', 336), ('spread', 308), ('case', 276), ('death', 271), ('outbreak', 257), ('china', 252), ('health', 215), ('country', 214), ('news', 213), ('die', 209), ('bad', 190), ('hand', 185), ('kill', 181), ('flu', 167), ('infect', 163), ('travel', 159), ('government', 153)]"
disgust,0.0018,"[('love', 17), ('happy', 8), ('family', 5), ('birthday', 4), ('sing', 3), ('woman', 3), ('hope', 3), ('hand', 3), ('live', 2), ('kj', 2), ('bless', 2), ('learn', 2), ('worry', 2), ('church', 2), ('safely', 2), ('rest', 2), ('wonderful', 2), ('life', 2), ('survive', 2), ('wash', 2)]"
fear,0.0068,"[('test', 19), ('case', 13), ('confirm', 10), ('plan', 10), ('report', 7), ('county', 5), ('planning', 5), ('cruise', 5), ('positive', 5), ('watch', 5), ('hope', 5), ('heard', 5), ('news', 5), ('break', 5), ('long', 4), ('real', 4), ('panic', 4), ('season', 4), ('thought', 4), ('bump', 4)]"
confident,0.0,[]
empathetic,0.0965,"[('good', 122), ('hand', 108), ('dont', 100), ('test', 98), ('spread', 96), ('health', 81), ('work', 68), ('case', 63), ('great', 60), ('stay', 58), ('wash', 58), ('hope', 54), ('safe', 52), ('protect', 51), ('life', 50), ('fight', 50), ('love', 49), ('watch', 47), ('flu', 47), ('cure', 47)]"
optimism,0.1491,"[('test', 194), ('case', 149), ('hand', 129), ('good', 128), ('spread', 123), ('dont', 112), ('health', 98), ('positive', 86), ('update', 86), ('work', 83), ('outbreak', 74), ('news', 73), ('china', 73), ('confirm', 70), ('patient', 69), ('watch', 69), ('great', 69), ('live', 65), ('wash', 63), ('march', 62)]"
pessimism,0.0891,"[('die', 161), ('death', 158), ('flu', 149), ('bad', 126), ('dont', 117), ('cancel', 102), ('test', 96), ('quarantine', 94), ('case', 94), ('china', 79), ('outbreak', 72), ('sick', 71), ('travel', 63), ('health', 60), ('infect', 60), ('work', 60), ('panic', 58), ('collapse', 57), ('italy', 56), ('rate', 55)]"
sadness,0.0,[]
surprise,0.3077,"[('test', 495), ('case', 412), ('dont', 368), ('italy', 365), ('quarantine', 346), ('spread', 330), ('death', 323), ('outbreak', 288), ('china', 270), ('news', 245), ('health', 244), ('die', 234), ('country', 226), ('flu', 212), ('bad', 204), ('hand', 201), ('kill', 187), ('number', 176), ('travel', 172), ('infect', 170)]"
trust,0.002,"[('sad', 19), ('health', 5), ('family', 4), ('nail', 3), ('worry', 3), ('dont', 3), ('truth', 3), ('patient', 3), ('lose', 3), ('medium', 2), ('trust', 2), ('depression', 2), ('test', 2), ('cancel', 2), ('week', 2), ('prepare', 2), ('summer', 2), ('told', 2), ('tech', 2), ('situation', 2)]"
