Category,Rate,Hotwords
Anger,0.254,"[('test', 1700), ('death', 1248), ('dont', 1209), ('case', 1118), ('spread', 981), ('die', 926), ('pandemic', 873), ('work', 829), ('china', 813), ('country', 753), ('lockdown', 751), ('government', 716), ('positive', 708), ('news', 704), ('house', 613), ('kill', 613), ('crisis', 600), ('health', 579), ('stay', 572), ('bad', 571)]"
Anticipation,0.0,[]
Disgust,0.0477,"[('test', 656), ('case', 472), ('death', 453), ('positive', 382), ('symptom', 273), ('prince', 267), ('charles', 250), ('pandemic', 226), ('report', 213), ('flu', 203), ('infect', 199), ('health', 199), ('fear', 195), ('die', 187), ('hospital', 185), ('crisis', 180), ('confirm', 179), ('dont', 179), ('bad', 178), ('risk', 169)]"
Fear,0.0,[]
Confident,0.0046,"[('test', 70), ('positive', 37), ('case', 29), ('wait', 20), ('gonna', 18), ('prince', 17), ('confirm', 16), ('india', 14), ('china', 14), ('charles', 13), ('number', 12), ('hope', 12), ('movie', 11), ('vaccine', 11), ('cure', 11), ('start', 11), ('plan', 11), ('ready', 10), ('today', 10), ('news', 10)]"
Empathetic,0.0023,"[('sad', 68), ('die', 30), ('feel', 26), ('dont', 15), ('bad', 14), ('anxiety', 11), ('life', 11), ('health', 11), ('sick', 10), ('work', 9), ('lose', 8), ('kid', 8), ('stress', 8), ('sadly', 8), ('day', 8), ('start', 8), ('news', 8), ('country', 7), ('suffer', 7), ('today', 7)]"
Optimism,0.0043,"[('love', 117), ('happy', 93), ('stay', 54), ('good', 40), ('safe', 35), ('bless', 33), ('work', 32), ('hope', 29), ('god', 27), ('life', 23), ('wish', 22), ('amaze', 20), ('family', 20), ('great', 19), ('health', 19), ('birthday', 18), ('happiness', 18), ('ugadi', 17), ('time', 17), ('today', 15)]"
Pessimism,0.2249,"[('test', 1306), ('dont', 1125), ('death', 963), ('spread', 948), ('pandemic', 784), ('china', 777), ('work', 763), ('case', 752), ('lockdown', 752), ('die', 737), ('government', 704), ('country', 702), ('news', 600), ('house', 599), ('kill', 584), ('crisis', 562), ('stay', 549), ('fight', 542), ('bad', 530), ('fuck', 507)]"
Sadness,0.1646,"[('stay', 1214), ('work', 930), ('health', 765), ('pandemic', 760), ('good', 759), ('fight', 732), ('test', 729), ('spread', 683), ('support', 678), ('safe', 666), ('positive', 549), ('crisis', 523), ('life', 510), ('update', 508), ('case', 482), ('great', 462), ('hope', 461), ('today', 455), ('news', 419), ('dont', 412)]"
Surprise,0.219,"[('test', 1421), ('stay', 1220), ('work', 1015), ('positive', 995), ('pandemic', 904), ('case', 828), ('health', 814), ('update', 812), ('fight', 805), ('good', 802), ('spread', 732), ('support', 670), ('safe', 661), ('prince', 609), ('news', 600), ('today', 568), ('charles', 546), ('crisis', 540), ('life', 513), ('great', 497)]"
Trust,0.0785,"[('die', 719), ('death', 508), ('test', 445), ('dont', 416), ('work', 412), ('bad', 386), ('life', 249), ('stay', 248), ('health', 248), ('hospital', 246), ('pandemic', 243), ('day', 242), ('country', 239), ('symptom', 239), ('feel', 232), ('sick', 229), ('family', 223), ('patient', 221), ('dy', 219), ('flu', 211)]"
