Category,Rate,Hotwords
anger,0.0051,"[('love', 200), ('happy', 64), ('good', 45), ('stay', 42), ('great', 41), ('beautiful', 34), ('family', 33), ('work', 32), ('hope', 32), ('bless', 30), ('birthday', 29), ('safe', 27), ('care', 27), ('life', 25), ('friend', 24), ('god', 23), ('amaze', 21), ('glad', 21), ('song', 20), ('watch', 20)]"
anticipation,0.2763,"[('death', 2282), ('test', 1996), ('dont', 1611), ('pandemic', 1551), ('mask', 1550), ('die', 1528), ('case', 1454), ('american', 1154), ('china', 1144), ('news', 1112), ('spread', 1102), ('work', 969), ('fuck', 936), ('bad', 910), ('health', 879), ('wear', 855), ('country', 846), ('hospital', 821), ('kill', 819), ('report', 817)]"
disgust,0.0434,"[('death', 739), ('test', 505), ('case', 470), ('pandemic', 349), ('die', 344), ('symptom', 302), ('report', 283), ('fear', 266), ('flu', 257), ('hospital', 238), ('health', 234), ('bad', 221), ('dont', 208), ('patient', 204), ('number', 199), ('crisis', 195), ('rate', 189), ('positive', 163), ('spread', 161), ('work', 151)]"
fear,0.0032,"[('sad', 136), ('feel', 39), ('die', 37), ('work', 34), ('lose', 34), ('dont', 27), ('life', 23), ('tire', 22), ('today', 22), ('friend', 22), ('job', 19), ('bad', 19), ('cry', 18), ('family', 18), ('depression', 18), ('heartbreaking', 17), ('lot', 16), ('mom', 16), ('start', 15), ('pass', 15)]"
confident,0.0,[]
empathetic,0.0059,"[('test', 75), ('start', 31), ('wuhan', 29), ('lab', 28), ('suggest', 27), ('virology', 27), ('watch', 26), ('hard', 26), ('ignore', 25), ('evidence', 25), ('wait', 25), ('movie', 24), ('positive', 22), ('cure', 22), ('case', 20), ('vaccine', 18), ('dont', 17), ('release', 17), ('mask', 16), ('confirm', 16)]"
optimism,0.0,[]
pessimism,0.245,"[('death', 1811), ('test', 1714), ('dont', 1502), ('mask', 1492), ('pandemic', 1405), ('die', 1229), ('american', 1109), ('china', 1079), ('spread', 1064), ('case', 989), ('news', 981), ('fuck', 934), ('work', 878), ('bad', 835), ('wear', 824), ('health', 795), ('kill', 794), ('country', 792), ('response', 765), ('shit', 727)]"
sadness,0.1927,"[('pandemic', 1035), ('stay', 1024), ('test', 948), ('work', 935), ('fight', 835), ('good', 786), ('case', 749), ('health', 691), ('update', 672), ('mask', 671), ('life', 663), ('patient', 614), ('great', 610), ('today', 600), ('care', 587), ('news', 579), ('love', 563), ('support', 554), ('dont', 547), ('watch', 491)]"
surprise,0.0867,"[('die', 1227), ('death', 938), ('bad', 629), ('dont', 568), ('test', 561), ('work', 513), ('hospital', 426), ('life', 424), ('pandemic', 418), ('lose', 407), ('health', 369), ('family', 331), ('job', 325), ('case', 320), ('feel', 312), ('stay', 311), ('patient', 302), ('sick', 302), ('crisis', 287), ('today', 284)]"
trust,0.1416,"[('stay', 1033), ('pandemic', 870), ('work', 834), ('fight', 740), ('good', 729), ('health', 649), ('life', 616), ('great', 581), ('care', 563), ('test', 558), ('love', 554), ('support', 530), ('dont', 515), ('patient', 504), ('mask', 501), ('today', 468), ('spread', 456), ('safe', 454), ('family', 453), ('hope', 436)]"
