Category,Rate,Hotwords
Anger,0.224,"[('death', 2788), ('test', 2644), ('lockdown', 1915), ('dont', 1915), ('spread', 1762), ('pandemic', 1732), ('government', 1711), ('country', 1526), ('news', 1446), ('fight', 1420), ('china', 1401), ('case', 1391), ('work', 1313), ('die', 1284), ('crisis', 1232), ('doctor', 1197), ('health', 1174), ('hospital', 1080), ('india', 1033), ('kill', 1004)]"
Anticipation,0.0037,"[('test', 118), ('positive', 44), ('case', 38), ('china', 28), ('news', 28), ('tiger', 26), ('india', 26), ('start', 25), ('outbreak', 23), ('picture', 21), ('thought', 20), ('watch', 18), ('hope', 17), ('time', 17), ('wave', 17), ('wait', 17), ('video', 16), ('country', 15), ('good', 14), ('report', 14)]"
Disgust,0.2429,"[('death', 3440), ('test', 2942), ('dont', 1969), ('lockdown', 1910), ('case', 1887), ('pandemic', 1852), ('spread', 1798), ('government', 1717), ('country', 1689), ('news', 1589), ('die', 1574), ('china', 1448), ('hospital', 1412), ('fight', 1381), ('work', 1367), ('crisis', 1300), ('doctor', 1265), ('health', 1262), ('report', 1132), ('patient', 1069)]"
Fear,0.0387,"[('death', 1288), ('test', 693), ('case', 570), ('hospital', 506), ('pandemic', 442), ('symptom', 405), ('die', 382), ('report', 358), ('patient', 356), ('crisis', 342), ('toll', 331), ('number', 315), ('health', 313), ('fear', 312), ('news', 308), ('flu', 292), ('bad', 290), ('risk', 259), ('outbreak', 240), ('dont', 232)]"
Confident,0.226,"[('work', 2282), ('fight', 2278), ('pandemic', 2082), ('support', 1961), ('test', 1929), ('stay', 1844), ('crisis', 1395), ('good', 1337), ('health', 1284), ('update', 1214), ('news', 1206), ('today', 1143), ('business', 1108), ('positive', 1107), ('great', 1092), ('share', 1068), ('safe', 1057), ('patient', 1047), ('life', 1043), ('case', 1026)]"
Empathetic,0.0046,"[('love', 239), ('happy', 127), ('stay', 76), ('family', 60), ('great', 59), ('safe', 58), ('birthday', 55), ('hope', 54), ('good', 52), ('work', 45), ('care', 44), ('bless', 44), ('god', 39), ('life', 38), ('smile', 37), ('friend', 36), ('beautiful', 35), ('heart', 35), ('feel', 31), ('share', 31)]"
Optimism,0.1816,"[('work', 2135), ('fight', 2126), ('support', 1941), ('pandemic', 1880), ('stay', 1825), ('crisis', 1342), ('good', 1265), ('health', 1205), ('test', 1160), ('life', 1063), ('great', 1063), ('safe', 1057), ('business', 1053), ('hope', 1000), ('share', 985), ('today', 976), ('care', 925), ('patient', 885), ('spread', 876), ('news', 855)]"
Pessimism,0.0022,"[('sad', 135), ('die', 42), ('feel', 35), ('family', 26), ('life', 26), ('lose', 21), ('work', 20), ('dont', 19), ('death', 19), ('cry', 17), ('month', 16), ('heart', 16), ('friend', 16), ('bad', 16), ('heartbreaking', 16), ('pandemic', 15), ('today', 15), ('love', 15), ('pass', 14), ('day', 14)]"
Sadness,0.0762,"[('death', 1635), ('die', 1327), ('test', 741), ('hospital', 717), ('bad', 710), ('work', 685), ('pandemic', 627), ('dont', 617), ('crisis', 534), ('life', 523), ('patient', 480), ('health', 475), ('country', 459), ('case', 445), ('symptom', 410), ('lose', 394), ('family', 392), ('government', 382), ('feel', 375), ('lockdown', 370)]"
Surprise,0.0,[]
Trust,0.0,[]
