Category,Rate,Hotwords
anger,0.6360840652731441,"[('ءلى', 5241), ('جديدة', 4981), ('حالة', 4962), ('الصحة', 4830), ('ءصابة', 3988), ('السعودية', 3130), ('وزارة', 2921), ('تسجيل', 2860), ('وفاة', 2703), ('عاجل', 2667), ('الكويت', 2491), ('ءزمة', 2195), ('حالات', 2019), ('وباء', 1827), ('تركيا', 1792), ('انتشار', 1716), ('كوفيد', 1676), ('مصر', 1597), ('الصين', 1597), ('البيت', 1585)]"
disgust,0.3711785933138149,"[('ءلى', 2278), ('الصحة', 1754), ('السعودية', 1646), ('جديدة', 1602), ('تركيا', 1505), ('حالة', 1469), ('الكويت', 1442), ('ءزمة', 1440), ('الصين', 1387), ('وباء', 1334), ('ءصابة', 1332), ('انتشار', 1137), ('الدول', 1063), ('مصر', 1055), ('وزارة', 1040), ('عاجل', 941), ('كوفيد', 936), ('وزير', 914), ('دول', 824), ('وفاة', 815)]"
fear,0.12992215337827104,"[('حالة', 1377), ('ءلى', 1077), ('للوقاية', 1043), ('الصحة', 951), ('جديدة', 867), ('عدوى', 748), ('وباء', 677), ('حالات', 646), ('قناة', 636), ('عاجل', 601), ('الوباء', 586), ('الفيروس', 570), ('انتشار', 550), ('تسجيل', 534), ('السياسية', 493), ('وزارة', 472), ('ءصابة', 447), ('ونصاءح', 422), ('وفاة', 405), ('العدوى', 389)]"
sadness,0.2952724631760514,"[('حالة', 4599), ('جديدة', 4374), ('ءلى', 3571), ('ءصابة', 3453), ('الصحة', 2909), ('وفاة', 2873), ('تسجيل', 2484), ('حالات', 1735), ('وزارة', 1610), ('عاجل', 1373), ('الوفيات', 1294), ('وفيات', 1258), ('الءصابات', 1206), ('تسجل', 1100), ('تعلن', 1091), ('ءجمالي', 1029), ('الحالات', 1028), ('ارتفاع', 957), ('السعودية', 876), ('ءزمة', 738)]"
pessimism,0.2788520460270988,"[('جديدة', 3065), ('حالة', 2950), ('ءصابة', 2402), ('ءلى', 2153), ('وفاة', 1807), ('تسجيل', 1481), ('الصحة', 1431), ('ءزمة', 951), ('حالات', 853), ('وزارة', 805), ('السعودية', 803), ('الصين', 802), ('تسجل', 801), ('الءصابات', 734), ('وفيات', 676), ('الوفيات', 659), ('تركيا', 654), ('وباء', 601), ('تعلن', 597), ('الكويت', 577)]"
anticipation,0.23187172329270783,"[('للوقاية', 1735), ('قناة', 1469), ('الصحة', 1468), ('السعودية', 1453), ('عدوى', 1418), ('ءلى', 1376), ('حالة', 1135), ('انتشار', 1117), ('وزارة', 1114), ('عاجل', 1033), ('الكويت', 1023), ('ءزمة', 1018), ('ونصاءح', 923), ('السياسية', 864), ('لمواجهة', 765), ('الرياض', 753), ('الصين', 747), ('جديدة', 719), ('خليك', 682), ('كوفيد', 674)]"
trust,0.011722384875513492,"[('اللهم', 259), ('ءزمة', 120), ('المملكة', 111), ('عنا', 99), ('السعودية', 90), ('ءثبتت', 89), ('بالله', 82), ('قوية', 81), ('سعود', 80), ('الكبيرة', 79), ('ءلا', 78), ('الوباء', 76), ('المصيبيح', 76), ('لديها', 76), ('ءرضية', 76), ('العقول', 76), ('الراشدة', 76), ('والخدمات', 76), ('التقنية', 76), ('والءدارية', 76)]"
optimism,0.15880256916547514,"[('اللهم', 1823), ('يارب', 994), ('خليك', 793), ('البيت', 756), ('الصحة', 717), ('كلنا', 700), ('ءلى', 697), ('عنا', 696), ('رمضان', 687), ('بالبيت', 653), ('السعودية', 645), ('الخير', 617), ('مسءول', 593), ('ءزمة', 590), ('الوباء', 502), ('حالة', 497), ('خير', 497), ('جاءحة', 489), ('البلاء', 468), ('ءلا', 438)]"
confident,0.09152084609972538,"[('اللهم', 1260), ('السعودية', 695), ('الخير', 654), ('الدمام', 592), ('يارب', 568), ('خليك', 567), ('شكرا', 562), ('الرياض', 553), ('الكويت', 553), ('البيت', 532), ('رمضان', 496), ('عنا', 481), ('بالبيت', 467), ('المدينة', 432), ('مكة', 404), ('الزلفي', 404), ('كلنا', 403), ('تبوك', 367), ('نجران', 351), ('مشيط', 347)]"
empathetic,0.31342910964344883,"[('السعودية', 2212), ('للوقاية', 2095), ('قناة', 1795), ('عدوى', 1786), ('ونصاءح', 1623), ('الرياض', 1607), ('خليك', 1562), ('البيت', 1442), ('الكويت', 1404), ('اللهم', 1277), ('الصحة', 1270), ('بالبيت', 1222), ('رمضان', 1191), ('الرياضية', 1163), ('كلنا', 1042), ('ءلى', 960), ('الخير', 919), ('ءزمة', 895), ('مسءول', 868), ('الدمام', 835)]"
surprise,0.0020880143437507093,"[('نمشي', 29), ('السعودية', 28), ('زافول', 27), ('الرياض', 25), ('فيكتوريا', 24), ('سيكريت', 24), ('نسناس', 24), ('الصين', 24), ('فوغا', 23), ('ماكس', 23), ('جدة', 23), ('الامارات', 23), ('عروض', 23), ('عندنا', 22), ('كلوسيت', 22), ('ستايلي', 22), ('اكوادك', 21), ('اناس', 21), ('الاهلي', 21), ('ذابالم', 21)]"
