Category,Rate,Hotwords
anger,0.6275073004930825,"[('الحظر', 922), ('ءلى', 862), ('الصحة', 835), ('السعودية', 788), ('الكويت', 677), ('ءصابة', 614), ('جديدة', 606), ('حالة', 560), ('وزارة', 553), ('الشامل', 487), ('ءزمة', 440), ('عاجل', 416), ('رمضان', 408), ('مصر', 402), ('جاءحة', 393), ('انا', 372), ('قناة', 367), ('قطر', 358), ('يعني', 319), ('حظر', 311)]"
disgust,0.23012111637704055,"[('ءلى', 414), ('الصحة', 356), ('حالة', 342), ('السعودية', 319), ('جديدة', 311), ('الكويت', 294), ('ءصابة', 261), ('الحظر', 242), ('وزارة', 226), ('الصين', 199), ('حالات', 185), ('انتشار', 158), ('وفاة', 155), ('ءزمة', 153), ('وباء', 144), ('رمضان', 142), ('الشعب', 141), ('جاءحة', 133), ('الشامل', 133), ('تسجيل', 132)]"
fear,0.1353822586050074,"[('حالة', 408), ('ءلى', 348), ('الصحة', 309), ('جديدة', 299), ('الءمنية', 268), ('وزارة', 233), ('حالات', 231), ('وفاة', 205), ('السعودية', 201), ('ءصابة', 185), ('الوفيات', 181), ('الحظر', 154), ('الوباء', 153), ('الحالات', 152), ('ءجمالي', 133), ('الفيروس', 133), ('الءصابة', 133), ('فهد', 133), ('الءفواج', 132), ('تسجيل', 131)]"
sadness,0.29024845612523337,"[('حالة', 946), ('جديدة', 872), ('ءصابة', 823), ('ءلى', 726), ('وفاة', 631), ('الصحة', 572), ('تسجيل', 450), ('حالات', 401), ('وزارة', 389), ('الوفيات', 313), ('وفيات', 284), ('ءجمالي', 269), ('عاجل', 268), ('الكويت', 234), ('تسجل', 227), ('الءصابات', 226), ('انا', 212), ('ارتفاع', 192), ('ليرتفع', 189), ('الحالات', 181)]"
pessimism,0.35008856335870553,"[('جديدة', 762), ('حالة', 678), ('ءصابة', 640), ('ءلى', 566), ('الصحة', 498), ('السعودية', 429), ('للوقاية', 390), ('عدوى', 386), ('وفاة', 374), ('تسجيل', 369), ('قناة', 360), ('وزارة', 326), ('الكويت', 277), ('ونصاءح', 270), ('الءمنية', 267), ('ءزمة', 260), ('السياسية', 247), ('مصر', 233), ('الحظر', 230), ('حالات', 217)]"
anticipation,0.3498492029297717,"[('حالة', 1011), ('الصحة', 907), ('السعودية', 842), ('ءلى', 641), ('جديدة', 636), ('وزارة', 620), ('الحظر', 600), ('حالات', 477), ('للوقاية', 469), ('ءصابة', 458), ('قناة', 455), ('عدوى', 444), ('الكويت', 399), ('تسجيل', 359), ('رمضان', 338), ('ونصاءح', 327), ('الشامل', 307), ('الءمنية', 281), ('جاءحة', 278), ('قطر', 251)]"
trust,0.018382880942122648,"[('اللهم', 64), ('سلمان', 52), ('الكويت', 43), ('السعودية', 37), ('الزلفي', 32), ('الدمام', 32), ('الرياض', 31), ('المدينة', 31), ('الملك', 30), ('مكة', 29), ('جازان', 29), ('مشيط', 28), ('الطاءف', 27), ('عرعر', 27), ('نجران', 27), ('الباحة', 27), ('سكاكا', 27), ('تبوك', 27), ('حفر', 27), ('الباطن', 27)]"
optimism,0.09603140408827612,"[('اللهم', 312), ('رمضان', 301), ('حالة', 170), ('كلنا', 146), ('يارب', 144), ('الصحة', 143), ('السعودية', 131), ('مسءول', 130), ('ءلى', 126), ('خير', 113), ('الخير', 101), ('جاءحة', 92), ('عنا', 91), ('الكويت', 85), ('حالات', 82), ('عمان', 79), ('نمشي', 79), ('اند', 75), ('جديدة', 75), ('وزارة', 74)]"
confident,0.059074153860883716,"[('اللهم', 245), ('رمضان', 156), ('شكرا', 76), ('الخير', 75), ('يارب', 73), ('الكويت', 70), ('جاءحة', 66), ('عنا', 64), ('السعودية', 58), ('سلمان', 57), ('مكة', 56), ('كلنا', 54), ('الدمام', 54), ('الخبر', 53), ('المدينة', 52), ('الطاءف', 51), ('انا', 50), ('الصحة', 50), ('خير', 47), ('الرياض', 47)]"
empathetic,0.1351907702618603,"[('رمضان', 394), ('السعودية', 376), ('نمشي', 267), ('اند', 188), ('جاءحة', 169), ('الصحة', 169), ('الرياض', 153), ('باث', 146), ('نسناس', 143), ('كلوسيت', 136), ('فوغا', 131), ('كلنا', 126), ('وزارة', 125), ('اللهم', 125), ('الكويت', 111), ('بودي', 111), ('الدمام', 110), ('شكرا', 108), ('مكة', 108), ('الامارات', 106)]"
surprise,0.02781368184211786,"[('جديدة', 96), ('حالة', 87), ('وفاة', 66), ('الصحة', 52), ('ءصابة', 51), ('رمضان', 43), ('عاجل', 42), ('تسجل', 40), ('وزارة', 40), ('تسجيل', 36), ('خلطة', 34), ('السعودية', 33), ('علاج', 29), ('بشرى', 27), ('تثبت', 27), ('للعالم', 26), ('ثلاثية', 26), ('جديد', 26), ('يعني', 25), ('كفاءتها', 24)]"
