"State","Date","Rt","R.lo.05","R.hi.95"
"Alabama",2020-03-26,4.57490233165973,4.38009057208747,4.7732646744711
"Alabama",2020-03-27,3.97123979957281,3.82407114561053,4.12073712231135
"Alabama",2020-03-28,3.43921539834058,3.32579914778157,3.55422577907907
"Alabama",2020-03-29,3.02930623448505,2.93934246685689,3.12040712573585
"Alabama",2020-03-30,2.7263002065909,2.65275151948979,2.80069238667197
"Alabama",2020-03-31,2.4077557112742,2.34718773034459,2.46897089149401
"Alabama",2020-04-01,2.12617898087946,2.07556919287833,2.17730019249818
"Alabama",2020-04-02,1.93459535024735,1.89099974422476,1.97860779697812
"Alabama",2020-04-03,1.85080117722462,1.81171450973555,1.89023787725321
"Alabama",2020-04-04,1.78013329368465,1.74460007431434,1.81596712895711
"Alabama",2020-04-05,1.73125447969121,1.6985628410273,1.76420763985847
"Alabama",2020-04-06,1.70163890667616,1.67126767396429,1.73223968029686
"Alabama",2020-04-07,1.68168434659133,1.65329811370708,1.71027339161528
"Alabama",2020-04-08,1.67368038869058,1.64699746098873,1.7005433044143
"Alabama",2020-04-09,1.66216101437732,1.63707167371752,1.68741053103205
"Alabama",2020-04-10,1.64496223757251,1.62139473369499,1.66867250627699
"Alabama",2020-04-11,1.62040317842543,1.59829909930816,1.64263470901367
"Alabama",2020-04-12,1.60218245954993,1.5813870743212,1.62309190198525
"Alaska",2020-04-03,5,0.256466471937753,14.97866136777
"Alaska",2020-04-04,5,0.256466471937753,14.97866136777
"Alaska",2020-04-05,5,0.256466471937753,14.97866136777
"Alaska",2020-04-06,5,0.256466471937753,14.97866136777
"Alaska",2020-04-07,5,0.256466471937753,14.97866136777
"Alaska",2020-04-08,5,0.256466471937753,14.97866136777
"Alaska",2020-04-09,5,0.256466471937753,14.97866136777
"Alaska",2020-04-10,5,0.256466471937753,14.97866136777
"Alaska",2020-04-11,5,0.256466471937753,14.97866136777
"Alaska",2020-04-12,5,0.256466471937753,14.97866136777
"Arizona",2020-03-27,4.59300058631164,4.42437869254516,4.76426530993331
"Arizona",2020-03-28,3.75431937480655,3.63206073399805,3.87827462854752
"Arizona",2020-03-29,3.21068425064235,3.11691984603441,3.30561385729104
"Arizona",2020-03-30,2.89714878470079,2.82125652188308,2.97388590425374
"Arizona",2020-03-31,2.64879982909855,2.58571016278793,2.71252743814235
"Arizona",2020-04-01,2.41918071804326,2.36602594502406,2.47283092545884
"Arizona",2020-04-02,2.22639257465176,2.18090696879325,2.27227211943854
"Arizona",2020-04-03,2.07665594221718,2.03702287479423,2.11660947661044
"Arizona",2020-04-04,1.96710927182634,1.93194579684074,2.00253891911176
"Arizona",2020-04-05,1.86686904559685,1.83537193690418,1.89859108509639
"Arizona",2020-04-06,1.78805149077357,1.75951153588283,1.81678418892576
"Arizona",2020-04-07,1.71208846592172,1.68607239035878,1.73827175374567
"Arizona",2020-04-08,1.63662930127129,1.61280566068362,1.66059958386042
"Arizona",2020-04-09,1.61081257723793,1.58856053596205,1.63319456058821
"Arizona",2020-04-10,1.569930065422,1.54915042548805,1.5908259422303
"Arizona",2020-04-11,1.53281938145008,1.5133417951174,1.55240154322901
"Arizona",2020-04-12,1.49150198861435,1.47322739709015,1.50987116856257
