"State","Date","Rt","R.lo.05","R.hi.95"
"Alabama",2020-03-26,5.51593171090498,5.08727737880801,5.95906869945543
"Alabama",2020-03-27,4.04020645249253,3.75022885475276,4.33920830052777
"Alabama",2020-03-28,2.92484132460296,2.72525519210874,3.13032339728537
"Alabama",2020-03-29,2.35408663023932,2.20256221421934,2.50982590710105
"Alabama",2020-03-30,2.02986220422338,1.90585949641563,2.15713380051247
"Alabama",2020-03-31,1.44692687842075,1.35223686246676,1.54429613346866
"Alabama",2020-04-01,1.14930992314547,1.07122311218875,1.22969317418934
"Alabama",2020-04-02,1.16320563910584,1.08815916528775,1.24034465293037
"Alabama",2020-04-03,1.4355074956508,1.35386111975155,1.51915400071857
"Alabama",2020-04-04,1.36031231861547,1.28232689037391,1.44022378709876
"Alabama",2020-04-05,1.42139247810576,1.3441129170318,1.50047971997831
"Alabama",2020-04-06,1.49107057271938,1.41463372502789,1.56919093517589
"Alabama",2020-04-07,1.49771306074728,1.42395143223717,1.57303408375089
"Alabama",2020-04-08,1.54806345523044,1.47615256244538,1.62140650060339
"Alabama",2020-04-09,1.50129587900143,1.43357259848734,1.5703281672639
"Alabama",2020-04-10,1.44341316537846,1.38003362955518,1.5079845226406
"Alabama",2020-04-11,1.36329111261934,1.30439599758963,1.42327550563442
"Alabama",2020-04-12,1.39516134088501,1.33791686186972,1.45341043328026
"Alabama",2020-04-13,1.32355776296834,1.26975539094995,1.37829541959486
"Alabama",2020-04-14,1.11753147726248,1.06979846974771,1.16613716229363
"Alabama",2020-04-15,1.01623857323507,0.972043112824732,1.06125700243859
"Alabama",2020-04-16,0.978728104011012,0.936058452745326,1.02219431871519
"Alabama",2020-04-17,0.909375504485999,0.86846226862686,0.951077408258893
"Alabama",2020-04-18,0.794183990510251,0.755910929545968,0.833248433943802
"Alabama",2020-04-19,0.778434820909591,0.740218264262574,0.81745670911271
"Alabama",2020-04-20,0.826982725282534,0.786867270828795,0.867933222495731
"Alabama",2020-04-21,0.835899405700857,0.794638222523315,0.878034916887047
"Alabama",2020-04-22,0.96883638011361,0.923427723056645,1.01515766821167
"Alabama",2020-04-23,1.04809948941752,1.00002849273863,1.09711550462702
"Alabama",2020-04-24,1.10040726716506,1.05076802477699,1.15100597507838
