Date,State,Positive,Negative,Pending,HospitalizedCurrently,HospitalizedCumulative,InICUcurrently,InICUcumulative,OnVentilatorCurrently,OnVentilatorCumulative,Recovered,Deaths,DataQualityGrade,LastUpdateET
20200325,AZ,450,323,53,,,,,,,,6,B,3/24/2020 00:00
20200325,CA,"2,355","15,921","48,600",,,,,,,,53,B,3/24/2020 00:00
20200325,CO,912,"6,789",,152,84,,,,,,11,A,3/24/2020 18:00
20200325,CT,875,"5,023",,113,,,,,,,19,A,3/25/2020 16:00
20200325,DC,183,"1,423",3,,,,,,,,2,A,3/24/2020 19:30
20200325,DE,115,36,,11,,,,,,,0,C,3/25/2020 12:00
20200325,FL,"1,682","15,374","1,233",,316,,,,,,22,A,3/25/2020 11:00
20200325,GA,"1,247","4,932",,,394,,,,,,40,A,3/25/2020 12:00
20200325,GU,37,233,,10,,,,,,,1,,3/25/2020 06:45
20200325,HI,90,"4,357",,,6,,,,,,,A,3/24/2020 18:00
20200325,IA,145,"2,578",,23,36,,,,,,1,C,3/25/2020 00:00
20200325,ID,73,"1,887",,,,,,,,,0,A,3/24/2020 19:00
20200325,IL,"1,865","12,344",,,,,,,,,19,A,3/25/2020 00:00
20200325,IN,477,"2,879",,,1,,,,,,14,B,3/25/2020 00:59
20200325,KS,126,"2,360",,,,,,,,,3,B,3/25/2020 12:00
20200325,KY,157,"2,865",,,,,,,,,4,A,3/24/2020 17:00
20200325,LA,"1,795","9,656",,491,,,,163,,,65,A,3/25/2020 13:00
20200325,MA,"1,739","18,079",,,103,,,,,,33,B,3/25/2020 16:00
20200325,MD,423,94,,,,,,,,,4,D,3/25/2020 10:00
20200325,ME,149,"3,177",,,,,,,,7,,A,3/25/2020 11:30
20200325,MI,"7,060","7,537",,,,,,,,,43,D,3/25/2020 15:00
20200325,MN,287,"11,188",,26,35,,,,,121,1,A,3/25/2020 00:00
20200325,MO,356,369,,,,,,,,,8,C,3/24/2020 16:00
20200325,MP,0,,,,,,,,,,0,,3/24/2020 18:30
20200325,MS,377,"1,566",,,117,,,,,,2,B,3/24/2020 20:00
20200325,MT,53,"1,948",,,,,,,,,,C,3/25/2020 10:00
20200325,NC,504,"9,985",,29,,,,,,,1,A,3/25/2020 16:30
20200325,ND,39,"1,734",,,8,,,,,,0,B,3/25/2020 11:47
20200325,NE,61,"1,304",,,,,,,,,0,A,3/24/2020 00:00
20200325,NH,108,"2,356",804,,13,,,,,,1,B,3/25/2020 13:30
20200325,NJ,"4,402","10,452",,,,,,,,,62,B,3/24/2020 01:30
20200325,NM,100,"6,742",,,,,,,,,1,A,3/24/2020 00:00
20200325,NV,321,"4,251",,,,,,,,,6,A,3/25/2020 02:59
20200325,NY,"30,811","72,668",,"4,079","3,805",,,,,,285,B,3/25/2020 11:45
20200325,OH,704,"14,060",,,182,,74,,,,10,B,3/25/2020 14:00
20200325,OK,164,805,,,59,,,,,,5,A,3/25/2020 08:00
20200325,OR,209,"4,350",,,61,,,,,,8,A,3/24/2020 11:00
20200325,PA,"1,127","11,193",,,,,,,,,11,A,3/25/2020 12:00
20200325,PR,51,317,70,,,,,,,,2,A,3/25/2020 07:00
20200325,RI,132,"1,262",196,15,,,,,,,,B,3/25/2020 00:00
20200325,SC,424,"2,303",,,102,,,,,,7,B,3/24/2020 19:30
20200325,SD,41,819,268,,,,,,,,1,A,3/25/2020 13:00
20200325,TN,784,"11,012",,,53,,,,,,3,A,3/25/2020 15:00
20200325,TX,974,"12,520",,,,,,,,,12,A,3/25/2020 12:30
20200325,UT,346,"6,491",,,,,,,,,1,A,3/25/2020 15:00
20200325,VA,391,"4,979",,,59,,,,,,9,A,3/25/2020 00:00
20200325,VI,17,55,2,,,,,,,,,,3/24/2020 20:30
20200325,VT,123,"1,589",,,,,,,,,8,A,3/25/2020 13:00
20200325,WA,"3,339","57,929",,,,,,,,,159,A,3/24/2020 21:06
20200325,WI,585,"10,089",,,,,,,,,7,A,3/25/2020 16:00
20200325,WV,39,759,6,,1,,,,,,0,B,3/24/2020 00:00
20200325,WY,44,954,,,,,,,,7,,A,3/25/2020 12:45
20200324,AK,36,986,,,0,,,,,,0,A,3/23/2020 19:00
20200324,AL,215,"2,106",,,,,,,,,0,C,3/24/2020 12:00
20200324,AR,218,947,,22,,,,,,,0,A,3/24/2020 00:00
20200324,AS,,,,,,,,,,,0,,3/24/2020 00:00
20200324,AZ,357,313,22,,,,,,,,5,B,3/24/2020 00:00
20200324,CA,"2,102","13,452","12,100",,,,,,,,40,B,3/24/2020 00:00
20200324,CO,720,"5,504",,116,72,,,,,,7,A,3/23/2020 18:13
20200324,CT,618,"4,682",,71,,,,,,,12,A,3/24/2020 16:00
20200324,DC,137,"1,195",2,,,,,,,,2,A,3/23/2020 19:30
20200324,DE,91,36,,,,,,,,,0,C,3/24/2020 10:45
20200324,FL,"1,412","13,127","1,008",,259,,,,,,18,A,3/24/2020 11:00
20200324,GA,"1,026","4,458",,,,,,,,,32,A,3/24/2020 12:00
20200324,GU,32,201,,5,,,,,,,1,,3/24/2020 06:45
20200324,HI,77,"3,589",,,4,,,,,,,A,3/23/2020 18:00
20200324,IA,124,"2,315",,,27,,,,,,,C,3/24/2020 00:00
20200324,ID,50,"1,887",,,,,,,,,0,A,3/23/2020 19:00
20200324,IL,"1,535","9,934",,,,,,,,,16,A,3/24/2020 00:00
20200324,IN,365,"2,566",,,1,,,,,,12,B,3/24/2020 11:00
20200324,KS,98,"2,086",,,,,,,,,2,B,3/24/2020 12:00
20200324,KY,124,"1,762",,,,,,,,,4,A,3/23/2020 17:00
20200324,LA,"1,388","7,215",,271,,,,,,,46,A,3/24/2020 13:00
20200324,MA,"1,060","12,714",,,94,,,,,,26,B,3/24/2020 12:30
20200324,MD,349,94,,,,,,,,,3,D,3/24/2020 10:00
20200324,ME,125,"3,014",,,,,,,,,,A,3/24/2020 12:00
20200324,MI,"6,441","5,796",,,,,,,,,24,D,3/24/2020 11:00
20200324,MN,262,"5,550",,,21,,,,,,1,A,3/24/2020 00:00
20200324,MO,183,369,,,,,,,,,3,C,3/23/2020 15:00
20200324,MP,0,,,,,,,,,,0,,3/23/2020 01:30
20200324,MS,320,"1,552",,,86,,,,,,1,B,3/23/2020 19:00
20200324,MT,46,"1,643",,,,,,,,,,C,3/24/2020 10:00
20200324,NC,398,"8,141",,,,,,,,,0,A,3/24/2020 09:45
20200324,ND,34,"1,454",,,5,,,,,,0,B,3/24/2020 11:17
20200324,NE,52,975,,,,,,,,,0,A,3/23/2020 00:00
20200324,NH,101,"1,447",869,,11,,,,,,1,B,3/23/2020 09:00
20200324,NJ,"3,675","8,325",45,,,,,,,,44,B,3/24/2020 01:30
20200324,NM,83,"5,890",,,,,,,,,,A,3/23/2020 00:00
20200324,NV,278,"3,954",,,,,,,,,4,A,3/23/2020 14:59
20200324,NY,"25,665","65,605",,"3,343","3,234",,,,,,210,B,3/24/2020 11:30
20200324,OH,564,140,,,145,,,,,,8,D,3/24/2020 14:00
20200324,OK,106,735,,,25,,,,,,3,A,3/24/2020 08:00
20200324,OR,209,"4,350",,,61,,,,,,8,A,3/24/2020 11:00
20200324,PA,851,"8,643",,,,,,,,,7,A,3/24/2020 12:00
20200324,PR,39,268,42,,,,,,,,2,A,3/23/2020 07:00
20200324,RI,124,"1,200",77,,,,,,,,,B,3/24/2020 00:00
20200324,SC,298,"2,012",,,,,,,,,5,B,3/23/2020 16:35
20200324,SD,30,790,268,,,,,,,,1,A,3/24/2020 12:30
20200324,TN,667,"10,517",,,,,,,,,2,A,3/24/2020 15:00
20200324,TX,410,"10,757",,,,,,,,,9,A,3/23/2020 21:00
20200324,UT,299,"5,524",,,,,,,,,1,A,3/24/2020 15:00
20200324,VA,290,"4,180",,,45,,,,,,7,A,3/24/2020 00:00
20200324,VI,17,,,,,,,,,,,,3/23/2020 20:30
20200324,VT,95,"1,440",,,,,,,,,7,A,3/24/2020 13:00
20200324,WA,"2,877","53,341",,,,,,,,,146,A,3/23/2020 18:07
20200324,WI,457,"8,237",,,,,,,,,5,A,3/24/2020 16:00
20200324,WV,20,610,0,,1,,,,,,0,B,3/23/2020 00:00
20200324,WY,29,710,,,,,,,,,,A,3/24/2020 00:00
20200323,AK,22,946,,,0,,,,,,0,A,3/21/2020 16:30
20200323,AL,167,"1,665",,,,,,,,,0,C,3/23/2020 12:00
20200323,AR,174,906,,13,,,,,,,0,A,3/23/2020 00:00
20200323,AS,,,,,,,,,,,0,,3/19/2020 00:00
20200323,AZ,265,309,6,,,,,,,,2,B,3/23/2020 00:00
20200323,CA,"1,733","12,567","12,100",,,,,,,,27,B,3/23/2020 00:00
20200323,CO,591,"4,845",,74,58,,,,,,6,A,3/22/2020 18:00
20200323,CT,415,"4,085",,54,,,,,,,10,A,3/23/2020 16:00
20200323,DC,116,"1,113",,,,,,,,,2,A,3/22/2020 19:00
20200323,DE,68,36,,,,,,,,,0,C,3/23/2020 11:15
20200323,FL,"1,171","11,063",860,,217,,,,,,14,A,3/23/2020 11:00
20200323,GA,772,"4,297",,,,,,,,,25,A,3/23/2020 12:00
20200323,GU,29,161,,,,,,,,,1,,3/23/2020 06:45
20200323,HI,56,"2,955",,,,,,,,,,A,3/22/2020 18:00
20200323,IA,105,"2,043",,,,,,,,,,C,3/23/2020 00:00
20200323,ID,47,"1,309",,,,,,,,,0,A,3/22/2020 19:00
20200323,IL,"1,273","8,583",,,,,,,,,12,A,3/23/2020 00:00
20200323,IN,259,"1,701",,,1,,,,,,7,B,3/23/2020 11:00
20200323,KS,82,417,,,,,,,,,2,B,3/23/2020 11:00
20200323,KY,104,"1,762",,,,,,,,,3,A,3/23/2020 09:00
20200323,LA,"1,172","4,776",,,,,,,,,34,B,3/23/2020 13:00
20200323,MA,678,"8,263",,,79,,,,,,17,B,3/23/2020 12:30
20200323,MD,288,94,,,,,,,,,3,D,3/23/2020 10:00
20200323,ME,107,"2,791",,,,,,,,,,A,3/23/2020 11:30
20200323,MI,"5,789","4,697",,,,,,,,,15,D,3/23/2020 11:00
20200323,MN,235,"4,511",,,17,,,,,,1,A,3/23/2020 00:00
20200323,MO,183,369,,,,,,,,,3,C,3/23/2020 15:00
20200323,MP,0,,,,,,,,,,0,,3/23/2020 01:30
20200323,MS,249,"1,143",,,33,,,,,,1,B,3/22/2020 19:22
20200323,MT,34,"1,146",,,,,,,,,,C,3/23/2020 10:00
20200323,NC,297,"8,141",,,,,,,,,0,A,3/23/2020 15:00
20200323,ND,30,"1,353",,,4,,,,,,0,B,3/23/2020 12:11
20200323,NE,50,356,,,,,,,,,0,A,3/21/2020 00:00
20200323,NH,78,"1,374",889,,,,,,,,,B,3/22/2020 09:00
20200323,NJ,"2,844",359,94,,,,,,,,27,B,3/23/2020 14:00
20200323,NM,65,"5,321",,,,,,,,,,A,3/22/2020 00:00
20200323,NV,245,"3,490",,,,,,,,,4,A,3/22/2020 14:59
20200323,NY,"20,875","57,414",,"2,629","2,635",,,,,,114,B,3/23/2020 11:36
20200323,OH,442,140,,,104,,,,,,6,D,3/23/2020 14:00
20200323,OK,81,694,102,,15,,,,,,2,A,3/23/2020 08:00
20200323,OR,191,"3,649",,,56,,,,,,5,A,3/23/2020 11:00
20200323,PA,644,"6,595",,,,,,,,,6,A,3/23/2020 15:00
20200323,PR,31,189,35,,,,,,,,2,A,3/23/2020 07:00
20200323,RI,106,"1,143",216,,,,,,,,,B,3/23/2020 15:25
20200323,SC,298,"1,466",,,,,,,,,5,A,3/23/2020 16:35
20200323,SD,28,762,265,,,,,,,,1,A,3/23/2020 10:00
20200323,TN,615,"3,272",,,,,,,,,2,B,3/23/2020 15:00
20200323,TX,352,"9,703",,,,,,,,,8,A,3/23/2020 13:00
20200323,UT,257,"4,790",,,,,,,,,1,A,3/23/2020 15:00
20200323,VA,254,"3,443",,,38,,,,,,6,A,3/23/2020 00:00
20200323,VI,17,,,,,,,,,,,,3/22/2020 20:30
20200323,VT,75,"1,106",,,,,,,,,5,A,3/23/2020 13:00
20200323,WA,"2,496","48,492",,,,,,,,,137,A,3/22/2020 18:00
20200323,WI,416,"7,050",,,,,,,,,5,A,3/23/2020 16:00
20200323,WV,16,444,4,,1,,,,,,0,B,3/22/2020 19:00
20200323,WY,26,592,,,,,,,,,,A,3/23/2020 14:00
20200322,AK,22,946,,,0,,,,,,0,,3/21/2020 16:30
20200322,AL,138,"1,464",,,,,,,,,0,,3/22/2020 10:37
20200322,AR,165,711,119,13,,,,,,,0,,3/22/2020 13:45
20200322,AS,,,,,,,,,,,0,,3/19/2020 00:00
20200322,AZ,152,282,87,,,,,,,,2,,3/22/2020 00:00
20200322,CA,"1,536","11,304",,,,,,,,,27,,3/22/2020 13:34
20200322,CO,475,"4,075",,56,49,,,,,,5,,3/21/2020 18:00
20200322,CT,223,"2,877",,43,,,,,,,5,,3/21/2020 19:30
20200322,DC,98,957,,,,,,,,,1,,3/21/2020 19:30
20200322,DE,56,36,,,,,,,,,0,,3/22/2020 16:15
20200322,FL,830,"7,990",963,,185,,,,,,13,,3/22/2020 11:00
20200322,GA,600,"3,420",,,,,,,,,23,,3/22/2020 12:00
20200322,GU,27,126,,,,,,,,,1,,3/22/2020 07:00
20200322,HI,48,263,,,,,,,,,,,3/21/2020 18:00
20200322,IA,90,"1,215",,,,,,,,,,,3/22/2020 00:00
20200322,ID,42,"1,175",,,,,,,,,0,,3/21/2020 19:55
20200322,IL,"1,049","7,271",,,,,,,,,9,,3/22/2020 00:00
20200322,IN,201,"1,293",,,1,,,,,,6,,3/13/2020 00:59
20200322,KS,64,417,,,,,,,,,2,,3/21/2020 11:00
20200322,KY,99,"1,472",,,,,,,,,3,,3/22/2020 09:00
20200322,LA,837,"2,661",,,,,,,,,20,,3/22/2020 10:00
20200322,MA,547,"5,476",,,71,,,,,,11,,3/22/2020 16:00
20200322,MD,244,94,,,,,,,,,3,,3/22/2020 10:00
20200322,ME,89,"2,264",,,,,,,,,,,3/22/2020 12:15
20200322,MI,"5,098","3,712",,,,,,,,,8,,3/22/2020 15:00
20200322,MN,169,"4,511",,,12,,,,,,1,,3/21/2020 12:10
20200322,MO,90,369,,,,,,,,,3,,3/21/2020 22:00
20200322,MP,0,,,,,,,,,,0,,3/22/2020 01:30
20200322,MS,207,"1,114",,,33,,,,,,1,,3/22/2020 11:20
20200322,MT,31,"1,146",,,,,,,,,,,3/22/2020 00:00
20200322,NC,255,"6,183",,,,,,,,,0,,3/22/2020 10:16
20200322,ND,28,"1,260",,,3,,,,,,0,,3/22/2020 11:39
20200322,NE,48,356,,,,,,,,,0,,3/21/2020 00:00
20200322,NH,65,"1,188",959,,,,,,,,,,3/21/2020 09:00
20200322,NJ,"1,914",327,49,,,,,,,,20,,3/22/2020 13:30
20200322,NM,57,"4,722",,,,,,,,,,,3/21/2020 00:00
20200322,NV,190,"2,448",,,,,,,,,2,,3/21/2020 14:00
20200322,NY,"15,168","46,233",,"2,043","1,974",,,,,,114,,3/22/2020 11:00
20200322,OH,351,140,,,83,,,,,,3,,3/20/2020 14:00
20200322,OK,67,669,102,,11,,,,,,2,,3/22/2020 08:00
20200322,OR,161,"2,864",,,43,,,,,,4,,3/22/2020 11:00
20200322,PA,479,"4,964",,,,,,,,,2,,3/22/2020 12:00
20200322,PR,23,183,69,,,,,,,,1,,3/22/2020 07:00
20200322,RI,83,932,216,,,,,,,,,,3/22/2020 15:25
20200322,SC,195,"1,466",,,,,,,,,3,,3/22/2020 15:40
20200322,SD,21,740,277,,,,,,,,1,,3/22/2020 12:30
20200322,TN,505,"3,272",,,,,,,,,,,3/22/2020 15:00
20200322,TX,334,"8,422",,,,,,,,,5,,3/21/2020 21:00
20200322,UT,181,"3,508",,,,,,,,,1,,3/22/2020 15:00
20200322,VA,219,"3,118",,,32,,,,,,3,,3/21/2020 17:00
20200322,VI,6,,,,,,,,,,,,3/21/2020 20:30
20200322,VT,52,"1,106",,,,,,,,,2,,3/22/2020 14:00
20200322,WA,"2,284","43,640",,,,,,,,,126,,3/21/2020 18:00
20200322,WI,385,"6,230",,,,,,,,,4,,3/22/2020 04:00
20200322,WV,12,385,1,,1,,,,,,0,,3/21/2020 00:00
20200322,WY,24,438,,,,,,,,,,,3/21/2020 23:00
20200321,AK,14,758,,,0,,,,,,0,,3/21/2020 16:30
20200321,AL,124,28,,,,,,,,,0,,3/21/2020 11:20
20200321,AR,118,567,154,,,,,,,,,,3/21/2020 13:47
20200321,AS,,,,,,,,,,,0,,3/19/2020 00:00
20200321,AZ,104,240,122,,,,,,,,1,,3/21/2020 00:00
20200321,CA,"1,279","11,249",,,,,,,,,24,,3/21/2020 00:00
20200321,CO,363,"3,317",,,44,,,,,,4,,3/20/2020 18:00
20200321,CT,194,"2,106",,,,,,,,,4,,3/20/2020 20:44
20200321,DC,77,506,0,,,,,,,,1,,3/20/2020 20:00
20200321,DE,45,36,,,,,,,,,0,,3/21/2020 15:15
20200321,FL,658,"6,579","1,002",,158,,,,,,12,,3/21/2020 11:00
20200321,GA,507,"2,557",,,,,,,,,14,,3/21/2020 12:00
20200321,GU,15,108,,,,,,,,,,,3/21/2020 07:15
20200321,HI,37,124,,,,,,,,,,,3/20/2020 18:00
20200321,IA,68,"1,049",,,,,,,,,,,3/21/2020 14:20
20200321,ID,31,880,,,,,,,,,,,3/20/2020 19:00
20200321,IL,753,"5,488",,,,,,,,,6,,3/21/2020 00:00
20200321,IN,126,707,,,1,,,,,,4,,3/21/2020 00:59
20200321,KS,55,417,,,,,,,,,2,,3/21/2020 11:00
20200321,KY,54,714,,,,,,,,,2,,3/21/2020 09:00
20200321,LA,580,"2,180",,,,,,,,,16,,3/21/2020 10:30
20200321,MA,426,"4,799",,,61,,,,,,7,,3/21/2020 16:00
20200321,MD,190,94,,,,,,,,,2,,3/21/2020 10:00
20200321,ME,73,"2,264",,,,,,,,,,,3/21/2020 13:30
20200321,MI,"4,543","3,696",,,,,,,,,5,,3/21/2020 13:44
20200321,MN,138,"3,952",,,,,,,,,1,,3/21/2020 00:00
20200321,MO,73,369,,,,,,,,,3,,3/20/2020 22:00
20200321,MP,0,,,,,,,,,,0,,3/21/2020 02:30
20200321,MS,140,695,,,,,,,,,1,,3/20/2020 19:00
20200321,MT,20,"1,146",,,,,,,,,,,3/20/2020 21:24
20200321,NC,184,"5,092",,,,,,,,,0,,3/21/2020 10:30
20200321,ND,28,"1,141",,,3,,,,,,0,,3/21/2020 11:56
20200321,NE,38,356,,,,,,,,,0,,3/20/2020 00:00
20200321,NH,55,973,942,,,,,,,,,,3/20/2020 09:00
20200321,NJ,"1,327",294,40,,,,,,,,16,,3/21/2020 13:00
20200321,NM,57,"3,771",,,,,,,,,,,3/21/2020 00:00
20200321,NV,124,"2,384",,,,,,,,,2,,3/21/2020 02:59
20200321,NY,"10,356","35,081",,"1,436","1,603",,,,,,44,,3/20/2020 21:22
20200321,OH,247,140,,,58,,,,,,3,,3/21/2020 14:00
20200321,OK,53,560,144,,10,,,,,,1,,3/21/2020 08:00
20200321,OR,114,"2,003",433,,,,,,,,3,,3/20/2020 11:00
20200321,PA,371,"3,766",,,,,,,,,2,,3/21/2020 12:00
20200321,PR,21,143,71,,,,,,,,,,3/21/2020 13:00
20200321,RI,66,862,290,,,,,,,,,,3/21/2020 00:00
20200321,SC,152,"1,255",,,,,,,,,1,,3/20/2020 16:45
20200321,SD,14,691,268,,,,,,,,1,,3/21/2020 13:00
20200321,TN,371,"3,272",,,,,,,,,,,3/20/2020 22:48
20200321,TX,304,"6,218",,,,,,,,,5,,3/21/2020 13:00
20200321,UT,136,"2,424",,,,,,,,,0,,3/21/2020 00:00
20200321,VA,152,"2,638",,,25,,,,,,2,,3/21/2020 00:00
20200321,VI,6,,,,,,,,,,,,3/20/2020 20:30
20200321,VT,29,779,,,,,,,,,2,,3/20/2020 14:00
20200321,WA,"2,042","41,936",,,,,,,,,111,,3/20/2020 18:00
20200321,WI,281,"4,628",,,,,,,,,4,,3/21/2020 16:00
20200321,WV,11,330,2,,1,,,,,,0,,3/21/2020 00:00
20200321,WY,23,438,,,,,,,,,,,3/21/2020 12:30
20200320,AK,12,686,,,,,,,,,0,,3/20/2020 16:30
20200320,AL,81,28,,,,,,,,,0,,3/20/2020 11:00
20200320,AR,96,351,203,,,,,,,,,,3/20/2020 14:19
20200320,AS,,,,,,,,,,,0,,3/19/2020 00:00
20200320,AZ,65,211,101,,,,,,,,0,,3/20/2020 00:00
20200320,CA,"1,063","10,424",,,,,,,,,20,,3/20/2020 14:41
20200320,CO,277,"2,675",,,,,,,,,3,,3/20/2020 14:42
20200320,CT,194,604,,,,,,,,,3,,3/20/2020 15:30
20200320,DC,71,501,1,,,,,,,,1,,3/20/2020 00:00
20200320,DE,38,36,,,,,,,,,0,,3/20/2020 10:00
20200320,FL,520,"1,870","1,026",,,,,,,,10,,3/20/2020 11:00
20200320,GA,420,"1,966",,,,,,,,,13,,3/20/2020 12:00
20200320,GU,14,86,,,,,,,,,,,3/20/2020 05:15
20200320,HI,26,124,,,,,,,,,,,3/19/2020 18:00
20200320,IA,45,642,,,,,,,,,,,3/20/2020 16:15
20200320,ID,23,590,,,,,,,,,,,3/19/2020 19:00
20200320,IL,585,"3,696",,,,,,,,,5,,3/20/2020 00:00
20200320,IN,79,475,,,,,,,,,2,,3/20/2020 00:59
20200320,KS,44,417,,,,,,,,,1,,3/20/2020 11:00
20200320,KY,47,592,,,,,,,,,1,,3/19/2020 17:00
20200320,LA,473,568,,,,,,,,,12,,3/20/2020 15:30
20200320,MA,314,"3,795",,,,,,,,,5,,3/20/2020 16:00
20200320,MD,149,94,,,,,,,,,1,,3/20/2020 10:00
20200320,ME,57,"2,264",,,,,,,,,,,3/20/2020 11:00
20200320,MI,"4,027","2,746",,,,,,,,,3,,3/20/2020 15:00
20200320,MN,115,"3,741",,,,,,,,,,,3/20/2020 00:00
20200320,MO,47,369,,,,,,,,,1,,3/20/2020 10:05
20200320,MP,0,,,,,,,,,,0,,3/20/2020 01:30
20200320,MS,80,695,,,,,,,,,1,,3/20/2020 11:35
20200320,MT,16,931,,,,,,,,,,,3/19/2020 22:11
20200320,NC,137,"3,096",,,,,,,,,0,,3/20/2020 09:35
20200320,ND,20,800,,,,,,,,,0,,3/20/2020 00:00
20200320,NE,32,240,,,,,,,,,0,,3/19/2020 00:00
20200320,NH,44,745,631,,,,,,,,,,3/19/2020 09:00
20200320,NJ,890,264,86,,,,,,,,11,,3/20/2020 13:30
20200320,NM,43,"3,771",,,,,,,,,,,3/20/2020 00:00
20200320,NV,109,"1,992",,,,,,,,,1,,3/20/2020 02:59
20200320,NY,"7,102","25,325",,"1,042",,,,,,,35,,3/20/2020 13:20
20200320,OH,169,140,,,,,,,,,1,,3/20/2020 14:00
20200320,OK,49,538,374,,,,,,,,1,,3/20/2020 08:00
20200320,OR,114,"2,003",433,,,,,,,,3,,3/20/2020 11:00
20200320,PA,268,"2,574",,,,,,,,,1,,3/20/2020 12:00
20200320,PR,14,114,52,,,,,,,,,,3/20/2020 13:00
20200320,RI,54,800,140,,,,,,,,,,3/20/2020 00:00
20200320,SC,81,833,,,,,,,,,1,,3/19/2020 17:10
20200320,SD,14,663,270,,,,,,,,1,,3/20/2020 00:00
20200320,TN,228,563,,,,,,,,,,,3/20/2020 15:00
20200320,TX,194,"5,083",,,,,,,,,5,,3/20/2020 13:00
20200320,UT,112,"2,035",,,,,,,,,0,,3/20/2020 00:00
20200320,VA,114,"2,211",,,,,,,,,2,,3/20/2020 00:00
20200320,VI,3,,,,,,,,,,,,3/19/2020 17:30
20200320,VT,29,779,,,,,,,,,2,,3/20/2020 14:00
20200320,WA,"1,804","39,828",,,,,,,,,104,,3/19/2020 18:00
20200320,WI,206,"3,455",,,,,,,,,3,,3/20/2020 16:00
20200320,WV,7,219,13,,,,,,,,0,,3/20/2020 00:00
20200320,WY,19,331,,,,,,,,,,,3/20/2020 13:30
20200319,AK,6,432,,,,,,,,,0,,3/18/2020 16:30
20200319,AL,68,28,,,,,,,,,0,,3/19/2020 10:45
20200319,AR,46,310,113,,,,,,,,,,3/19/2020 11:23
20200319,AS,,,,,,,,,,,0,,3/14/2020 00:00
20200319,AZ,44,175,130,,,,,,,,0,,3/19/2020 00:00
20200319,CA,924,"8,787",,,,,,,,,18,,3/19/2020 14:25
20200319,CO,216,"2,112",,,,,,,,,2,,3/18/2020 18:30
20200319,CT,96,604,,,,,,,,,1,,3/18/2020 16:30
20200319,DC,39,153,11,,,,,,,,0,,3/18/2020 00:00
20200319,DE,30,36,,,,,,,,,0,,3/19/2020 12:00
20200319,FL,390,"1,533","1,019",,,,,,,,8,,3/19/2020 11:00
20200319,GA,287,"1,544",,,,,,,,,10,,3/19/2020 12:00
20200319,GU,12,69,,,,,,,,,,,3/19/2020 05:15
20200319,HI,16,93,,,,,,,,,,,3/18/2020 18:00
20200319,IA,38,83,,,,,,,,,,,3/18/2020 19:39
20200319,ID,11,459,,,,,,,,,,,3/18/2020 10:30
20200319,IL,422,"2,725",,,,,,,,,4,,3/19/2020 00:00
20200319,IN,56,324,,,,,,,,,2,,3/19/2020 00:59
20200319,KS,34,417,,,,,,,,,1,,3/19/2020 11:00
20200319,KY,35,454,,,,,,,,,1,,3/18/2020 17:00
20200319,LA,347,458,,,,,,,,,8,,3/19/2020 10:30
20200319,MA,229,"2,918",,,,,,,,,3,,3/19/2020 11:30
20200319,MD,107,94,,,,,,,,,1,,3/19/2020 10:00
20200319,ME,53,"2,004",,,,,,,,,,,3/19/2020 12:15
20200319,MI,"3,392","1,785",,,,,,,,,3,,3/19/2020 15:00
20200319,MN,89,"2,949",,,,,,,,,,,3/19/2020 00:00
20200319,MO,24,308,,,,,,,,,1,,3/18/2020 20:00
20200319,MP,0,,,,,,,,,,0,,3/19/2020 01:30
20200319,MS,50,552,,,,,,,,,,,3/19/2020 00:00
20200319,MT,12,761,,,,,,,,,,,3/18/2020 23:23
20200319,NC,97,"2,408",,,,,,,,,0,,3/19/2020 09:45
20200319,ND,15,493,,,,,,,,,0,,3/19/2020 00:00
20200319,NE,27,240,,,,,,,,,0,,3/18/2020 14:00
20200319,NH,39,621,231,,,,,,,,,,3/18/2020 09:00
20200319,NJ,742,210,74,,,,,,,,9,,3/19/2020 11:30
20200319,NM,35,"2,762",,,,,,,,,,,3/19/2020 00:00
20200319,NV,95,"1,626",,,,,,,,,1,,3/19/2020 00:00
20200319,NY,"4,152","18,132",,617,,,,,,,12,,3/19/2020 13:20
20200319,OH,119,140,,,,,,,,,,,3/19/2020 14:00
20200319,OK,44,466,250,,,,,,,,1,,3/19/2020 13:00
20200319,OR,88,"1,329",437,,,,,,,,3,,3/19/2020 11:00
20200319,PA,185,"1,608",,,,,,,,,1,,3/19/2020 12:00
20200319,PR,5,56,29,,,,,,,,,,3/19/2020 07:50
20200319,RI,44,654,334,,,,,,,,,,3/19/2020 00:00
20200319,SC,60,583,,,,,,,,,1,,3/18/2020 16:00
20200319,SD,11,551,385,,,,,,,,1,,3/19/2020 00:00
20200319,TN,154,349,,,,,,,,,,,3/19/2020 15:00
20200319,TX,143,"2,212",,,,,,,,,3,,3/19/2020 13:00
20200319,UT,78,"1,448",,,,,,,,,0,,3/19/2020 00:00
20200319,VA,94,"1,829",,,,,,,,,2,,3/19/2020 12:00
20200319,VI,3,,,,,,,,,,,,3/18/2020 07:30
20200319,VT,22,645,,,,,,,,,,,3/19/2020 14:00
20200319,WA,"1,563","36,060",,,,,,,,,92,,3/18/2020 18:25
20200319,WI,155,"2,192",,,,,,,,,,,3/19/2020 16:00
20200319,WV,2,143,3,,,,,,,,0,,3/18/2020 00:00
20200319,WY,18,271,,,,,,,,,,,3/19/2020 16:45
20200318,AK,6,406,,,,,,,,,0,,3/17/2020 23:00
