Date,State,Positive,Negative,Pending,HospitalizedCurrently,HospitalizedCumulative,InICUcurrently,InICUcumulative,OnVentilatorCurrently,OnVentilatorCumulative,Recovered,Deaths,DataQualityGrade,LastUpdateET
20200503,GA,"28,602","146,494",,,"5,393",,1249,,,,1177,A,05-03-20 10:25
20200503,GU,150,"3,152",,,,,,,,126,5,F,05-03-20 06:20
20200503,HI,620,"32,330",,,72,,,,,541,16,B,05-02-20 00:00
20200503,IA,"9,169","44,017",,378,,133,,93,,3325,184,B,05-02-20 12:00
20200503,ID,"2,061","27,746",,,200,,83,,,1267,63,C,05-02-20 19:00
20200503,IL,"61,499","257,814",,"4,701",,"1,232",,759,,,2618,A,05-02-20 00:00
20200503,IN,"19,933","88,926",,"1,398",,476,,242,,,1246,A+,05-02-20 23:59
20200503,KS,"5,030","31,748",,,547,,209,,95,286,134,A,05-03-20 10:00
20200503,KY,"4,879","52,770",,334,"1,411",178,652,,,1752,248,A,05-01-20 17:00
20200503,LA,"29,340","146,820",,"1,530",,,,213,,17303,1969,B,05-03-20 13:00
20200503,MA,"68,087","246,559",,"3,617","6,507",904,,,,,4004,A,05-03-20 16:00
20200503,MD,"25,462","107,332",,"1,635","5,051",565,,,,1666,1281,A,05-03-20 10:00
20200503,ME,"1,185","19,546",,33,183,18,,12,,706,57,B,05-03-20 11:45
20200503,MI,"43,754","168,778",,"2,100",,850,,713,,15659,4049,A+,05-03-20 11:00
20200503,MN,"6,663","75,969",,373,"1,199",155,426,,,2596,419,A,05-02-20 17:00
20200503,MO,"8,386","74,590",,896,,,,141,,,352,A,05-03-20 15:00
20200503,MP,14,"1,321",,,,,,,,12,2,D,05-03-20 00:00
20200503,MS,"7,550","70,043",,667,"1,298",143,,73,,3413,303,B,05-02-20 19:00
20200503,MT,455,"14,552",,5,61,,,,,404,16,C,05-03-20 00:00
20200503,NC,"11,664","132,171",,475,,,,,,,422,B,05-03-20 11:00
20200503,ND,"1,191","32,162",,31,90,,,,,517,25,C,05-03-20 13:00
20200503,NE,"5,326","25,936",,,,,,,,,76,D,05-02-20 19:45
20200503,NH,"2,429","25,964",220,103,277,,,,,1107,84,C,05-02-20 09:00
20200503,NJ,"126,744","148,322",641,"5,317",,"1,623",,1198,,15642,7871,A+,05-03-20 13:00
20200503,NM,"3,732","71,212",,168,587,,,,,812,139,C,05-02-20 18:00
20200503,NV,"5,426","39,843",,,,,,,,182,257,D,05-03-20 10:00
20200503,NY,"316,415","669,496",,"9,786","68,736",,,,,58950,19189,B,05-03-20 00:00
20200503,OH,"19,914","130,252",,931,"3,769",393,1078,255,,,1038,B,05-03-20 14:00
20200503,OK,"3,972","59,804",,236,743,92,,,,2635,238,A,05-03-20 00:00
20200503,OR,"2,680","59,374",,205,598,46,,21,,860,109,A+,05-03-20 11:00
20200503,PA,"49,267","191,374",,"2,645",,,,562,,,2444,B,05-03-20 00:00
20200503,PR,"1,808","9,313",,,,,,,,,97,D,05-03-20 06:00
20200503,RI,"9,477","62,450",,330,"1,013",83,,59,,565,320,A+,05-03-20 00:00
20200503,SC,"6,626","57,562",,,"1,110",,,,,3622,275,B,05-03-20 15:30
20200503,SD,"2,631","15,786",,71,197,,,,,1799,21,C,05-02-20 18:00
20200503,TN,"13,177","191,430",,,"1,135",,,,,5814,210,B,05-03-20 15:00
20200503,TX,"31,548","359,012",,"1,540",,,,,,15544,867,B,05-02-20 12:45
20200503,UT,"5,175","116,927",,,436,,,,,2238,50,C,05-03-20 15:00
20200503,VA,"18,671","89,331",465,"1,413","3,910",385,,193,,2497,660,B,05-02-20 17:00
20200503,VI,66,951,29,,,,,,,51,4,C,05-03-20 08:04
20200503,VT,897,"16,057",,19,,,,,,,52,C,05-03-20 10:44
20200503,WA,"15,003","192,312",,411,,120,,,,,830,B,05-02-20 02:59
20200503,WI,"7,964","77,997",231,582,"1,608",118,402,,,3723,339,A+,05-03-20 00:00
20200503,WV,"1,191","50,447",,73,,28,,15,,611,50,C,05-03-20 10:00
20200503,WY,579,"9,640",,13,60,,,,,391,7,C,05-02-20 13:12
20200502,AK,365,"21,034",,10,,,,,,261,9,C,05-02-20 00:00
20200502,AL,"7,434","84,775",,,"1,023",,335,,195,,288,B,05-02-20 00:00
20200502,AR,"3,372","48,210",,95,414,,,20,85,1987,73,B,05-02-20 14:47
20200502,AS,0,57,,,,,,,,,0,F,05-01-20 00:00
20200502,AZ,"8,364","69,633",,718,"1,339",291,,198,,1565,348,A+,05-02-20 00:00
20200502,CA,"52,197","634,606",,"4,722",,"1,433",,,,,2171,B,05-01-20 00:00
20200502,CO,"15,768","61,181",,931,"2,747",,,,,2553,820,B,05-01-20 00:00
20200502,CT,"28,764","71,493",,"1,592","7,758",,,,,4346,2339,B,05-01-20 12:00
20200502,DC,"4,797","17,207",,,,,,,,666,240,B,05-01-20 00:00
20200502,DE,"5,038","18,074",,300,,,,,,1546,168,B,05-02-20 09:10
20200502,FL,"35,463","380,549",,,"5,945",,,,,,1388,C,05-02-20 10:14
20200502,GA,"28,306","146,494",,,"5,387",,1247,,,,1174,A,05-02-20 14:25
20200502,GU,148,"3,040",,,,,,,,131,5,F,05-02-20 08:15
20200502,HI,619,"31,366",,,72,,,,,532,16,B,05-01-20 00:00
20200502,IA,"8,641","37,708",,353,,131,,90,,3156,175,A,05-01-20 12:00
20200502,ID,"2,035","27,455",,,178,,76,,,1215,63,C,05-01-20 19:00
20200502,IL,"58,505","241,391",,"4,717",,"1,250",,789,,,2559,A,05-02-20 00:00
20200502,IN,"19,295","84,846",,"1,456",,487,,244,,,1229,A+,05-01-20 23:59
20200502,KS,"4,746","30,196",,,541,,206,,95,286,131,A,05-02-20 10:00
20200502,KY,"4,879","52,770",,334,"1,411",178,652,,,1752,248,A,05-01-20 17:00
20200502,LA,"29,140","143,718",,"1,545",,,,208,,17303,1950,B,05-02-20 13:00
20200502,MA,"66,263","232,731",,"3,601","6,378",921,,,,,3846,A,05-02-20 12:00
20200502,MD,"24,473","101,049",,"1,657","4,910",566,,,,1590,1251,A,05-02-20 10:00
20200502,ME,"1,152","19,546",,36,181,19,,10,,689,56,B,05-02-20 11:45
20200502,MI,"43,207","158,502",,"2,100",,850,,713,,15659,4020,A+,05-02-20 11:00
20200502,MN,"6,228","72,779",,389,"1,159",135,404,,,2002,395,A,05-01-20 17:00
20200502,MO,"8,154","74,590",,896,,,,141,,,351,A,05-02-20 15:10
20200502,MP,14,934,,,,,,,,12,2,D,05-02-20 06:37
20200502,MS,"7,441","67,034",,632,"1,265",142,,71,,3413,291,B,05-01-20 19:00
20200502,MT,455,"14,180",,5,61,,,,,404,16,C,05-02-20 00:00
20200502,NC,"11,509","127,966",,502,,,,,,,420,B,05-02-20 11:00
20200502,ND,"1,153","30,394",,32,90,,,,,510,24,C,05-02-20 13:00
20200502,NE,"4,838","24,510",,,,,,,,,73,D,05-01-20 19:45
20200502,NH,"2,310","22,039",159,103,270,,,,,980,81,C,05-01-20 09:00
20200502,NJ,"123,717","138,595",676,"5,713",,1715,,1230,,15642,7742,A+,05-02-20 13:00
20200502,NM,"3,513","67,605",,159,587,,,,,785,131,C,05-01-20 20:02
20200502,NV,"5,311","39,076",,,,,,,,182,254,D,05-02-20 10:00
20200502,NY,"312,977","646,094",,"10,350","67,890",,,,,57540,18909,B,05-02-20 00:00
20200502,OH,"19,335","126,484",,"1,003","3,712",424,1066,267,,,1021,B,05-02-20 14:00
20200502,OK,"3,851","59,804",,236,743,92,,,,2554,238,A,05-02-20 00:00
20200502,OR,"2,635","57,501",,209,595,50,,22,,,109,A,05-02-20 11:00
20200502,PA,"48,305","187,071",,"2,673",,,,571,,,2418,B,05-02-20 00:00
20200502,PR,"1,757","9,313",,,,,,,,,95,D,05-02-20 06:00
20200502,RI,"9,289","60,639",,333,977,80,,54,,531,296,A+,05-02-20 00:00
20200502,SC,"6,489","55,127",,,"1,110",,,,,3622,267,B,05-02-20 15:45
20200502,SD,"2,588","15,503",,71,187,,,,,1759,21,C,05-01-20 18:00
20200502,TN,"12,661","183,615",,,"1,125",,,,,5718,209,B,05-02-20 15:00
20200502,TX,"30,522","350,126",,"1,725",,,,,,14891,847,B,05-02-20 12:45
20200502,UT,"4,981","112,823",,,418,,,,,2185,49,C,05-02-20 00:00
20200502,VA,"17,731","84,365",458,"1,426","3,738",375,,202,,2312,616,B,05-02-20 00:00
20200502,VI,66,922,54,,,,,,,51,4,C,05-01-20 19:59
20200502,VT,886,"15,705",,11,,,,,,,51,C,05-02-20 10:18
20200502,WA,"14,637","184,087",,428,,117,,,,,824,B,05-01-20 02:59
20200502,WI,"7,660","75,570",231,582,"1,591",118,400,,,3698,334,A+,05-02-20 16:00
20200502,WV,"1,169","47,977",,76,,29,,15,,572,48,C,05-02-20 10:00
20200502,WY,566,"9,463",,13,58,,,,,387,7,C,05-01-20 15:49
20200501,AK,364,"19,961",,25,,,,,,254,9,C,05-01-20 14:00
20200501,AL,"7,158","84,775",,,"1,008",,335,,195,,279,B,05-01-20 00:00
20200501,AR,"3,321","46,355",,95,414,,,23,85,1973,64,B,05-01-20 14:50
20200501,AS,0,57,,,,,,,,,0,F,05-01-20 00:00
20200501,AZ,"7,962","66,917",,709,"1,203",311,,187,,1528,330,A+,05-01-20 00:00
20200501,CA,"50,442","604,543",,"4,706",,1434,,,,,2073,B,4/30/2020 00:00
20200501,CO,"15,284","57,106",,959,"2,697",,,,,2486,777,B,05-01-20 00:00
20200501,CT,"28,764","71,493",,"1,592","7,758",,,,,4346,2339,B,05-01-20 12:00
20200501,DC,"4,658","16,477",,,,,,,,666,231,B,4/30/2020 00:00
20200501,DE,"4,918","17,667",,281,,,,,,1403,159,B,05-01-20 13:15
20200501,FL,"34,728","367,971",,,"5,795",,,,,,1314,C,05-01-20 14:32
20200501,GA,"27,270","141,097",,,"5,269",,1215,,,,1154,A,05-01-20 14:25
20200501,GU,146,"2,859",,,,,,,,131,5,F,05-01-20 08:15
20200501,HI,618,"30,476",,,70,,,,,526,16,B,4/30/2020 00:00
20200501,IA,"7,884","37,708",,345,,121,,91,,2899,170,A,4/30/2020 12:00
20200501,ID,"2,015","27,210",,,178,,75,,,1175,63,C,4/30/2020 19:00
20200501,IL,"56,055","228,633",,"4,900",,1263,,777,,,2457,A,05-01-20 00:00
20200501,IN,"18,630","81,009",,"1,431",,514,,257,,,1175,A+,4/30/2020 23:59
20200501,KS,"4,449","28,585",,,534,,206,,96,280,130,A,05-01-20 10:00
20200501,KY,"4,708","51,904",,330,"1,375",178,642,,,1675,240,A,4/30/2020 17:00
20200501,LA,"28,711","139,540",,"1,607",,,,230,,17303,1927,B,05-01-20 13:00
20200501,MA,"64,311","225,325",,"3,716","6,169",947,,,,,3716,A,05-01-20 12:00
20200501,MD,"23,472","97,511",,"1,668","4,718",568,,,,1517,1192,A,05-01-20 10:00
20200501,ME,"1,123","19,546",,37,177,17,,9,,657,55,B,05-01-20 11:45
20200501,MI,"42,356","148,149",,"2,319",,966,,760,,8342,3866,A+,05-01-20 11:00
20200501,MN,"5,730","69,099",,369,"1,096",118,380,,,1911,371,A,4/30/2020 17:00
20200501,MO,"7,835","74,590",,883,,,,137,,,337,A,05-01-20 15:00
20200501,MP,14,749,,,,,,,,12,2,D,05-01-20 06:27
20200501,MS,"7,212","64,336",,651,"1,226",160,,75,,3413,281,B,4/30/2020 00:00
20200501,MT,453,"13,750",,5,61,,,,,397,16,C,4/30/2020 00:00
20200501,NC,"10,923","122,909",,547,,,,,,,399,B,05-01-20 11:00
20200501,ND,"1,107","28,418",,27,86,,,,,482,23,C,05-01-20 13:00
20200501,NE,"4,281","23,104",,,,,,,,,70,D,4/30/2020 19:45
20200501,NH,"2,146","19,903",302,112,262,,,,,980,72,C,4/30/2020 09:00
20200501,NJ,"121,190","135,355",583,"5,972",,1724,,1286,,15642,7538,A+,05-01-20 13:00
20200501,NM,"3,411","64,458",,172,536,,,,,760,123,C,05-01-20 10:55
20200501,NV,"5,227","38,368",,,,,,,,182,243,D,05-01-20 10:00
20200501,NY,"308,314","619,124",,"10,993","67,180",,,,,56187,18610,B,05-01-20 00:00
20200501,OH,"18,743","121,763",,,"3,634",,1056,,,,1002,B,05-01-20 14:00
20200501,OK,"3,748","59,804",,255,715,113,,,,2467,230,A,05-01-20 00:00
20200501,OR,"2,579","55,597",,208,591,49,,23,,,104,A,05-01-20 11:00
20200501,PA,"46,971","180,477",,"2,683",,,,590,,,2354,B,05-01-20 15:30
20200501,PR,"1,575","9,313",,,,,,,,,92,D,05-01-20 06:00
20200501,RI,"8,962","57,686",,352,937,76,,51,,485,279,A+,05-01-20 00:00
20200501,SC,"6,258","53,121",,,"1,110",,,,,3622,256,B,05-01-20 16:00
20200501,SD,"2,525","14,838",,69,179,,,,,1686,21,C,05-01-20 11:28
20200501,TN,"11,891","174,241",,,"1,113",,,,,5546,204,B,05-01-20 15:00
20200501,TX,"29,229","322,546",,"1,778",,,,,,14122,816,B,05-01-20 13:00
20200501,UT,"4,828","107,730",,,403,,,,,2062,46,C,05-01-20 15:00
20200501,VA,"16,901","89,539",468,"1,431","3,654",366,,193,,2196,581,B,4/30/2020 17:00
20200501,VI,66,811,68,,,,,,,51,4,C,4/30/2020 20:37
20200501,VT,879,"15,354",,19,,,,,,,50,C,05-01-20 10:10
20200501,WA,"14,327","179,654",,470,,120,,,,,814,B,4/30/2020 02:59
20200501,WI,"7,314","72,566",218,560,"1,544",127,391,,,3352,327,A+,05-01-20 16:00
20200501,WV,"1,136","45,708",,81,,33,,18,,555,46,C,05-01-20 10:00
20200501,WY,559,"9,136",,13,56,,,,,373,7,C,4/30/2020 00:00
20200430,AK,355,"18,764",,19,,,,,,252,9,C,4/30/2020 15:00
20200430,AL,"7,019","80,177",,,978,,335,,195,,269,B,4/30/2020 00:00
20200430,AR,"3,255","45,124",,95,402,,,23,85,1305,61,B,4/30/2020 14:49
20200430,AS,0,3,17,,,,,,,,0,F,4/19/2020 00:00
20200430,AZ,"7,648","64,138",,755,"1,169",311,,194,,1499,320,A+,4/30/2020 00:00
20200430,CA,"48,917","576,420",,"4,981",,1473,,,,,1982,B,4/29/2020 00:00
20200430,CO,"14,758","56,301",,966,"2,621",,,,,2415,766,B,4/30/2020 00:00
20200430,CT,"27,700","69,433",,"1,650",,,,,,,2257,C,4/30/2020 16:00
20200430,DC,"4,323","15,756",,,,,,,,660,224,B,4/30/2020 00:00
20200430,DE,"4,734","17,086",,296,,,,,,1275,152,B,4/30/2020 12:10
20200430,FL,"33,690","348,715","1,187",,"5,795",,,,,,1290,C,4/30/2020 09:44
20200430,GA,"26,155","122,889",,,"5,156",,1171,,,,1120,A,4/30/2020 14:25
20200430,GU,146,"1,962",,,,,,,,131,5,F,4/30/2020 09:15
20200430,HI,613,"30,027",,,69,,,,,516,16,B,4/29/2020 18:00
20200430,IA,"7,145","35,522",,335,,121,,86,,2697,162,B,4/29/2020 12:00
20200430,ID,"1,984","26,709",,,175,,74,,,1121,60,C,4/29/2020 19:00
20200430,IL,"52,918","216,949",,"4,953",,1289,,785,,,2355,A,4/30/2020 00:00
20200430,IN,"17,835","77,163",,"1,466",,549,,275,,,1114,A+,4/29/2020 23:59
20200430,KS,"4,238","27,388",,,523,,201,,93,272,129,A,4/30/2020 10:00
20200430,KY,"4,539","49,562",,325,"1,359",176,636,,,1668,235,A,4/29/2020 17:00
20200430,LA,"28,001","133,308",,"1,601",,,,231,,17303,1862,B,4/30/2020 13:00
20200430,MA,"62,205","213,442",,"3,803","5,942",1001,,,,,3562,A,4/30/2020 16:00
20200430,MD,"21,742","92,617",,"1,711","4,559",590,,,,1432,1140,A,4/30/2020 10:00
20200430,ME,"1,095","19,546",,35,170,18,,8,,631,53,B,4/30/2020 11:45
20200430,MI,"41,379","138,888",,"2,319",,966,,760,,8342,3789,A+,4/30/2020 11:00
20200430,MN,"5,136","65,140",,365,"1,044",130,358,,,1829,343,A,4/29/2020 17:00
20200430,MO,"7,562","73,125",,853,,,,141,,,329,A,4/30/2020 15:00
20200430,MP,14,585,,,,,,,,12,2,D,4/30/2020 07:00
20200430,MS,"6,815","59,525",,639,"1,175",146,,72,,3413,261,B,4/29/2020 19:00
20200430,MT,453,"13,461",,5,61,,,,,392,16,C,4/30/2020 00:00
20200430,NC,"10,509","117,527",,546,,,,,,,378,B,4/30/2020 11:00
20200430,ND,"1,067","26,393",,30,85,,,,,458,19,C,4/30/2020 13:00
20200430,NE,"3,784","21,537",,,,,,,,,68,D,4/29/2020 19:45
20200430,NH,"2,054","19,867",272,107,259,,,,,980,66,C,4/29/2020 09:00
20200430,NJ,"118,652","129,266",478,"6,137",,1765,,1271,,15642,7228,A+,4/30/2020 13:00
20200430,NM,"3,213","61,872",,163,536,,,,,734,112,C,4/29/2020 20:02
20200430,NV,"4,998","36,988",,,,,,,,158,237,D,4/30/2020 10:00
20200430,NY,"304,372","596,264",,"11,598","66,369",,,,,54771,18321,B,4/30/2020 00:00
20200430,OH,"18,027","115,863",,,"3,533",,1035,,,,975,B,4/30/2020 14:00
20200430,OK,"3,618","59,804",,291,703,127,,,,2401,222,A,4/29/2020 00:00
20200430,OR,"2,510","53,522",,243,578,65,,28,,,103,A,4/30/2020 11:00
20200430,PA,"45,763","175,602",,"2,707",,,,556,,,2292,B,4/30/2020 00:00
20200430,PR,"1,539","9,313",,,,,,,,,92,D,4/30/2020 06:00
20200430,RI,"8,621","55,089",,339,896,85,,54,,461,266,A+,4/30/2020 00:00
20200430,SC,"6,095","50,417",,,"1,000",,,,,3252,244,B,4/30/2020 16:04
20200430,SD,"2,449","14,579",,76,173,,,,,1573,17,C,4/30/2020 11:31
20200430,TN,"10,735","166,891",,,"1,045",,,,,5338,199,B,4/28/2020 15:00
20200430,TX,"28,087","302,213",,"1,686",,,,,,13353,782,B,4/29/2020 13:00
20200430,UT,"4,672","103,829",,,390,,,,,1939,46,C,4/30/2020 15:00
20200430,VA,"15,846","75,663",583,"1,550","3,654",372,,208,,2104,552,B,4/30/2020 00:00
20200430,VI,66,807,43,,,,,,,51,4,C,4/29/2020 18:12
20200430,VT,866,"14,786",,23,,,,,,,49,C,4/30/2020 10:34
20200430,WA,"14,070","173,730",,474,,145,,,,,801,B,4/29/2020 02:59
20200430,WI,"6,854","69,394",195,554,"1,512",119,382,,,3352,316,A+,4/30/2020 16:00
20200430,WV,"1,118","43,423",,84,,38,,20,,545,41,C,4/30/2020 10:00
20200430,WY,544,"8,902",,13,56,,,,,371,7,C,4/29/2020 00:00
20200429,AK,355,"18,764",,14,,,,,,240,9,B,4/28/2020 14:50
20200429,AL,"6,842","73,607",,,945,,335,,195,,245,B,4/29/2020 00:00
20200429,AR,"3,192","42,257",,93,389,,,18,82,1249,59,B,4/29/2020 09:00
20200429,AS,0,3,17,,,,,,,,0,F,4/19/2020 00:00
20200429,AZ,"7,202","61,611",,756,"1,131",312,,191,,1475,304,A+,4/29/2020 00:00
20200429,CA,"46,500","556,639",,"5,011",,1512,,,,,1887,B,4/29/2020 00:00
20200429,CO,"14,735","54,714",,964,"2,610",,,,,2275,760,B,4/29/2020 00:00
20200429,CT,"26,767","68,051",,"1,691",,,,,,,2168,C,4/29/2020 16:00
20200429,DC,"4,106","15,123",,,,,,,,660,205,B,4/29/2020 00:00
20200429,DE,"4,655","16,883",,326,,,,,,1173,144,B,4/28/2020 18:00
20200429,FL,"33,193","340,295","1,252",,"5,624",,,,,,1240,C,4/29/2020 09:51
20200429,GA,"25,572","118,367",,,"5,056",,1148,,,,1093,A,4/29/2020 14:25
20200429,GU,145,"1,702",,,,,,,,130,5,D,4/29/2020 09:35
20200429,HI,609,"29,009",,,69,,,,,505,16,B,4/28/2020 18:00
20200429,IA,"6,843","34,494",,323,,100,,74,,2428,148,B,4/28/2020 12:00
20200429,ID,"1,952","26,430",,,173,,73,,,1087,60,C,4/28/2020 19:00
20200429,IL,"50,355","206,312",,"5,036",,1290,,777,,,2215,A,4/29/2020 00:00
20200429,IN,"17,182","74,368",,"1,484",,570,,262,,,1065,A,4/28/2020 23:59
20200429,KS,"3,738","25,720",,,515,,198,,88,266,125,A,4/29/2020 10:00
20200429,KY,"4,375","48,036",,320,"1,331",170,625,,,1617,225,A,4/28/2020 17:00
20200429,LA,"27,660","128,908",,"1,629",,,,244,,17303,1802,B,4/29/2020 13:00
20200429,MA,"60,265","205,353",,"3,856","5,758",1011,,,,,3405,A,4/29/2020 16:00
20200429,MD,"20,849","90,080",,"1,610","4,402",586,,,,1361,1078,A,4/29/2020 10:00
20200429,ME,"1,056","19,546",,32,166,17,,7,,615,52,B,4/29/2020 12:00
20200429,MI,"40,399","131,953",,"2,498",,997,,778,,8342,3670,A+,4/29/2020 11:00
20200429,MN,"4,644","62,100",,320,950,119,337,,,1724,319,A,4/28/2020 17:00
20200429,MO,"7,425","69,734",,891,,,,125,,,318,A,4/29/2020 15:00
20200429,MP,14,210,,,,,,,,12,2,D,4/29/2020 02:30
20200429,MS,"6,569","59,525",,677,"1,126",151,,69,,3413,250,B,4/28/2020 19:00
20200429,MT,451,"13,077",,5,61,,,,,382,16,C,4/29/2020 00:00
20200429,NC,"9,948","108,492",,551,,,,,,,354,B,4/29/2020 11:00
20200429,ND,"1,033","24,503",,28,82,,,,,437,19,C,4/29/2020 13:00
20200429,NE,"3,374","20,257",,,,,,,,,55,D,4/28/2020 19:45
20200429,NH,"2,010","18,736",81,106,249,,,,,936,60,C,4/28/2020 09:00
20200429,NJ,"116,264","125,054",617,"6,289",,1811,,1327,,15642,6770,A+,4/29/2020 13:00
20200429,NM,"2,974","58,771",,157,509,,,,,705,110,C,4/28/2020 18:00
20200429,NV,"4,898","36,130",,,,,,,,100,230,D,4/29/2020 10:00
20200429,NY,"299,691","572,790",,"12,159","65,397",,,,,53238,18015,B,4/29/2020 00:00
20200429,OH,"17,303","111,605",,,"3,421",,1014,,,,937,B,4/29/2020 14:00
20200429,OK,"3,473","57,794",,283,693,126,,,,2319,214,A,4/29/2020 00:00
20200429,OR,"2,446","52,026",,227,569,56,,24,,,101,A,4/29/2020 11:00
20200429,PA,"44,366","170,517",,"2,781",,,,602,,,2195,B,4/29/2020 00:00
20200429,PR,"1,433","9,313","1,940",,,,,,,,86,D,4/29/2020 06:00
20200429,RI,"8,247","51,918",,269,750,80,,55,,391,251,A+,4/29/2020 00:00
20200429,SC,"5,881","48,336",,,"1,000",,,,,3252,203,B,4/29/2020 15:30
20200429,SD,"2,373","14,460",,69,165,,,,,1492,13,C,4/28/2020 18:00
20200429,TN,"10,366","158,183",,,"1,013",,,,,5140,195,B,4/28/2020 15:00
20200429,TX,"27,054","287,736",,"1,702",,,,,,12507,732,B,4/29/2020 13:00
20200429,UT,"4,495","101,283",,,383,,,,,1790,45,C,4/29/2020 15:00
20200429,VA,"14,961","70,979",620,"1,566","3,608",387,,222,,2042,522,B,4/29/2020 00:00
20200429,VI,62,732,78,,,,,,,51,4,C,4/28/2020 20:30
20200429,VT,862,"14,567",,26,,,,,,,47,C,4/29/2020 10:25
20200429,WA,"13,842","168,673",,490,,156,,,,,786,B,4/28/2020 02:59
20200429,WI,"6,520","66,630",227,577,"1,489",121,363,,,,308,A,4/29/2020 00:00
20200429,WV,"1,095","41,976",,102,,40,,21,,504,38,C,4/29/2020 10:00
20200429,WY,536,"8,681",,12,56,,,,,362,7,C,4/29/2020 00:00
20200428,AK,351,"16,738",,16,,,,,,228,9,B,4/28/2020 14:50
20200428,AL,"6,687","69,140",,,911,,335,,195,,242,B,4/28/2020 00:00
20200428,AR,"3,111","37,560",,104,,,,20,,1146,52,B,4/28/2020 09:00
20200428,AS,0,3,17,,,,,,,,0,F,4/19/2020 00:00
20200428,AZ,"6,948","60,490",,737,"1,095",303,,193,,1450,293,A+,4/27/2020 00:00
20200428,CA,"45,031","532,577",,"4,983",,1485,,,,,1809,B,4/27/2020 00:00
20200428,CO,"13,879","52,462",,994,"2,485",,,,,2275,706,B,4/27/2020 00:00
20200428,CT,"26,312","66,433",,"1,732",,,,,,,2089,C,4/28/2020 16:00
20200428,DC,"3,994","14,891",,,,,,,,660,190,B,4/27/2020 00:00
20200428,DE,"4,575","16,605",,337,,,,,,1096,137,B,4/27/2020 18:00
20200428,FL,"32,846","334,029","1,216",,"5,266",,,,,,1154,C,4/28/2020 09:36
20200428,GA,"24,615","115,405",,,"4,814",,1087,,,,1026,B,4/28/2020 13:25
20200428,GU,145,"1,538",,3,,,,,,129,5,D,4/28/2020 09:15
20200428,HI,607,"28,576",,,68,,,,,493,16,C,4/27/2020 18:00
20200428,IA,"6,376","33,447",,304,,98,,64,,2164,136,B,4/27/2020 12:00
20200428,ID,"1,917","18,135",,,172,,73,,,1039,58,C,4/27/2020 19:00
20200428,IL,"48,102","194,087",,"4,738",,1245,,778,,,2125,A,4/28/2020 00:00
20200428,IN,"16,588","70,593",,"1,518",,546,,275,,,901,B,4/27/2020 23:59
20200428,KS,"3,491","24,599",,,504,,,,,,124,C,4/28/2020 10:00
20200428,KY,"4,146","44,653",,313,"1,281",165,612,,,1521,213,A,4/27/2020 17:00
20200428,LA,"27,286","123,822",,"1,666",,,,244,,17303,1758,B,4/28/2020 13:00
20200428,MA,"58,302","196,198",,"3,875","5,515",1005,,,,,3153,B,4/28/2020 16:00
20200428,MD,"20,113","87,672",,"1,528","4,268",551,,,,1295,1016,A,4/28/2020 10:00
20200428,ME,"1,040","16,784",,33,163,17,,7,,585,51,B,4/28/2020 11:45
20200428,MI,"39,262","125,543",,"2,623",,1027,,801,,8342,3567,A+,4/28/2020 11:00
20200428,MN,"4,181","59,648",,314,912,120,324,,,1611,301,A,4/27/2020 17:00
20200428,MO,"7,303","66,200",,655,,,,105,,,314,B,4/28/2020 15:00
20200428,MP,14,51,,,,,,,,12,2,D,4/28/2020 00:00
20200428,MS,"6,342","58,070",,639,"1,088",162,,77,,,239,B,4/27/2020 19:00
20200428,MT,451,"12,740",,10,61,,,,,356,15,C,4/28/2020 00:00
20200428,NC,"9,568","103,184",,463,,,,,,,342,B,4/28/2020 11:00
20200428,ND,991,"22,732",,25,79,,,,,409,19,C,4/28/2020 13:00
20200428,NE,"3,358","20,247",,,,,,,,,55,D,4/27/2020 19:45
20200428,NH,"1,938","18,207",223,99,246,,,,,798,60,C,4/27/2020 09:00
20200428,NJ,"113,856","120,503",,"6,476",,1809,,1262,,15642,6442,A+,4/28/2020 13:00
20200428,NM,"2,823","55,980",,155,481,,,,,666,104,C,4/27/2020 18:04
20200428,NV,"4,805","35,314",,,,,,,,,219,F,4/28/2020 10:00
20200428,NY,"295,106","549,888",,"12,645","64,318",,,,,51673,17638,B,4/28/2020 00:00
20200428,OH,"16,128","106,578",,,"3,340",,1004,,,,799,B,4/28/2020 14:00
20200428,OK,"3,410","56,289",,288,656,118,,,,2260,207,A,4/28/2020 00:00
20200428,OR,"2,354","48,844",,249,554,71,,31,,,92,B,4/27/2020 11:00
20200428,PA,"43,264","165,824",,"2,781",,,,616,,,1716,B,4/28/2020 00:00
20200428,PR,"1,400","9,313","1,940",,,,,,,,86,D,4/28/2020 06:30
20200428,RI,"7,926","49,767",,266,732,84,,55,,466,239,A+,4/28/2020 00:00
20200428,SC,"5,613","46,532",,,944,,,,,2830,177,B,4/27/2020 16:30
20200428,SD,"2,313","14,299",,69,157,,,,,1392,11,C,4/27/2020 18:00
20200428,TN,"10,052","151,876",,,894,,,,,4921,188,B,4/28/2020 15:00
20200428,TX,"26,171","274,213",,"1,682",,,,,,11786,690,B,4/28/2020 13:00
20200428,UT,"4,343","98,096",,,370,,,,,1704,45,C,4/28/2020 15:00
20200428,VA,"14,339","68,959",560,"1,508","3,422",376,,217,,1914,492,B,4/27/2020 17:00
20200428,VI,59,719,57,,,,,,,51,4,D,4/27/2020 00:00
