Category,Rate,Hotwords
anger,0.0049,"[('love', 302), ('happy', 136), ('work', 91), ('stay', 89), ('doctor', 86), ('safe', 66), ('bless', 66), ('good', 62), ('great', 62), ('life', 61), ('god', 60), ('today', 60), ('hope', 59), ('grateful', 59), ('friend', 58), ('family', 55), ('beautiful', 51), ('amaze', 50), ('birthday', 49), ('care', 48)]"
anticipation,0.2757,"[('death', 3710), ('test', 3084), ('case', 2850), ('dont', 2782), ('pandemic', 2524), ('die', 2289), ('deliver', 2242), ('china', 2151), ('spread', 1923), ('hospital', 1817), ('news', 1713), ('work', 1682), ('official', 1614), ('worker', 1593), ('support', 1484), ('bad', 1483), ('american', 1479), ('fuck', 1472), ('country', 1409), ('patient', 1372)]"
disgust,0.0453,"[('death', 1352), ('case', 1159), ('test', 899), ('hospital', 597), ('pandemic', 582), ('report', 530), ('patient', 520), ('number', 518), ('die', 518), ('flu', 456), ('symptom', 413), ('news', 373), ('health', 357), ('dont', 356), ('bad', 354), ('spread', 350), ('confirm', 343), ('risk', 337), ('fear', 319), ('day', 302)]"
fear,0.003,"[('sad', 215), ('work', 68), ('die', 59), ('feel', 59), ('lose', 49), ('family', 43), ('friend', 43), ('bad', 41), ('life', 40), ('ive', 33), ('today', 33), ('dont', 33), ('hospital', 26), ('stress', 26), ('news', 24), ('cry', 23), ('job', 22), ('hard', 22), ('mom', 21), ('gonna', 21)]"
confident,0.0,[]
empathetic,0.0054,"[('test', 166), ('case', 61), ('wait', 46), ('start', 45), ('positive', 42), ('work', 35), ('movie', 28), ('confirm', 28), ('big', 25), ('hope', 25), ('watch', 24), ('real', 24), ('catch', 24), ('number', 23), ('tomorrow', 23), ('news', 23), ('vaccine', 22), ('good', 22), ('story', 22), ('mask', 22)]"
optimism,0.0,[]
pessimism,0.2454,"[('death', 2867), ('dont', 2582), ('test', 2524), ('pandemic', 2284), ('deliver', 2245), ('china', 2035), ('case', 1892), ('spread', 1831), ('die', 1725), ('official', 1560), ('worker', 1550), ('work', 1532), ('hospital', 1531), ('support', 1492), ('fuck', 1468), ('news', 1468), ('american', 1443), ('bad', 1366), ('government', 1337), ('ill', 1326)]"
sadness,0.1936,"[('test', 1971), ('pandemic', 1945), ('work', 1871), ('stay', 1692), ('fight', 1461), ('good', 1415), ('case', 1409), ('update', 1369), ('health', 1321), ('patient', 1234), ('news', 1161), ('crisis', 1156), ('life', 1148), ('today', 1133), ('hospital', 1101), ('care', 1100), ('great', 1051), ('support', 1026), ('love', 987), ('dont', 936)]"
surprise,0.0846,"[('die', 1679), ('death', 1517), ('dont', 977), ('bad', 957), ('work', 939), ('test', 884), ('hospital', 816), ('pandemic', 719), ('life', 649), ('stay', 609), ('sick', 606), ('case', 588), ('patient', 587), ('family', 554), ('lose', 552), ('feel', 549), ('dy', 502), ('health', 485), ('close', 483), ('job', 482)]"
trust,0.1421,"[('pandemic', 1681), ('stay', 1678), ('work', 1677), ('good', 1334), ('fight', 1275), ('health', 1212), ('crisis', 1137), ('life', 1103), ('test', 1055), ('care', 1047), ('support', 1005), ('great', 981), ('patient', 963), ('love', 948), ('today', 924), ('safe', 898), ('hospital', 885), ('hope', 855), ('dont', 844), ('doctor', 809)]"
