Category,Rate,Hotwords
anger,0.2827,"[('death', 4281), ('test', 3119), ('china', 2762), ('die', 2687), ('pandemic', 2523), ('dont', 2517), ('case', 2510), ('spread', 1816), ('response', 1774), ('work', 1651), ('news', 1533), ('bad', 1515), ('country', 1480), ('health', 1455), ('government', 1424), ('fuck', 1420), ('doctor', 1412), ('american', 1388), ('number', 1368), ('crisis', 1363)]"
anticipation,0.0051,"[('test', 127), ('case', 67), ('positive', 34), ('work', 31), ('start', 31), ('confirm', 28), ('today', 28), ('watch', 25), ('come', 25), ('gonna', 24), ('china', 24), ('movie', 24), ('pandemic', 24), ('cure', 23), ('wait', 22), ('tonight', 22), ('patient', 21), ('big', 20), ('week', 19), ('month', 19)]"
disgust,0.183,"[('pandemic', 1704), ('test', 1667), ('work', 1605), ('stay', 1461), ('fight', 1328), ('case', 1295), ('good', 1187), ('update', 1127), ('today', 1017), ('love', 992), ('health', 987), ('life', 948), ('great', 935), ('news', 933), ('support', 889), ('crisis', 871), ('patient', 858), ('spread', 850), ('safe', 849), ('positive', 827)]"
fear,0.0475,"[('death', 1537), ('test', 952), ('case', 946), ('die', 617), ('pandemic', 558), ('symptom', 502), ('report', 482), ('patient', 453), ('hospital', 446), ('china', 444), ('flu', 431), ('outbreak', 376), ('health', 352), ('bad', 340), ('number', 337), ('fear', 318), ('work', 310), ('spread', 308), ('dont', 308), ('positive', 299)]"
confident,0.0031,"[('sad', 222), ('die', 65), ('lose', 60), ('work', 57), ('feel', 55), ('family', 46), ('dont', 37), ('life', 35), ('today', 31), ('friend', 30), ('sick', 30), ('stress', 30), ('mom', 29), ('bad', 28), ('ive', 25), ('job', 24), ('depression', 24), ('anxiety', 24), ('death', 23), ('struggle', 22)]"
empathetic,0.0045,"[('love', 324), ('happy', 113), ('stay', 64), ('great', 58), ('birthday', 58), ('family', 57), ('bless', 56), ('life', 52), ('work', 50), ('hope', 48), ('today', 48), ('beautiful', 48), ('good', 47), ('safe', 40), ('god', 40), ('friend', 35), ('amaze', 35), ('ram', 33), ('song', 30), ('fight', 30)]"
optimism,0.0911,"[('die', 2219), ('death', 1773), ('work', 991), ('test', 985), ('bad', 966), ('adam', 873), ('dont', 860), ('schlesinger', 859), ('dy', 832), ('wayne', 717), ('hospital', 714), ('lose', 706), ('fountain', 700), ('pandemic', 665), ('patient', 634), ('life', 614), ('family', 579), ('sick', 568), ('dead', 557), ('feel', 542)]"
pessimism,0.1325,"[('pandemic', 1443), ('work', 1433), ('stay', 1424), ('fight', 1219), ('good', 1095), ('love', 968), ('test', 962), ('life', 936), ('support', 874), ('great', 868), ('health', 856), ('safe', 837), ('crisis', 808), ('today', 781), ('dont', 765), ('family', 759), ('hope', 732), ('care', 725), ('spread', 709), ('patient', 653)]"
sadness,0.2505,"[('death', 3395), ('china', 2720), ('test', 2678), ('dont', 2372), ('pandemic', 2326), ('die', 2183), ('response', 1752), ('spread', 1740), ('case', 1595), ('work', 1485), ('bad', 1432), ('fuck', 1419), ('country', 1413), ('government', 1410), ('news', 1370), ('american', 1313), ('doctor', 1294), ('face', 1289), ('health', 1271), ('crisis', 1261)]"
surprise,0.0,[]
trust,0.0,[]
