Category,Rate,Hotwords
confident,0.21875939712814188,"[('covid_19', 25995), ('stay', 14375), ('good', 12425), ('fight', 11408), ('safe', 9627), ('great', 9520), ('love', 8848), ('pandemic', 8190), ('support', 8159), ('god', 7976), ('stayathomeandstaysafe', 7583), ('hope', 7349), ('work', 7099), ('health', 6701), ('free', 6243), ('lockdown', 5999), ('life', 5657), ('family', 5468), ('times', 5196), ('live', 4972)]"
optimistic,0.32523592178524846,"[('covid_19', 31195), ('fight', 23431), ('stay', 21032), ('pandemic', 19730), ('good', 15624), ('health', 14265), ('safe', 13457), ('support', 13425), ('spread', 12699), ('hope', 12051), ('crisis', 11639), ('work', 10893), ('god', 10793), ('great', 10536), ('care', 9403), ('lockdown', 9287), ('patients', 8336), ('china', 8287), ('life', 8158), ('government', 8137)]"
anticipating,0.34016885621747517,"[('covid_19', 26730), ('pandemic', 19497), ('lockdown', 13442), ('fight', 12980), ('health', 11631), ('china', 11389), ('test', 11137), ('spread', 10987), ('crisis', 9903), ('testing', 9605), ('stay', 9513), ('coronaupdate', 8122), ('patients', 8104), ('government', 8043), ('support', 7744), ('quarantine', 7629), ('positive', 7520), ('india', 7223), ('medical', 7194), ('work', 7106)]"
empathetic,0.02241041484310507,"[('love', 6391), ('covid_19', 3666), ('god', 1669), ('family', 1628), ('stay', 1610), ('great', 1570), ('safe', 1457), ('happy', 1428), ('good', 1336), ('support', 1235), ('birthday', 1176), ('work', 1073), ('friends', 1055), ('times', 1031), ('fight', 1028), ('stayathomeandstaysafe', 1013), ('hope', 953), ('life', 857), ('amazing', 833), ('beautiful', 817)]"
fearful,0.25304586660435435,"[('pandemic', 27887), ('deaths', 21102), ('death', 14377), ('covid_19', 12752), ('health', 11676), ('crisis', 11463), ('stay', 10642), ('spread', 10202), ('coronavirus:', 10187), ('lockdown', 10102), ('china', 9989), ('outbreak', 9894), ('flu', 8087), ('country', 7529), ('positive', 7454), ('die', 7318), ('government', 7301), ('risk', 7217), ('fear', 6727), ('days', 6497)]"
sad,0.3005357201001339,"[('deaths', 24584), ('death', 19265), ('covid_19', 19156), ('positive', 17077), ('pandemic', 14814), ('health', 14241), ('died', 13364), ('die', 11239), ('patients', 10723), ('lockdown', 10720), ('crisis', 10657), ('tested', 10655), ('stay', 10485), ('china', 9999), ('test', 9960), ('hospital', 9877), ('country', 9743), ('days', 9650), ('work', 8702), ('total', 8672)]"
angry,0.3084824583749121,"[('china', 22537), ('covid_19', 19288), ('pandemic', 14942), ('dont', 14049), ('government', 13036), ('deaths', 12866), ('lockdown', 11470), ('country', 11449), ('president', 11361), ('shit', 9942), ('death', 9577), ('spread', 9487), ('health', 9169), ('fight', 9039), ('crisis', 8979), ('response', 8923), ('media', 8638), ('work', 7911), ('die', 7906), ('days', 7458)]"
disgusting,0.32334165228566886,"[('china', 22575), ('covid_19', 20542), ('pandemic', 16565), ('dont', 14722), ('deaths', 14178), ('government', 13547), ('country', 12042), ('president', 11932), ('lockdown', 10838), ('death', 10482), ('health', 9846), ('spread', 9840), ('shit', 9821), ('crisis', 9646), ('media', 9231), ('die', 9072), ('response', 8576), ('test', 8379), ('work', 8206), ('testing', 7879)]"
pessimistic,0.046266910042309824,"[('sad', 3092), ('pandemic', 2997), ('covid_19', 2814), ('crisis', 2715), ('die', 2422), ('health', 2119), ('died', 2068), ('death', 1822), ('deaths', 1816), ('work', 1787), ('dont', 1705), ('country', 1673), ('life', 1588), ('hospital', 1376), ('patients', 1307), ('economy', 1228), ('dying', 1220), ('spread', 1219), ('bad', 1214), ('family', 1211)]"
surprising,0.01868125132876589,"[('test', 1563), ('positive', 1300), ('covid_19', 1092), ('china', 1012), ('lockdown', 764), ('wow', 615), ('deaths', 562), ('patients', 535), ('tested', 530), ('surprised', 511), ('minutes', 467), ('coronavirus:', 434), ('dont', 430), ('response', 416), ('death', 385), ('shocking', 382), ('understand', 381), ('confirmed', 353), ('game', 344), ('days', 330)]"
trusting,0.01486110924897673,"[('fight', 2186), ('covid_19', 1661), ('god', 1518), ('safe', 1435), ('stay', 1425), ('hope', 1072), ('great', 957), ('good', 943), ('times', 874), ('work', 829), ('country', 782), ('support', 733), ('crisis', 689), ('faith', 631), ('save', 623), ('pledge', 619), ('health', 602), ('pandemic', 578), ('sir', 571), ('lives', 556)]"
