Category,Rate,Hotwords
anger,0.1554,"[('stay', 167), ('work', 153), ('support', 113), ('safe', 98), ('good', 98), ('pandemic', 98), ('test', 96), ('fight', 93), ('health', 83), ('today', 79), ('love', 78), ('spread', 78), ('crisis', 74), ('hope', 71), ('dont', 71), ('update', 69), ('business', 62), ('life', 62), ('free', 61), ('care', 59)]"
anticipation,0.0,[]
disgust,0.2371,"[('test', 200), ('dont', 175), ('stock', 161), ('china', 157), ('pandemic', 152), ('spread', 150), ('work', 117), ('call', 113), ('public', 111), ('outbreak', 110), ('chinese', 110), ('news', 108), ('case', 107), ('country', 106), ('fuck', 106), ('stay', 105), ('health', 98), ('close', 96), ('senator', 92), ('bad', 90)]"
fear,0.0,[]
confident,0.0439,"[('test', 85), ('case', 63), ('symptom', 46), ('death', 45), ('pandemic', 38), ('flu', 33), ('health', 30), ('news', 29), ('confirm', 27), ('panic', 26), ('outbreak', 26), ('italy', 25), ('report', 25), ('fear', 24), ('spread', 24), ('bad', 23), ('china', 23), ('positive', 23), ('day', 23), ('patient', 20)]"
empathetic,0.0787,"[('work', 77), ('test', 74), ('dont', 71), ('bad', 63), ('stay', 57), ('death', 52), ('die', 51), ('life', 50), ('cancel', 48), ('lose', 42), ('health', 40), ('feel', 39), ('sick', 39), ('symptom', 37), ('pandemic', 37), ('quarantine', 34), ('outbreak', 34), ('close', 32), ('crisis', 30), ('flu', 30)]"
optimism,0.2625,"[('test', 249), ('dont', 188), ('stock', 168), ('china', 164), ('pandemic', 157), ('spread', 154), ('case', 135), ('work', 129), ('news', 126), ('outbreak', 121), ('call', 118), ('chinese', 116), ('stay', 110), ('country', 110), ('death', 108), ('fuck', 106), ('public', 105), ('close', 101), ('bad', 98), ('health', 98)]"
pessimism,0.0064,"[('test', 16), ('positive', 6), ('friday', 4), ('bollywood', 4), ('case', 4), ('hope', 4), ('graph', 3), ('movie', 3), ('idea', 3), ('contagion', 3), ('ive', 3), ('march', 3), ('outbreak', 3), ('told', 3), ('season', 3), ('watch', 3), ('story', 3), ('turn', 3), ('news', 3), ('wait', 3)]"
sadness,0.2086,"[('work', 169), ('test', 166), ('stay', 165), ('pandemic', 112), ('support', 112), ('good', 104), ('safe', 100), ('update', 98), ('today', 96), ('health', 94), ('fight', 93), ('dont', 84), ('positive', 82), ('spread', 81), ('love', 80), ('news', 80), ('hope', 76), ('crisis', 73), ('watch', 67), ('patient', 66)]"
surprise,0.005,"[('love', 25), ('happy', 15), ('good', 9), ('hope', 8), ('birthday', 6), ('safe', 5), ('heart', 5), ('work', 4), ('friday', 4), ('kan', 4), ('morning', 4), ('bring', 4), ('beautiful', 4), ('pandemic', 4), ('bless', 4), ('god', 4), ('family', 4), ('stay', 4), ('great', 4), ('glad', 3)]"
trust,0.0023,"[('sad', 8), ('work', 5), ('life', 5), ('watch', 3), ('cancel', 3), ('bad', 3), ('test', 2), ('hope', 2), ('lose', 2), ('tomorrow', 2), ('isnt', 2), ('break', 2), ('january', 2), ('hurt', 2), ('didnt', 2), ('travel', 2), ('safe', 2), ('isolation', 2), ('wartime', 2), ('hit', 2)]"
