Category,Rate,Hotwords
anger,0.0051,"[('love', 246), ('happy', 91), ('great', 51), ('good', 48), ('family', 47), ('birthday', 42), ('stay', 40), ('bless', 37), ('life', 35), ('friend', 35), ('god', 34), ('safe', 33), ('today', 33), ('work', 33), ('hope', 32), ('amaze', 31), ('beautiful', 25), ('time', 25), ('pray', 24), ('share', 23)]"
anticipation,0.2738,"[('death', 3211), ('test', 2336), ('case', 2131), ('dont', 2057), ('die', 1668), ('china', 1496), ('pandemic', 1483), ('spread', 1389), ('quarantine', 1316), ('work', 1206), ('bad', 1106), ('hospital', 1084), ('news', 1053), ('patient', 1018), ('fuck', 998), ('country', 945), ('york', 941), ('health', 926), ('government', 921), ('kill', 915)]"
disgust,0.0514,"[('death', 1218), ('case', 883), ('test', 698), ('flu', 581), ('die', 518), ('hospital', 404), ('pandemic', 363), ('dont', 341), ('patient', 328), ('symptom', 328), ('bad', 322), ('health', 311), ('report', 310), ('day', 306), ('rate', 303), ('number', 284), ('positive', 280), ('confirm', 275), ('spread', 255), ('fear', 243)]"
fear,0.0032,"[('sad', 148), ('feel', 47), ('death', 37), ('die', 36), ('life', 31), ('family', 31), ('dont', 31), ('work', 27), ('lose', 25), ('bad', 24), ('today', 22), ('ive', 21), ('job', 21), ('day', 18), ('tire', 16), ('cry', 15), ('mom', 15), ('sick', 15), ('heartbreaking', 15), ('stay', 14)]"
confident,0.0,[]
empathetic,0.006,"[('test', 115), ('case', 54), ('positive', 49), ('start', 38), ('wait', 30), ('confirm', 25), ('watch', 23), ('work', 22), ('news', 22), ('patient', 22), ('movie', 20), ('recover', 20), ('county', 20), ('season', 19), ('episode', 19), ('cure', 18), ('china', 17), ('wuhan', 17), ('good', 16), ('report', 16)]"
optimism,0.0,[]
pessimism,0.2373,"[('death', 2387), ('dont', 1878), ('test', 1860), ('china', 1416), ('case', 1399), ('spread', 1337), ('pandemic', 1312), ('quarantine', 1290), ('die', 1285), ('work', 1083), ('bad', 1015), ('fuck', 995), ('news', 907), ('government', 883), ('hospital', 878), ('lockdown', 874), ('kill', 873), ('country', 873), ('patient', 863), ('york', 860)]"
sadness,0.1934,"[('test', 1451), ('stay', 1182), ('pandemic', 1148), ('case', 1105), ('work', 1054), ('fight', 964), ('good', 886), ('love', 695), ('news', 687), ('health', 672), ('update', 672), ('great', 663), ('safe', 660), ('patient', 655), ('dont', 651), ('positive', 648), ('life', 647), ('today', 619), ('support', 617), ('family', 597)]"
surprise,0.0917,"[('die', 1439), ('death', 1285), ('bad', 773), ('dont', 719), ('test', 711), ('hospital', 637), ('work', 625), ('patient', 558), ('flu', 555), ('case', 504), ('life', 489), ('lose', 414), ('day', 410), ('feel', 405), ('sick', 395), ('stay', 386), ('health', 379), ('family', 378), ('pandemic', 377), ('today', 330)]"
trust,0.1382,"[('stay', 1163), ('pandemic', 970), ('work', 958), ('fight', 898), ('test', 893), ('good', 847), ('love', 680), ('safe', 662), ('life', 632), ('great', 613), ('support', 613), ('dont', 610), ('health', 603), ('crisis', 575), ('care', 555), ('hope', 537), ('family', 537), ('spread', 527), ('today', 507), ('patient', 490)]"
