Entity,Code,Date,DailyChangeInTotalTestsPerK
Denmark,DNK,16-Apr-20,0.806
Denmark,DNK,17-Apr-20,0.802
Denmark,DNK,18-Apr-20,0.762
Denmark,DNK,19-Apr-20,0.49
Denmark,DNK,20-Apr-20,0.34
Denmark,DNK,21-Apr-20,0.742
Denmark,DNK,22-Apr-20,1.368
Denmark,DNK,23-Apr-20,1.408
Denmark,DNK,24-Apr-20,1.503
Denmark,DNK,25-Apr-20,1.97
Denmark,DNK,26-Apr-20,1.757
Denmark,DNK,27-Apr-20,1.536
Denmark,DNK,30-Apr-20,2.262
Ecuador,ECU,19-Mar-20,0.011
Ecuador,ECU,20-Mar-20,0.016
Ecuador,ECU,21-Mar-20,0.013
Ecuador,ECU,22-Mar-20,0.027
Ecuador,ECU,23-Mar-20,0.023
Ecuador,ECU,24-Mar-20,0.013
Ecuador,ECU,25-Mar-20,0.016
Ecuador,ECU,26-Mar-20,0.03
Ecuador,ECU,27-Mar-20,0.025
Ecuador,ECU,28-Mar-20,0.021
Ecuador,ECU,29-Mar-20,0.011
Ecuador,ECU,30-Mar-20,0.005
Ecuador,ECU,31-Mar-20,0.035
Ecuador,ECU,01-Apr-20,0.043
Ecuador,ECU,02-Apr-20,0.04
Ecuador,ECU,03-Apr-20,0.02
Ecuador,ECU,04-Apr-20,0.01
Ecuador,ECU,05-Apr-20,0.024
Ecuador,ECU,06-Apr-20,0.019
Ecuador,ECU,07-Apr-20,0.02
Ecuador,ECU,08-Apr-20,0.04
Ecuador,ECU,09-Apr-20,0.056
Ecuador,ECU,10-Apr-20,0.228
Ecuador,ECU,11-Apr-20,0.031
Ecuador,ECU,12-Apr-20,0.022
Ecuador,ECU,13-Apr-20,0.014
Ecuador,ECU,14-Apr-20,0.015
Ecuador,ECU,15-Apr-20,0.029
Ecuador,ECU,16-Apr-20,0.03
Ecuador,ECU,17-Apr-20,0.022
Ecuador,ECU,18-Apr-20,0.056
Ecuador,ECU,19-Apr-20,0.052
Ecuador,ECU,20-Apr-20,0.081
Ecuador,ECU,21-Apr-20,0.035
Ecuador,ECU,22-Apr-20,0.064
Ecuador,ECU,23-Apr-20,0.101
Ecuador,ECU,24-Apr-20,1.274
Ecuador,ECU,28-Apr-20,0.151
Ecuador,ECU,29-Apr-20,0.069
Ecuador,ECU,30-Apr-20,0.038
El Salvador,SLV,15-Apr-20,0.084
El Salvador,SLV,16-Apr-20,0.144
El Salvador,SLV,17-Apr-20,0.142
El Salvador,SLV,18-Apr-20,0.149
El Salvador,SLV,19-Apr-20,0.162
El Salvador,SLV,20-Apr-20,0.176
El Salvador,SLV,21-Apr-20,0.158
El Salvador,SLV,22-Apr-20,0.156
El Salvador,SLV,23-Apr-20,0.159
El Salvador,SLV,26-Apr-20,0.414
El Salvador,SLV,27-Apr-20,0.193
Estonia,EST,26-Feb-20,0.006
Estonia,EST,27-Feb-20,0.008
Estonia,EST,28-Feb-20,0.01
Estonia,EST,29-Feb-20,0.006
Estonia,EST,01-Mar-20,0.014
Estonia,EST,02-Mar-20,0.017
Estonia,EST,03-Mar-20,0.022
Estonia,EST,04-Mar-20,0.027
Estonia,EST,05-Mar-20,0.026
Estonia,EST,06-Mar-20,0.054
Estonia,EST,07-Mar-20,0.022
Estonia,EST,08-Mar-20,0.015
Estonia,EST,09-Mar-20,0.048
Estonia,EST,10-Mar-20,0.043
Estonia,EST,11-Mar-20,0.049
Estonia,EST,12-Mar-20,0.099
Estonia,EST,13-Mar-20,0.138
Estonia,EST,14-Mar-20,0.123
Estonia,EST,15-Mar-20,0.373
Estonia,EST,16-Mar-20,0.23
Estonia,EST,17-Mar-20,0.144
Estonia,EST,18-Mar-20,0.406
Estonia,EST,19-Mar-20,0.265
Estonia,EST,20-Mar-20,0.296
Estonia,EST,21-Mar-20,0.48
Estonia,EST,22-Mar-20,0.121
Estonia,EST,23-Mar-20,0.373
Estonia,EST,24-Mar-20,1.058
Estonia,EST,25-Mar-20,0.789
Estonia,EST,26-Mar-20,0.859
Estonia,EST,27-Mar-20,0.945
Estonia,EST,28-Mar-20,0.78
Estonia,EST,29-Mar-20,0.642
Estonia,EST,30-Mar-20,0.869
Estonia,EST,31-Mar-20,1.49
Estonia,EST,01-Apr-20,1.034
Estonia,EST,02-Apr-20,1.889
Estonia,EST,03-Apr-20,1.155
Estonia,EST,04-Apr-20,0.894
Estonia,EST,05-Apr-20,0.648
Estonia,EST,06-Apr-20,1.266
Estonia,EST,07-Apr-20,0.96
Estonia,EST,08-Apr-20,1.21
Estonia,EST,09-Apr-20,1.105
Estonia,EST,10-Apr-20,1.184
Estonia,EST,11-Apr-20,0.675
Estonia,EST,12-Apr-20,0.308
Estonia,EST,13-Apr-20,1.137
Estonia,EST,14-Apr-20,1.286
Estonia,EST,15-Apr-20,1.546
Estonia,EST,16-Apr-20,1.185
Estonia,EST,17-Apr-20,1.52
Estonia,EST,18-Apr-20,0.544
Estonia,EST,19-Apr-20,0.452
Estonia,EST,20-Apr-20,0.97
Estonia,EST,21-Apr-20,1.07
Estonia,EST,22-Apr-20,1.165
Estonia,EST,23-Apr-20,0.831
Estonia,EST,24-Apr-20,0.792
Estonia,EST,25-Apr-20,0.455
Estonia,EST,26-Apr-20,0.354
Estonia,EST,27-Apr-20,0.836
Estonia,EST,28-Apr-20,1.26
Estonia,EST,29-Apr-20,1.177
Estonia,EST,30-Apr-20,0.777
Ethiopia,ETH,01-Apr-20,0.001
Ethiopia,ETH,06-Apr-20,0.001
Ethiopia,ETH,07-Apr-20,0.002
Ethiopia,ETH,08-Apr-20,0.002
Ethiopia,ETH,09-Apr-20,0.003
Ethiopia,ETH,13-Apr-20,0.002
Ethiopia,ETH,14-Apr-20,0.004
Ethiopia,ETH,15-Apr-20,0.004
Ethiopia,ETH,16-Apr-20,0.003
Ethiopia,ETH,24-Apr-20,0.008
Ethiopia,ETH,25-Apr-20,0.009
Ethiopia,ETH,28-Apr-20,0.009
Ethiopia,ETH,29-Apr-20,0.007
Ethiopia,ETH,30-Apr-20,0.012
Finland,FIN,28-Feb-20,0.065
Finland,FIN,29-Feb-20,0.003
Finland,FIN,01-Mar-20,0.003
Finland,FIN,04-Mar-20,0.015
Finland,FIN,05-Mar-20,0.014
Finland,FIN,06-Mar-20,0.019
Finland,FIN,07-Mar-20,0.004
Finland,FIN,08-Mar-20,0.003
Finland,FIN,09-Mar-20,0.022
Finland,FIN,10-Mar-20,0.023
Finland,FIN,11-Mar-20,0.029
Finland,FIN,12-Mar-20,0.063
Finland,FIN,13-Mar-20,0.074
Finland,FIN,14-Mar-20,0.106
Finland,FIN,15-Mar-20,0.116
Finland,FIN,16-Mar-20,0.147
Finland,FIN,17-Mar-20,0.202
Finland,FIN,18-Mar-20,0.183
Finland,FIN,19-Mar-20,0.14
Finland,FIN,20-Mar-20,0.229
Finland,FIN,21-Mar-20,0.288
Finland,FIN,22-Mar-20,0.19
Finland,FIN,23-Mar-20,0.238
Finland,FIN,24-Mar-20,0.285
Finland,FIN,25-Mar-20,0.334
Finland,FIN,26-Mar-20,0.332
Finland,FIN,27-Mar-20,0.362
Finland,FIN,28-Mar-20,0.218
Finland,FIN,29-Mar-20,0.105
Finland,FIN,30-Mar-20,0.195
Finland,FIN,31-Mar-20,0.196
Finland,FIN,01-Apr-20,0.283
Finland,FIN,02-Apr-20,0.404
Finland,FIN,03-Apr-20,0.301
Finland,FIN,04-Apr-20,0.579
Finland,FIN,05-Apr-20,0.293
Finland,FIN,06-Apr-20,0.348
Finland,FIN,07-Apr-20,0.375
Finland,FIN,08-Apr-20,0.589
Finland,FIN,09-Apr-20,0.434
Finland,FIN,10-Apr-20,0.582
Finland,FIN,11-Apr-20,0.235
Finland,FIN,12-Apr-20,0.284
Finland,FIN,13-Apr-20,0.163
Finland,FIN,14-Apr-20,0.21
Finland,FIN,15-Apr-20,0.41
Finland,FIN,16-Apr-20,0.619
Finland,FIN,17-Apr-20,0.483
Finland,FIN,18-Apr-20,0.641
Finland,FIN,19-Apr-20,0.416
Finland,FIN,20-Apr-20,0.314
Finland,FIN,21-Apr-20,0.62
Finland,FIN,22-Apr-20,0.733
Finland,FIN,23-Apr-20,0.634
Finland,FIN,24-Apr-20,0.738
Finland,FIN,25-Apr-20,0.529
Finland,FIN,26-Apr-20,0.437
Finland,FIN,27-Apr-20,0.413
Finland,FIN,28-Apr-20,0.521
Finland,FIN,29-Apr-20,0.628
Finland,FIN,30-Apr-20,0.187
France,FRA,25-Feb-20,0.002
France,FRA,26-Feb-20,0.004
France,FRA,27-Feb-20,0.007
France,FRA,28-Feb-20,0.007
France,FRA,29-Feb-20,0.009
France,FRA,01-Mar-20,0.008
France,FRA,02-Mar-20,0.007
France,FRA,03-Mar-20,0.011
France,FRA,04-Mar-20,0.019
France,FRA,05-Mar-20,0.019
France,FRA,06-Mar-20,0.025
France,FRA,07-Mar-20,0.028
France,FRA,08-Mar-20,0.024
France,FRA,09-Mar-20,0.024
France,FRA,10-Mar-20,0.036
Ghana,GHA,11-Apr-20,0.341
Ghana,GHA,14-Apr-20,0.203
Ghana,GHA,19-Apr-20,0.247
Ghana,GHA,20-Apr-20,0.631
Ghana,GHA,28-Apr-20,0.238
Greece,GRC,13-Mar-20,0.05
Greece,GRC,14-Mar-20,0.067
Greece,GRC,15-Mar-20,0.058
Greece,GRC,16-Mar-20,0.031
Greece,GRC,28-Mar-20,0.085
Greece,GRC,29-Mar-20,0.076
Greece,GRC,30-Mar-20,0.078
Greece,GRC,31-Mar-20,0.074
Greece,GRC,01-Apr-20,0.059
Greece,GRC,02-Apr-20,0.143
Greece,GRC,03-Apr-20,0.345
Greece,GRC,06-Apr-20,0.071
Greece,GRC,07-Apr-20,0.229
Greece,GRC,08-Apr-20,0.378
Greece,GRC,09-Apr-20,0.106
Greece,GRC,10-Apr-20,0.173
Greece,GRC,11-Apr-20,0.183
Greece,GRC,12-Apr-20,0.472
Greece,GRC,13-Apr-20,0.111
Greece,GRC,14-Apr-20,0.516
Greece,GRC,15-Apr-20,0.189
Greece,GRC,21-Apr-20,0.127
Greece,GRC,22-Apr-20,0.123
Greece,GRC,23-Apr-20,0.22
Greece,GRC,24-Apr-20,0.208
Greece,GRC,25-Apr-20,0.161
Greece,GRC,26-Apr-20,0.146
Greece,GRC,27-Apr-20,0.143
Greece,GRC,28-Apr-20,0.359
Greece,GRC,29-Apr-20,0.22
Greece,GRC,30-Apr-20,0.292
Hungary,HUN,07-Mar-20,0.005
Hungary,HUN,08-Mar-20,0.004
Hungary,HUN,11-Mar-20,0.008
Hungary,HUN,12-Mar-20,0.013
Hungary,HUN,13-Mar-20,0.013
Hungary,HUN,14-Mar-20,0.016
Hungary,HUN,15-Mar-20,0.023
Hungary,HUN,16-Mar-20,0.024
Hungary,HUN,17-Mar-20,0.012
Hungary,HUN,18-Mar-20,0.022
Hungary,HUN,19-Mar-20,0.054
Hungary,HUN,20-Mar-20,0.071
Hungary,HUN,21-Mar-20,0.049
Hungary,HUN,22-Mar-20,0.1
Hungary,HUN,23-Mar-20,0.111
Hungary,HUN,24-Mar-20,0.062
Hungary,HUN,25-Mar-20,0.073
Hungary,HUN,26-Mar-20,0.123
Hungary,HUN,27-Mar-20,0.131
Hungary,HUN,28-Mar-20,0.106
Hungary,HUN,29-Mar-20,0.191
Hungary,HUN,30-Mar-20,0.119
Hungary,HUN,31-Mar-20,0.087
Hungary,HUN,01-Apr-20,0.11
Hungary,HUN,02-Apr-20,0.123
Hungary,HUN,03-Apr-20,0.142
Hungary,HUN,04-Apr-20,0.171
Hungary,HUN,05-Apr-20,0.189
Hungary,HUN,06-Apr-20,0.107
Hungary,HUN,07-Apr-20,0.152
Hungary,HUN,08-Apr-20,0.207
Hungary,HUN,09-Apr-20,0.215
Hungary,HUN,10-Apr-20,0.22
Hungary,HUN,11-Apr-20,0.208
Hungary,HUN,12-Apr-20,0.163
Hungary,HUN,13-Apr-20,0.133
Hungary,HUN,14-Apr-20,0.104
Hungary,HUN,15-Apr-20,0.155
Hungary,HUN,16-Apr-20,0.12
Hungary,HUN,17-Apr-20,0.321
Hungary,HUN,18-Apr-20,0.239
Hungary,HUN,19-Apr-20,0.254
Hungary,HUN,20-Apr-20,0.176
Hungary,HUN,21-Apr-20,0.207
Hungary,HUN,22-Apr-20,0.274
Hungary,HUN,23-Apr-20,0.278
Hungary,HUN,24-Apr-20,0.296
Hungary,HUN,25-Apr-20,0.264
Hungary,HUN,26-Apr-20,0.28
Hungary,HUN,27-Apr-20,0.219
Hungary,HUN,28-Apr-20,0.16
Hungary,HUN,29-Apr-20,0.324
Hungary,HUN,30-Apr-20,0.274
Hungary,HUN,01-May-20,0.35
Iceland,ISL,27-Feb-20,0.067
Iceland,ISL,28-Feb-20,0.038
Iceland,ISL,29-Feb-20,0.094
Iceland,ISL,01-Mar-20,0.064
Iceland,ISL,02-Mar-20,0.141
Iceland,ISL,03-Mar-20,0.132
Iceland,ISL,04-Mar-20,0.237
Iceland,ISL,05-Mar-20,0.182
Iceland,ISL,06-Mar-20,0.167
Iceland,ISL,07-Mar-20,0.17
Iceland,ISL,08-Mar-20,0.108
Iceland,ISL,09-Mar-20,0.287
Iceland,ISL,10-Mar-20,0.495
Iceland,ISL,11-Mar-20,0.437
Iceland,ISL,12-Mar-20,0.741
Iceland,ISL,13-Mar-20,1.046
Iceland,ISL,14-Mar-20,0.947
Iceland,ISL,15-Mar-20,3.15
Iceland,ISL,16-Mar-20,5.002
Iceland,ISL,17-Mar-20,4.103
Iceland,ISL,18-Mar-20,5.357
Iceland,ISL,19-Mar-20,3.842
Iceland,ISL,20-Mar-20,1.697
Iceland,ISL,21-Mar-20,1.026
Iceland,ISL,22-Mar-20,0.536
Iceland,ISL,23-Mar-20,1.345
Iceland,ISL,24-Mar-20,2.834
Iceland,ISL,25-Mar-20,2.602
Iceland,ISL,26-Mar-20,2.925
Iceland,ISL,27-Mar-20,2.995
Iceland,ISL,28-Mar-20,2.488
Iceland,ISL,29-Mar-20,2.93
Iceland,ISL,30-Mar-20,4.161
Iceland,ISL,31-Mar-20,4.724
Iceland,ISL,01-Apr-20,4.144
Iceland,ISL,02-Apr-20,3.707
Iceland,ISL,03-Apr-20,4.234
Iceland,ISL,04-Apr-20,5.14
Iceland,ISL,05-Apr-20,7.285
Iceland,ISL,06-Apr-20,3.259
Iceland,ISL,07-Apr-20,5.729
Iceland,ISL,08-Apr-20,4.911
Iceland,ISL,09-Apr-20,4.401
Iceland,ISL,10-Apr-20,1.495
Iceland,ISL,11-Apr-20,1.811
Iceland,ISL,12-Apr-20,0.689
Iceland,ISL,13-Apr-20,2.494
Iceland,ISL,14-Apr-20,3.068
Iceland,ISL,15-Apr-20,2.397
Iceland,ISL,16-Apr-20,3.903
Iceland,ISL,17-Apr-20,4.557
Iceland,ISL,18-Apr-20,4.897
Iceland,ISL,19-Apr-20,1.116
Iceland,ISL,20-Apr-20,2.016
Iceland,ISL,21-Apr-20,1.867
Iceland,ISL,22-Apr-20,1.832
Iceland,ISL,23-Apr-20,0.566
Iceland,ISL,24-Apr-20,2.007
Iceland,ISL,25-Apr-20,1.116
Iceland,ISL,26-Apr-20,0.073
Iceland,ISL,27-Apr-20,2.016
Iceland,ISL,28-Apr-20,1.489
Iceland,ISL,29-Apr-20,2.462
Iceland,ISL,30-Apr-20,2.116
India,IND,20-Mar-20,0.001
India,IND,21-Mar-20,0.001
India,IND,22-Mar-20,0.001
India,IND,23-Mar-20,0.003
India,IND,25-Mar-20,0.003
India,IND,03-Apr-20,0.015
India,IND,04-Apr-20,0.008
India,IND,05-Apr-20,0.007
India,IND,06-Apr-20,0.008
India,IND,07-Apr-20,0.009
India,IND,08-Apr-20,0.01
India,IND,09-Apr-20,0.012
India,IND,10-Apr-20,0.012
India,IND,11-Apr-20,0.013
India,IND,12-Apr-20,0.012
India,IND,13-Apr-20,0.016
India,IND,14-Apr-20,0.02
India,IND,15-Apr-20,0.022
India,IND,16-Apr-20,0.021
India,IND,17-Apr-20,0.023
India,IND,18-Apr-20,0.027
India,IND,19-Apr-20,0.021
India,IND,24-Apr-20,0.03
India,IND,25-Apr-20,0.028
India,IND,26-Apr-20,0.033
India,IND,27-Apr-20,0.029
India,IND,28-Apr-20,0.037
India,IND,29-Apr-20,0.039
India,IND,30-Apr-20,0.043
India,IND,01-May-20,0.053
"India, people tested",,20-Mar-20,0.001
"India, people tested",,21-Mar-20,0.001
"India, people tested",,22-Mar-20,0.001
"India, people tested",,23-Mar-20,0.003
"India, people tested",,25-Mar-20,0.003
"India, people tested",,10-Apr-20,0.012
"India, people tested",,11-Apr-20,0.013
"India, people tested",,12-Apr-20,0.012
"India, people tested",,13-Apr-20,0.016
"India, people tested",,14-Apr-20,0.019
"India, people tested",,15-Apr-20,0.021
"India, people tested",,16-Apr-20,0.02
"India, people tested",,17-Apr-20,0.023
"India, people tested",,18-Apr-20,0.026
"India, people tested",,19-Apr-20,0.021
"India, people tested",,24-Apr-20,0.029
Indonesia,IDN,20-Mar-20,0.001
Indonesia,IDN,24-Mar-20,0.001
Indonesia,IDN,28-Mar-20,0.005
Indonesia,IDN,29-Mar-20,0.002
Indonesia,IDN,30-Mar-20,0.001
Indonesia,IDN,02-Apr-20,0.002
Indonesia,IDN,03-Apr-20,0.002
Indonesia,IDN,04-Apr-20,0.001
Indonesia,IDN,07-Apr-20,0.007
Indonesia,IDN,08-Apr-20,0.004
Indonesia,IDN,09-Apr-20,0.008
Indonesia,IDN,10-Apr-20,0.01
Indonesia,IDN,11-Apr-20,0.001
Indonesia,IDN,12-Apr-20,0.027
Indonesia,IDN,13-Apr-20,0.001
Indonesia,IDN,14-Apr-20,0.015
Indonesia,IDN,15-Apr-20,0.005
Indonesia,IDN,16-Apr-20,0.007
Indonesia,IDN,17-Apr-20,0.008
Indonesia,IDN,18-Apr-20,0.008
Indonesia,IDN,19-Apr-20,0.01
Indonesia,IDN,20-Apr-20,0.006
Indonesia,IDN,21-Apr-20,0.009
Indonesia,IDN,22-Apr-20,0.004
Indonesia,IDN,23-Apr-20,0.005
Indonesia,IDN,24-Apr-20,0.007
Indonesia,IDN,25-Apr-20,0.007
Indonesia,IDN,26-Apr-20,0.016
Indonesia,IDN,27-Apr-20,0.009
Indonesia,IDN,28-Apr-20,0.011
Indonesia,IDN,29-Apr-20,0.019
Indonesia,IDN,30-Apr-20,0.017
Indonesia,IDN,01-May-20,0.015
Iran,IRN,09-Apr-20,0.124
Iran,IRN,10-Apr-20,0.133
Iran,IRN,11-Apr-20,0.109
Iran,IRN,12-Apr-20,0.139
Iran,IRN,15-Apr-20,0.141
Iran,IRN,16-Apr-20,0.133
Iran,IRN,17-Apr-20,0.114
Iran,IRN,18-Apr-20,0.122
Iran,IRN,19-Apr-20,0.137
Iran,IRN,20-Apr-20,0.135
Iran,IRN,21-Apr-20,0.151
Iran,IRN,24-Apr-20,0.124
Iran,IRN,25-Apr-20,0.121
Iran,IRN,26-Apr-20,0.134
Iran,IRN,27-Apr-20,0.131
Iran,IRN,30-Apr-20,0.118
Israel,ISR,22-Feb-20,0.002
Israel,ISR,23-Feb-20,0.009
Israel,ISR,24-Feb-20,0.007
Israel,ISR,25-Feb-20,0.012
Israel,ISR,26-Feb-20,0.014
Israel,ISR,27-Feb-20,0.015
Israel,ISR,28-Feb-20,0.013
Israel,ISR,29-Feb-20,0.018
Israel,ISR,01-Mar-20,0.018
Israel,ISR,02-Mar-20,0.02
Israel,ISR,03-Mar-20,0.026
Israel,ISR,04-Mar-20,0.014
Israel,ISR,05-Mar-20,0.02
Israel,ISR,06-Mar-20,0.035
Israel,ISR,07-Mar-20,0.045
Israel,ISR,08-Mar-20,0.055
Israel,ISR,09-Mar-20,0.068
Israel,ISR,10-Mar-20,0.06
Israel,ISR,11-Mar-20,0.059
Israel,ISR,12-Mar-20,0.083
Israel,ISR,13-Mar-20,0.091
Israel,ISR,14-Mar-20,0.075
Israel,ISR,15-Mar-20,0.132
Israel,ISR,16-Mar-20,0.148
Israel,ISR,17-Mar-20,0.247
Israel,ISR,18-Mar-20,0.307
Israel,ISR,19-Mar-20,0.289
Israel,ISR,20-Mar-20,0.305
Israel,ISR,21-Mar-20,0.228
Israel,ISR,22-Mar-20,0.388
Israel,ISR,23-Mar-20,0.447
Israel,ISR,24-Mar-20,0.585
Israel,ISR,25-Mar-20,0.605
Israel,ISR,26-Mar-20,0.642
Israel,ISR,27-Mar-20,0.579
Israel,ISR,28-Mar-20,0.573
Israel,ISR,29-Mar-20,0.75
Israel,ISR,30-Mar-20,0.656
Israel,ISR,31-Mar-20,0.907
Israel,ISR,01-Apr-20,0.949
Israel,ISR,02-Apr-20,1.049
Israel,ISR,03-Apr-20,1.144
Israel,ISR,04-Apr-20,0.768
Israel,ISR,05-Apr-20,1.072
Israel,ISR,06-Apr-20,0.838
Israel,ISR,07-Apr-20,0.762
Israel,ISR,08-Apr-20,0.644
Israel,ISR,09-Apr-20,0.639
Israel,ISR,10-Apr-20,0.78
Israel,ISR,11-Apr-20,0.728
Israel,ISR,12-Apr-20,1.103
Israel,ISR,13-Apr-20,1.204
Israel,ISR,14-Apr-20,1.463
Israel,ISR,15-Apr-20,1.092
Israel,ISR,16-Apr-20,1.477
Israel,ISR,17-Apr-20,1.246
Israel,ISR,18-Apr-20,1.226
Israel,ISR,19-Apr-20,1.185
Israel,ISR,20-Apr-20,1.541
Israel,ISR,21-Apr-20,1.32
Israel,ISR,22-Apr-20,1.375
Israel,ISR,23-Apr-20,1.601
Israel,ISR,24-Apr-20,1.363
Israel,ISR,25-Apr-20,2.392
Israel,ISR,26-Apr-20,0.97
Israel,ISR,27-Apr-20,1.257
Israel,ISR,28-Apr-20,1.21
Italy,ITA,25-Feb-20,0.071
Italy,ITA,26-Feb-20,0.016
Italy,ITA,27-Feb-20,0.04
Italy,ITA,28-Feb-20,0.061
Italy,ITA,29-Feb-20,0.049
Italy,ITA,01-Mar-20,0.041
Italy,ITA,02-Mar-20,0.037
Italy,ITA,03-Mar-20,0.042
Italy,ITA,04-Mar-20,0.066
Italy,ITA,05-Mar-20,0.042
Italy,ITA,06-Mar-20,0.066
Italy,ITA,07-Mar-20,0.094
Italy,ITA,08-Mar-20,0.13
Italy,ITA,09-Mar-20,0.064
Italy,ITA,10-Mar-20,0.115
Italy,ITA,11-Mar-20,0.205
Italy,ITA,12-Mar-20,0.213
Italy,ITA,13-Mar-20,0.19
Italy,ITA,14-Mar-20,0.193
Italy,ITA,15-Mar-20,0.26
Italy,ITA,16-Mar-20,0.216
Italy,ITA,17-Mar-20,0.177
Italy,ITA,18-Mar-20,0.279
Italy,ITA,19-Mar-20,0.285
Italy,ITA,20-Mar-20,0.399
Italy,ITA,21-Mar-20,0.436
Italy,ITA,22-Mar-20,0.416
Italy,ITA,23-Mar-20,0.282
Italy,ITA,24-Mar-20,0.356
Italy,ITA,25-Mar-20,0.455
Italy,ITA,26-Mar-20,0.606
Italy,ITA,27-Mar-20,0.546
Italy,ITA,28-Mar-20,0.586
Italy,ITA,29-Mar-20,0.405
Italy,ITA,30-Mar-20,0.386
Italy,ITA,31-Mar-20,0.49
Italy,ITA,01-Apr-20,0.57
Italy,ITA,02-Apr-20,0.658
Italy,ITA,03-Apr-20,0.639
Italy,ITA,04-Apr-20,0.618
Italy,ITA,05-Apr-20,0.566
Italy,ITA,06-Apr-20,0.501
Italy,ITA,07-Apr-20,0.558
Italy,ITA,08-Apr-20,0.855
Italy,ITA,09-Apr-20,0.765
Italy,ITA,10-Apr-20,0.885
Italy,ITA,11-Apr-20,0.936
Italy,ITA,12-Apr-20,0.773
Italy,ITA,13-Apr-20,0.607
Italy,ITA,14-Apr-20,0.443
Italy,ITA,15-Apr-20,0.723
Italy,ITA,16-Apr-20,1.009
Italy,ITA,17-Apr-20,1.087
Italy,ITA,18-Apr-20,1.021
Italy,ITA,19-Apr-20,0.839
Italy,ITA,20-Apr-20,0.686
Italy,ITA,21-Apr-20,0.862
Italy,ITA,22-Apr-20,1.044
Italy,ITA,23-Apr-20,1.102
Italy,ITA,24-Apr-20,1.033
Italy,ITA,25-Apr-20,1.081
Italy,ITA,26-Apr-20,0.826
Italy,ITA,27-Apr-20,0.529
Italy,ITA,28-Apr-20,0.947
Italy,ITA,29-Apr-20,1.056
Italy,ITA,30-Apr-20,1.132
"Italy, people tested",,20-Apr-20,0.13
"Italy, people tested",,21-Apr-20,0.465
"Italy, people tested",,22-Apr-20,0.732
"Italy, people tested",,23-Apr-20,0.613
"Italy, people tested",,24-Apr-20,1.576
"Italy, people tested",,25-Apr-20,0.64
"Italy, people tested",,26-Apr-20,0.399
"Italy, people tested",,27-Apr-20,0.441
"Italy, people tested",,28-Apr-20,0.621
"Italy, people tested",,29-Apr-20,0.638
"Italy, people tested",,30-Apr-20,0.685
"Japan, tests performed",,18-Feb-20,0.008
"Japan, tests performed",,19-Feb-20,0.006
"Japan, tests performed",,20-Feb-20,0.006
"Japan, tests performed",,21-Feb-20,0.013
"Japan, tests performed",,22-Feb-20,0.009
"Japan, tests performed",,23-Feb-20,0.005
"Japan, tests performed",,24-Feb-20,0.004
"Japan, tests performed",,25-Feb-20,0.007
"Japan, tests performed",,26-Feb-20,0.011
"Japan, tests performed",,27-Feb-20,0.011
"Japan, tests performed",,28-Feb-20,0.012
"Japan, tests performed",,29-Feb-20,0.008
"Japan, tests performed",,01-Mar-20,0.005
"Japan, tests performed",,02-Mar-20,0.009
"Japan, tests performed",,03-Mar-20,0.013
"Japan, tests performed",,04-Mar-20,0.011
"Japan, tests performed",,05-Mar-20,0.012
"Japan, tests performed",,06-Mar-20,0.015
"Japan, tests performed",,07-Mar-20,0.012
"Japan, tests performed",,08-Mar-20,0.004
"Japan, tests performed",,09-Mar-20,0.01
"Japan, tests performed",,10-Mar-20,0.016
"Japan, tests performed",,11-Mar-20,0.015
"Japan, tests performed",,12-Mar-20,0.014
"Japan, tests performed",,13-Mar-20,0.012
"Japan, tests performed",,14-Mar-20,0.012
"Japan, tests performed",,15-Mar-20,0.005
"Japan, tests performed",,16-Mar-20,0.009
"Japan, tests performed",,17-Mar-20,0.014
"Japan, tests performed",,18-Mar-20,0.014
"Japan, tests performed",,19-Mar-20,0.014
"Japan, tests performed",,20-Mar-20,0.012
"Japan, tests performed",,21-Mar-20,0.007
"Japan, tests performed",,22-Mar-20,0.007
"Japan, tests performed",,23-Mar-20,0.011
"Japan, tests performed",,24-Mar-20,0.018
"Japan, tests performed",,25-Mar-20,0.015
"Japan, tests performed",,26-Mar-20,0.017
"Japan, tests performed",,27-Mar-20,0.018
"Japan, tests performed",,28-Mar-20,0.02
"Japan, tests performed",,29-Mar-20,0.017
"Japan, tests performed",,30-Mar-20,0.025
"Japan, tests performed",,31-Mar-20,0.032
"Japan, tests performed",,01-Apr-20,0.033
"Japan, tests performed",,02-Apr-20,0.04
"Japan, tests performed",,03-Apr-20,0.046
"Japan, tests performed",,04-Apr-20,0.047
"Japan, tests performed",,05-Apr-20,0.029
"Japan, tests performed",,06-Apr-20,0.042
"Japan, tests performed",,07-Apr-20,0.058
"Japan, tests performed",,08-Apr-20,0.063
"Japan, tests performed",,09-Apr-20,0.064
"Japan, tests performed",,10-Apr-20,0.063
"Japan, tests performed",,11-Apr-20,0.056
"Japan, tests performed",,12-Apr-20,0.038
"Japan, tests performed",,13-Apr-20,0.054
"Japan, tests performed",,14-Apr-20,0.067
"Japan, tests performed",,15-Apr-20,0.07
"Japan, tests performed",,16-Apr-20,0.066
"Japan, tests performed",,17-Apr-20,0.074
"Japan, tests performed",,18-Apr-20,0.068
"Japan, tests performed",,19-Apr-20,0.036
"Japan, tests performed",,20-Apr-20,0.055
"Japan, tests performed",,21-Apr-20,0.065
