"Country","Date","fips","Deaths","Deaths_daily","time","Deaths_log","Deaths_sum","n","coef.intercept","Exp_rate"
"California",2020-03-16,"06",11,5,1,2.39789527279837,386,22,NA,NA
"California",2020-03-17,"06",14,3,2,2.63905732961526,386,22,NA,NA
"California",2020-03-18,"06",17,3,3,2.83321334405622,386,22,NA,NA
"California",2020-03-19,"06",19,2,4,2.94443897916644,386,22,NA,NA
"California",2020-03-20,"06",24,5,5,3.17805383034795,386,22,NA,NA
"California",2020-03-21,"06",28,4,6,3.3322045101752,386,22,NA,NA
"California",2020-03-22,"06",35,7,7,3.55534806148941,386,22,2.2395311591663,18.5839043338741
"California",2020-03-23,"06",39,4,8,3.66356164612965,386,22,2.28770611524389,17.5198139836369
"California",2020-03-24,"06",52,13,9,3.95124371858143,386,22,2.24337400814015,18.4629667451554
"California",2020-03-25,"06",67,15,10,4.20469261939097,386,22,2.13245316533783,20.2089208324821
"California",2020-03-26,"06",82,15,11,4.40671924726425,386,22,2.09115534011913,20.810243308116
"California",2020-03-27,"06",102,20,12,4.62497281328427,386,22,1.99483450635774,21.8649223362079
"California",2020-03-28,"06",121,19,13,4.79579054559674,386,22,1.99332362335022,21.7843761261216
"California",2020-03-29,"06",130,9,14,4.86753445045558,386,22,2.11156590331759,20.4331866460777
"California",2020-03-30,"06",146,16,15,4.98360662170834,386,22,2.48557557239346,17.185155963723
"California",2020-03-31,"06",183,37,16,5.20948615284142,386,22,2.67971032067233,15.752560665753
"California",2020-04-01,"06",212,29,17,5.35658627467201,386,22,2.78887752496436,15.0230137051756
"California",2020-04-02,"06",247,35,18,5.50938833662798,386,22,2.84420052936545,14.7028204663126
"California",2020-04-03,"06",282,35,19,5.64190707093811,386,22,2.79773592107284,14.9822750047592
"California",2020-04-04,"06",323,41,20,5.77765232322266,386,22,2.6960028933057,15.5244882162405
"California",2020-04-05,"06",349,26,21,5.85507192220243,386,22,2.88163971841631,14.4144608518244
"California",2020-04-06,"06",386,37,22,5.95583736946483,386,22,3.2372224321746,12.5153176125919
"Colorado",2020-03-24,"08",11,1,1,2.39789527279837,150,14,NA,NA
"Colorado",2020-03-25,"08",19,8,2,2.94443897916644,150,14,NA,NA
"Colorado",2020-03-26,"08",24,5,3,3.17805383034795,150,14,NA,NA
"Colorado",2020-03-27,"08",31,7,4,3.43398720448515,150,14,NA,NA
"Colorado",2020-03-28,"08",44,13,5,3.78418963391826,150,14,NA,NA
"Colorado",2020-03-29,"08",47,3,6,3.85014760171006,150,14,NA,NA
"Colorado",2020-03-30,"08",51,4,7,3.93182563272433,150,14,2.35731343238787,25.0690861729837
"Colorado",2020-03-31,"08",69,18,8,4.23410650459726,150,14,2.58798088058739,20.6882377795362
"Colorado",2020-04-01,"08",80,11,9,4.38202663467388,150,14,2.67923536063496,19.1421179000289
"Colorado",2020-04-02,"08",96,16,10,4.56434819146784,150,14,2.78312551988862,17.7525566619518
"Colorado",2020-04-03,"08",110,14,11,4.70048036579242,150,14,2.88459654438698,16.5266942038842
"Colorado",2020-04-04,"08",126,16,12,4.83628190695148,150,14,2.80583145475321,17.2355502454679
"Colorado",2020-04-05,"08",140,14,13,4.9416424226093,150,14,2.88715348501596,16.258053233864
"Colorado",2020-04-06,"08",150,10,14,5.01063529409626,150,14,3.20535060794241,13.2883987851839
"Connecticut",2020-03-24,"09",12,2,1,2.484906649788,206,14,NA,NA
"Connecticut",2020-03-25,"09",19,7,2,2.94443897916644,206,14,NA,NA
"Connecticut",2020-03-26,"09",21,2,3,3.04452243772342,206,14,NA,NA
"Connecticut",2020-03-27,"09",27,6,4,3.29583686600433,206,14,NA,NA
"Connecticut",2020-03-28,"09",33,6,5,3.49650756146648,206,14,NA,NA
"Connecticut",2020-03-29,"09",34,1,6,3.52636052461616,206,14,NA,NA
"Connecticut",2020-03-30,"09",36,2,7,3.58351893845611,206,14,2.49491812522487,17.5416610023101
"Connecticut",2020-03-31,"09",69,33,8,4.23410650459726,206,14,2.52191325236687,18.4911401298917
"Connecticut",2020-04-01,"09",85,16,9,4.44265125649032,206,14,2.34094263194855,21.9926325374149
"Connecticut",2020-04-02,"09",112,27,10,4.71849887129509,206,14,2.18263522822841,24.5286406639324
"Connecticut",2020-04-03,"09",132,20,11,4.88280192258637,206,14,2.01140877000062,26.4367574812562
"Connecticut",2020-04-04,"09",165,33,12,5.10594547390058,206,14,1.84214697580225,27.9346899386129
"Connecticut",2020-04-05,"09",189,24,13,5.24174701505964,206,14,2.04471255658602,25.5661172661189
"Connecticut",2020-04-06,"09",206,17,14,5.32787616878958,206,14,2.7813603791194,18.8105254011468
"Florida",2020-03-21,"12",11,2,1,2.39789527279837,253,17,NA,NA
"Florida",2020-03-22,"12",13,2,2,2.56494935746154,253,17,NA,NA
"Florida",2020-03-23,"12",18,5,3,2.89037175789616,253,17,NA,NA
"Florida",2020-03-24,"12",19,1,4,2.94443897916644,253,17,NA,NA
"Florida",2020-03-25,"12",23,4,5,3.13549421592915,253,17,NA,NA
"Florida",2020-03-26,"12",29,6,6,3.36729582998647,253,17,NA,NA
"Florida",2020-03-27,"12",46,17,7,3.8286413964891,253,17,2.14100471936746,21.935906336268
"Florida",2020-03-28,"12",56,10,8,4.02535169073515,253,17,2.05796990255437,23.8592968850955
"Florida",2020-03-29,"12",59,3,9,4.07753744390572,253,17,2.09206097450273,22.915963077593
"Florida",2020-03-30,"12",71,12,10,4.26267987704132,253,17,2.03884652359744,23.2030893225944
"Florida",2020-03-31,"12",85,14,11,4.44265125649032,253,17,2.1739115977368,21.2897687971779
"Florida",2020-04-01,"12",100,15,12,4.60517018598809,253,17,2.42237756977584,18.4963249082624
"Florida",2020-04-02,"12",144,44,13,4.969813299576,253,17,2.54873983847824,17.6723804012543
"Florida",2020-04-03,"12",169,25,14,5.12989871492307,253,17,2.36446056618845,19.4310110458968
"Florida",2020-04-04,"12",194,25,15,5.26785815906333,253,17,2.17970333486026,20.8305780868643
"Florida",2020-04-05,"12",220,26,16,5.39362754635236,253,17,2.28224952541264,19.8856619357648
"Florida",2020-04-06,"12",253,33,17,5.53338948872752,253,17,2.47532838312493,18.382765274741
"Georgia",2020-03-20,"13",14,4,1,2.63905732961526,294,18,NA,NA
"Georgia",2020-03-21,"13",20,6,2,2.99573227355399,294,18,NA,NA
"Georgia",2020-03-22,"13",25,5,3,3.2188758248682,294,18,NA,NA
"Georgia",2020-03-23,"13",25,0,4,3.2188758248682,294,18,NA,NA
"Georgia",2020-03-24,"13",38,13,5,3.63758615972639,294,18,NA,NA
"Georgia",2020-03-25,"13",47,9,6,3.85014760171006,294,18,NA,NA
"Georgia",2020-03-26,"13",56,9,7,4.02535169073515,294,18,2.47131466150675,22.4515145518929
"Georgia",2020-03-27,"13",64,8,8,4.15888308335967,294,18,2.56262250519009,20.47741406426
"Georgia",2020-03-28,"13",79,15,9,4.36944785246702,294,18,2.55713197736463,20.4267718956721
"Georgia",2020-03-29,"13",83,4,10,4.4188406077966,294,18,2.61107352754428,19.1869757711289
"Georgia",2020-03-30,"13",102,19,11,4.62497281328427,294,18,2.88542079141742,15.8701504806379
"Georgia",2020-03-31,"13",125,23,12,4.8283137373023,294,18,2.9128766414219,15.6917792011139
"Georgia",2020-04-01,"13",154,29,13,5.03695260241363,294,18,2.84139855400197,16.5328178704927
"Georgia",2020-04-02,"13",176,22,14,5.17048399503815,294,18,2.78069427706674,17.0688763015513
"Georgia",2020-04-03,"13",198,22,15,5.28826703069454,294,18,2.8174437634445,16.6847289224821
"Georgia",2020-04-04,"13",208,10,16,5.33753807970132,294,18,2.90351468062165,15.8030396723948
"Georgia",2020-04-05,"13",219,11,17,5.3890717298165,294,18,3.315484352698,12.7216423666987
"Georgia",2020-04-06,"13",294,75,18,5.68357976733868,294,18,3.40644540448391,12.2753229627788
"Illinois",2020-03-23,"17",12,3,1,2.484906649788,309,15,NA,NA
