"State","Date","fips","Deaths","Deaths_daily","time","Deaths_log","Deaths_sum","n","coef.intercept","Exp_rate"
"Alabama",2020-03-30,"01",11,6,1,2.39789527279837,315,37,NA,NA
"Alabama",2020-03-31,"01",13,2,2,2.56494935746154,315,37,NA,NA
"Alabama",2020-04-01,"01",28,15,3,3.3322045101752,315,37,NA,NA
"Alabama",2020-04-02,"01",32,4,4,3.46573590279973,315,37,NA,NA
"Alabama",2020-04-03,"01",38,6,5,3.63758615972639,315,37,NA,NA
"Alabama",2020-04-04,"01",44,6,6,3.78418963391826,315,37,NA,NA
"Alabama",2020-04-05,"01",45,1,7,3.80666248977032,315,37,2.2884370676099,24.8934423335017
"Alabama",2020-04-06,"01",53,8,8,3.97029191355212,315,37,2.5296247527397,19.5835619949305
"Alabama",2020-04-07,"01",64,11,9,4.15888308335967,315,37,2.95260251237835,13.0650859682219
"Alabama",2020-04-08,"01",67,3,10,4.20469261939097,315,37,2.99975725976253,12.3055938452648
"Alabama",2020-04-09,"01",78,11,11,4.35670882668959,315,37,3.03111794222265,11.9664091622299
"Alabama",2020-04-10,"01",80,2,12,4.38202663467388,315,37,3.08934933456861,11.1714442212295
"Alabama",2020-04-11,"01",93,13,13,4.53259949315326,315,37,3.05915708161202,11.4253792704366
"Alabama",2020-04-12,"01",93,0,14,4.53259949315326,315,37,3.27937939091009,9.32746276311964
"Alabama",2020-04-13,"01",104,11,15,4.64439089914137,315,37,3.42103106650885,8.17224236190484
"Alabama",2020-04-14,"01",114,10,16,4.7361984483945,315,37,3.40681990297398,8.28733746569119
"Alabama",2020-04-15,"01",123,9,17,4.81218435537242,315,37,3.47767749748655,7.80914864099223
"Alabama",2020-04-16,"01",137,14,18,4.91998092582813,315,37,3.37823027506188,8.48796983265106
"Alabama",2020-04-17,"01",151,14,19,5.01727983681492,315,37,3.3726920059421,8.55927625916352
"Alabama",2020-04-18,"01",147,-4,20,4.99043258677874,315,37,3.40929472892005,8.22521297734704
"Alabama",2020-04-19,"01",160,13,21,5.07517381523383,315,37,3.59557636976662,7.1639732374584
"Alabama",2020-04-20,"01",164,4,22,5.0998664278242,315,37,3.80511463302494,6.02655185343768
"Alabama",2020-04-21,"01",186,22,23,5.2257466737132,315,37,3.8355578477712,5.92268549083361
"Alabama",2020-04-22,"01",201,15,24,5.30330490805908,315,37,3.83300042874199,5.98692664833886
"Alabama",2020-04-23,"01",197,-4,25,5.28320372873799,315,37,3.90535964353015,5.62174706003304
"Alabama",2020-04-24,"01",209,12,26,5.34233425196481,315,37,3.81252048588623,5.98286893857655
"Alabama",2020-04-25,"01",213,4,27,5.36129216570943,315,37,4.04091934897795,5.0026705526172
"Alabama",2020-04-26,"01",219,6,28,5.3890717298165,315,37,4.23485263201512,4.20620083526821
"Alabama",2020-04-27,"01",228,9,29,5.42934562895444,315,37,4.53451084808435,3.07292480789284
"Alabama",2020-04-28,"01",242,14,30,5.48893772615669,315,37,4.50714742064303,3.19971333063372
"Alabama",2020-04-29,"01",262,20,31,5.5683445037611,315,37,4.19225008260204,4.34529548820749
"Alabama",2020-04-30,"01",272,10,32,5.605802066296,315,37,4.10405939082,4.65847898370391
"Alabama",2020-05-01,"01",289,17,33,5.66642668811243,315,37,3.90717816378521,5.31379683919528
"Alabama",2020-05-02,"01",288,-1,34,5.66296048013595,315,37,3.98036004646821,5.04533110504868
"Alabama",2020-05-03,"01",290,2,35,5.66988092298052,315,37,4.24997563161319,4.17047705138605
"Alabama",2020-05-04,"01",298,8,36,5.6970934865054,315,37,4.58009756771675,3.15963761901769
"Alabama",2020-05-05,"01",315,17,37,5.75257263882563,315,37,4.76342117179038,2.63829100171613
"Arizona",2020-03-27,"04",15,7,1,2.70805020110221,395,40,NA,NA
"Arizona",2020-03-28,"04",15,0,2,2.70805020110221,395,40,NA,NA
