"CountryCode","geoId","Country","Date","Deaths","Deaths_daily","time","Deaths_log","Deaths_sum","n","coef.intercept","Exp_rate"
"DZA","DZ","Algeria",2020-03-20,11,2,1,2.39789527279837,235,21,NA,NA
"DZA","DZ","Algeria",2020-03-21,15,4,2,2.70805020110221,235,21,NA,NA
"DZA","DZ","Algeria",2020-03-22,17,2,3,2.83321334405622,235,21,NA,NA
"DZA","DZ","Algeria",2020-03-23,17,0,4,2.83321334405622,235,21,NA,NA
"DZA","DZ","Algeria",2020-03-24,19,2,5,2.94443897916644,235,21,NA,NA
"DZA","DZ","Algeria",2020-03-25,21,2,6,3.04452243772342,235,21,NA,NA
"DZA","DZ","Algeria",2020-03-26,25,4,7,3.2188758248682,235,21,2.39044251988699,11.5968277305791
"DZA","DZ","Algeria",2020-03-27,26,1,8,3.25809653802148,235,21,2.50706347663328,9.40276095017497
"DZA","DZ","Algeria",2020-03-28,29,3,9,3.36729582998647,235,21,2.48714003724912,9.73732389793953
"DZA","DZ","Algeria",2020-03-29,31,2,10,3.43398720448515,235,21,2.4418019625234,10.2200335115176
"DZA","DZ","Algeria",2020-03-30,35,4,11,3.55534806148941,235,21,2.47177304350276,9.85741709146659
"DZA","DZ","Algeria",2020-03-31,44,9,12,3.78418963391826,235,21,2.39424041311979,10.956559743895
"DZA","DZ","Algeria",2020-04-01,58,14,13,4.06044301054642,235,21,2.18084087892678,13.4462142154684
"DZA","DZ","Algeria",2020-04-02,86,28,14,4.45434729625351,235,21,1.60989609218082,19.0187466616038
"DZA","DZ","Algeria",2020-04-03,105,19,15,4.65396035015752,235,21,1.15602075821659,22.8778881896674
"DZA","DZ","Algeria",2020-04-04,130,25,16,4.86753445045558,235,21,0.787676011451688,25.6000856342242
"DZA","DZ","Algeria",2020-04-05,152,22,17,5.02388052084628,235,21,0.759912585145686,25.5921583955583
"DZA","DZ","Algeria",2020-04-06,173,21,18,5.15329159449778,235,21,1.11714523494986,23.0263144876441
"DZA","DZ","Algeria",2020-04-07,193,20,19,5.26269018890489,235,21,1.71113517180731,19.1948225080454
"DZA","DZ","Algeria",2020-04-08,205,12,20,5.32300997913841,235,21,2.46779909741993,14.6757316792558
"DZA","DZ","Algeria",2020-04-09,235,30,21,5.45958551414416,235,21,2.81344137427369,12.7379864906577
"AUT","AT","Austria",2020-03-22,16,8,1,2.77258872223978,295,19,NA,NA
"AUT","AT","Austria",2020-03-23,21,5,2,3.04452243772342,295,19,NA,NA
"AUT","AT","Austria",2020-03-24,28,7,3,3.3322045101752,295,19,NA,NA
"AUT","AT","Austria",2020-03-25,30,2,4,3.40119738166216,295,19,NA,NA
"AUT","AT","Austria",2020-03-26,49,19,5,3.89182029811063,295,19,NA,NA
"AUT","AT","Austria",2020-03-27,58,9,6,4.06044301054642,295,19,NA,NA
"AUT","AT","Austria",2020-03-28,68,10,7,4.21950770517611,295,19,2.54143859760619,24.7579067228228
"AUT","AT","Austria",2020-03-29,86,18,8,4.45434729625351,295,19,2.58212634236458,23.7975949802726
"AUT","AT","Austria",2020-03-30,108,22,9,4.68213122712422,295,19,2.61657147834363,23.1563120967687
