"CountryCode","geoId","Country","Date","Deaths","Deaths_daily","time","Deaths_log","Deaths_sum","n","coef.intercept","Exp_rate"
"AFG","AF","Afghanistan",2020-04-06,11,4,1,2.39789527279837,205,47,NA,NA
"AFG","AF","Afghanistan",2020-04-07,14,3,2,2.63905732961526,205,47,NA,NA
"AFG","AF","Afghanistan",2020-04-08,14,0,3,2.63905732961526,205,47,NA,NA
"AFG","AF","Afghanistan",2020-04-09,15,1,4,2.70805020110221,205,47,NA,NA
"AFG","AF","Afghanistan",2020-04-10,15,0,5,2.70805020110221,205,47,NA,NA
"AFG","AF","Afghanistan",2020-04-11,18,3,6,2.89037175789616,205,47,NA,NA
"AFG","AF","Afghanistan",2020-04-12,18,0,7,2.89037175789616,205,47,2.40340038095478,7.31803994050766
"AFG","AF","Afghanistan",2020-04-13,21,3,8,3.04452243772342,205,47,2.44897126326434,6.79052049171522
"AFG","AF","Afghanistan",2020-04-14,23,2,9,3.13549421592915,205,47,2.3570075525425,8.37348817492162
"AFG","AF","Afghanistan",2020-04-15,25,2,10,3.2188758248682,205,47,2.30686916145058,9.07684135992541
"AFG","AF","Afghanistan",2020-04-16,30,5,11,3.40119738166216,205,47,2.18939132996624,10.6484719059175
"AFG","AF","Afghanistan",2020-04-17,30,0,12,3.40119738166216,205,47,2.26327819559918,9.74457680705263
"AFG","AF","Afghanistan",2020-04-18,30,0,13,3.40119738166216,205,47,2.31629022416175,8.96974973181589
"AFG","AF","Afghanistan",2020-04-19,33,3,14,3.49650756146648,205,47,2.48676617448265,7.39172592674693
"AFG","AF","Afghanistan",2020-04-20,36,3,15,3.58351893845611,205,47,2.56285368048201,6.7833487170623
"AFG","AF","Afghanistan",2020-04-21,36,0,16,3.58351893845611,205,47,2.71941354960378,5.54958083627131
"AFG","AF","Afghanistan",2020-04-22,40,4,17,3.68887945411394,205,47,2.80299699005698,5.03575317049003
"AFG","AF","Afghanistan",2020-04-23,42,2,18,3.73766961828337,205,47,2.66046691500174,5.97068654198869
"AFG","AF","Afghanistan",2020-04-24,43,1,19,3.76120011569356,205,47,2.65453152608406,5.95604582637795
"AFG","AF","Afghanistan",2020-04-25,47,4,20,3.85014760171006,205,47,2.71815733132711,5.60868983940323
"AFG","AF","Afghanistan",2020-04-26,50,3,21,3.91202300542815,205,47,2.70815026023213,5.68246496072728
"AFG","AF","Afghanistan",2020-04-27,57,7,22,4.04305126783455,205,47,2.48200287844503,6.91915026496583
"AFG","AF","Afghanistan",2020-04-28,58,1,23,4.06044301054642,205,47,2.52457568327687,6.70098877905141
"AFG","AF","Afghanistan",2020-04-29,60,2,24,4.0943445622221,205,47,2.52663631022494,6.64790817016572
"AFG","AF","Afghanistan",2020-04-30,64,4,25,4.15888308335967,205,47,2.5451210123601,6.53522438978818
"AFG","AF","Afghanistan",2020-05-01,68,4,26,4.21950770517611,205,47,2.69044444464954,5.90390628803124
"AFG","AF","Afghanistan",2020-05-02,72,4,27,4.27666611901606,205,47,2.78474643200321,5.51886531521464
"AFG","AF","Afghanistan",2020-05-03,85,13,28,4.44265125649032,205,47,2.61685553114523,6.27289044950205
"AFG","AF","Afghanistan",2020-05-04,90,5,29,4.49980967033027,205,47,2.27015411201467,7.61605858408696
"AFG","AF","Afghanistan",2020-05-05,95,5,30,4.55387689160054,205,47,2.11878310325824,8.15569183353828
"AFG","AF","Afghanistan",2020-05-06,104,9,31,4.64439089914137,205,47,2.05099257493673,8.38716204110063
"AFG","AF","Afghanistan",2020-05-07,106,2,32,4.66343909411207,205,47,2.21520553716334,7.78024772203121
"AFG","AF","Afghanistan",2020-05-08,109,3,33,4.69134788222914,205,47,2.57795219431653,6.53643640604956
"AFG","AF","Afghanistan",2020-05-09,115,6,34,4.74493212836325,205,47,3.05635259961775,4.99814729260032
"AFG","AF","Afghanistan",2020-05-10,120,5,35,4.78749174278205,205,47,3.17833984525863,4.61469169274477
"AFG","AF","Afghanistan",2020-05-11,122,2,36,4.80402104473326,205,47,3.3807072057548,3.9933113604667
"AFG","AF","Afghanistan",2020-05-12,127,5,37,4.84418708645859,205,47,3.55398444656724,3.48820115623909
"AFG","AF","Afghanistan",2020-05-13,132,5,38,4.88280192258637,205,47,3.49546179450877,3.65305646518503
"AFG","AF","Afghanistan",2020-05-14,136,4,39,4.91265488573605,205,47,3.52860474415673,3.5584140808697
"AFG","AF","Afghanistan",2020-05-15,153,17,40,5.03043792139244,205,47,3.2913571015288,4.23437336731676
"AFG","AF","Afghanistan",2020-05-16,168,15,41,5.12396397940326,205,47,2.83481929853246,5.4668509373552
