"CountryCode","geoId","Country","Date","Deaths","Deaths_daily","time","Deaths_log","Deaths_sum","n","coef.intercept","Exp_rate"
"DZA","DZ","Algeria",2020-03-20,11,2,1,2.39789527279837,152,17,NA,NA
"DZA","DZ","Algeria",2020-03-21,15,4,2,2.70805020110221,152,17,NA,NA
"DZA","DZ","Algeria",2020-03-22,17,2,3,2.83321334405622,152,17,NA,NA
"DZA","DZ","Algeria",2020-03-23,17,0,4,2.83321334405622,152,17,NA,NA
"DZA","DZ","Algeria",2020-03-24,19,2,5,2.94443897916644,152,17,NA,NA
"DZA","DZ","Algeria",2020-03-25,21,2,6,3.04452243772342,152,17,NA,NA
"DZA","DZ","Algeria",2020-03-26,25,4,7,3.2188758248682,152,17,2.39044251988699,11.5968277305791
"DZA","DZ","Algeria",2020-03-27,26,1,8,3.25809653802148,152,17,2.50706347663328,9.40276095017497
"DZA","DZ","Algeria",2020-03-28,29,3,9,3.36729582998647,152,17,2.48714003724912,9.73732389793953
"DZA","DZ","Algeria",2020-03-29,31,2,10,3.43398720448515,152,17,2.4418019625234,10.2200335115176
"DZA","DZ","Algeria",2020-03-30,35,4,11,3.55534806148941,152,17,2.47177304350276,9.85741709146659
"DZA","DZ","Algeria",2020-03-31,44,9,12,3.78418963391826,152,17,2.39424041311979,10.956559743895
"DZA","DZ","Algeria",2020-04-01,58,14,13,4.06044301054642,152,17,2.18084087892678,13.4462142154684
"DZA","DZ","Algeria",2020-04-02,86,28,14,4.45434729625351,152,17,1.60989609218082,19.0187466616038
"DZA","DZ","Algeria",2020-04-03,105,19,15,4.65396035015752,152,17,1.15602075821659,22.8778881896674
"DZA","DZ","Algeria",2020-04-04,130,25,16,4.86753445045558,152,17,0.787676011451688,25.6000856342242
"DZA","DZ","Algeria",2020-04-05,152,22,17,5.02388052084628,152,17,0.759912585145686,25.5921583955583
"AUT","AT","Austria",2020-03-22,16,8,1,2.77258872223978,204,15,NA,NA
"AUT","AT","Austria",2020-03-23,21,5,2,3.04452243772342,204,15,NA,NA
"AUT","AT","Austria",2020-03-24,28,7,3,3.3322045101752,204,15,NA,NA
"AUT","AT","Austria",2020-03-25,30,2,4,3.40119738166216,204,15,NA,NA
"AUT","AT","Austria",2020-03-26,49,19,5,3.89182029811063,204,15,NA,NA
"AUT","AT","Austria",2020-03-27,58,9,6,4.06044301054642,204,15,NA,NA
"AUT","AT","Austria",2020-03-28,68,10,7,4.21950770517611,204,15,2.54143859760619,24.7579067228228
"AUT","AT","Austria",2020-03-29,86,18,8,4.45434729625351,204,15,2.58212634236458,23.7975949802726
"AUT","AT","Austria",2020-03-30,108,22,9,4.68213122712422,204,15,2.61657147834363,23.1563120967687
"AUT","AT","Austria",2020-03-31,128,20,10,4.85203026391962,204,15,2.64131197134371,22.5965171089524
"AUT","AT","Austria",2020-04-01,146,18,11,4.98360662170834,204,15,2.92879606055194,19.0041321410273
"AUT","AT","Austria",2020-04-02,158,12,12,5.06259503302697,204,15,3.03098617205253,17.6154888149008
"AUT","AT","Austria",2020-04-03,168,10,13,5.12396397940326,204,15,3.2571189856544,15.1119274671875
"AUT","AT","Austria",2020-04-04,186,18,14,5.2257466737132,204,15,3.5730347112181,12.1729585930161
"AUT","AT","Austria",2020-04-05,204,18,15,5.31811999384422,204,15,3.83727490863051,9.98484456229314
"BEL","BE","Belgium",2020-03-18,14,4,1,2.63905732961526,1447,19,NA,NA
"BEL","BE","Belgium",2020-03-19,21,7,2,3.04452243772342,1447,19,NA,NA
"BEL","BE","Belgium",2020-03-20,37,16,3,3.61091791264422,1447,19,NA,NA
"BEL","BE","Belgium",2020-03-21,67,30,4,4.20469261939097,1447,19,NA,NA
"BEL","BE","Belgium",2020-03-22,75,8,5,4.31748811353631,1447,19,NA,NA
"BEL","BE","Belgium",2020-03-23,88,13,6,4.47733681447821,1447,19,NA,NA
"BEL","BE","Belgium",2020-03-24,122,34,7,4.80402104473326,1447,19,2.432992310338,35.9538932134131
"BEL","BE","Belgium",2020-03-25,178,56,8,5.18178355029209,1447,19,2.61463860665491,32.3951207034689
"BEL","BE","Belgium",2020-03-26,220,42,9,5.39362754635236,1447,19,2.90094315146314,27.8172989075843
"BEL","BE","Belgium",2020-03-27,289,69,10,5.66642668811243,1447,19,3.05314324479678,25.8640278843228
"BEL","BE","Belgium",2020-03-28,353,64,11,5.8664680569333,1447,19,2.92538566518299,27.1954502824233
"BEL","BE","Belgium",2020-03-29,431,78,12,6.06610809010375,1447,19,2.98001529507671,26.3423249610609
"BEL","BE","Belgium",2020-03-30,513,82,13,6.24027584517077,1447,19,3.26329654898656,23.3937642554172
"BEL","BE","Belgium",2020-03-31,705,192,14,6.55819780281227,1447,19,3.40882578535829,22.2222169899596
"BEL","BE","Belgium",2020-04-01,828,123,15,6.71901315438526,1447,19,3.44422809409466,21.905381577628
"BEL","BE","Belgium",2020-04-02,1011,183,16,6.91869521902047,1447,19,3.52639028292063,21.2642339297735
"BEL","BE","Belgium",2020-04-03,1143,132,17,7.04141166379481,1447,19,3.63279592507242,20.388365670116
"BEL","BE","Belgium",2020-04-04,1283,140,18,7.15695636461564,1447,19,3.86689015731187,18.6975495606856
"BEL","BE","Belgium",2020-04-05,1447,164,19,7.27724772663148,1447,19,4.19835323811956,16.5386831335659
"BRA","BR","Brazil",2020-03-20,11,5,1,2.39789527279837,486,17,NA,NA
